2019 Median Household Income,2019 Unemployed Population 16+: Percent,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Total Daytime Population,2014-2018 ACS Average Number of Vehicles,2019 Total Households,Housing_Density,Daytime_Pop_Density,Shape_Area_sqmi,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,Undeveloped_Sq_Meters,Building_Count_Com_Ind_MU,Building_Count_Other,Building_Count_Residential,Median Contract Rent,Median Gross Rent
27960,11.79,39.42,2378,1,621,800.0800164,3063.752462,0.776172367,5220,26310,21570,13080,91946.5072,153436.5995,39704.17982,870,178,12,637,553,799
15915,19.17,39.38,1094,1,455,586.2100012,1409.48075,0.77617236,12420,12780,4530,4860,46377.75697,32792.43116,210.0504002,25350,18,2,240,455,630
21077,13.77,39.35,3775,1,1261,1624.639138,4863.610425,0.776172364,14040,28830,12810,7920,121954.4278,130965.9307,11623.74675,3540,142,11,836,440,490
18790,10.09,39.33,1952,1,646,832.2893453,2514.905266,0.776172378,21450,21510,12870,4770,59659.80669,74297.56829,24363.54889,6390,84,49,364,456,655
20299,13.43,39.33,1996,1,972,1252.299154,2571.593736,0.776172368,15450,27750,8550,1260,137787.712,31247.44633,4662.138092,14070,72,18,781,482,648
25935,14.05,39.15,3529,1,1143,1472.611043,4546.670491,0.776172368,4920,37320,15960,8880,165415.4276,124144.4505,11532.52745,,148,12,1164,524,743
28495,11.11,38.95,2652,1,1028,1324.448084,3416.766847,0.776172364,13350,34500,11460,3990,159271.6004,92853.12049,10779.18678,3600,94,13,1100,549,788
18847,1.23,38.93,2188,2,239,307.9212959,2818.961487,0.776172363,13650,15720,17520,12180,26212.33118,115081.633,22258.74055,8010,123,13,158,602,718
21771,13.6,38.77,3574,1,1219,1570.527431,4604.647284,0.776172371,13770,29100,12720,7860,123182.2899,130525.7924,11977.6545,3420,142,13,845,452,505
26175,13.68,38.76,3457,1,1181,1521.569249,4453.907616,0.776172363,6210,38160,15630,6810,171265.7864,123916.1005,10509.31946,60,133,11,1200,525,745
16907,8.09,38.73,10936,0,1392,1793.416072,14089.65385,0.776172369,780,11400,21210,33270,57111.29833,302643.5094,26746.50396,240,192,17,181,406,435
28564,10.6,38.53,2682,2,1027,1323.159709,3455.418053,0.776172364,13110,34590,11790,4080,156523.4965,95184.91305,11178.36729,3300,101,16,1084,558,792
28715,10.35,38.51,2635,2,981,1263.894524,3394.864496,0.776172364,12960,34260,11880,4290,153409.6084,95297.4359,11329.49941,3450,102,17,1064,566,795
15686,1.29,38.44,1765,1,300,386.512084,2273.979427,0.776172369,5610,20490,20220,18450,23316.42695,140622.3648,2346.182421,2370,136,12,116,309,371
26437,15.78,38.41,2518,1,720,927.6289983,3244.124747,0.776172372,9030,30960,15120,10680,118936.2323,130530.6358,1015.104917,1170,167,5,853,526,764
21648,7.04,37.93,30464,0,1394,1795.992823,39249.01389,0.776172367,2040,10560,22260,31920,49090.26917,287455.8938,73349.73242,360,161,25,60,590,682
27999,10.55,37.82,2269,1,593,764.0055651,2923.319776,0.776172357,4950,26010,21210,12840,90873.03675,147820.7132,61980.67789,1890,174,13,638,568,805
20757,6.87,37.78,21365,0,1345,1732.862508,27526.10222,0.77617237,600,7410,18390,40230,52450.05034,351996.9988,36872.25017,240,194,18,53,508,607
29302,9.79,37.74,2700,2,974,1254.875889,3478.608726,0.776172376,12900,32910,13020,4830,149572.3672,89369.27777,10691.71981,3360,114,16,1040,578,802
28347,11.4,37.61,2746,1,1130,1455.862177,3537.873926,0.776172373,13050,35520,11880,3690,167393.7797,80371.72196,10823.62,2940,93,13,1142,538,771
27218,12.14,37.51,3139,1,1182,1522.857604,4044.204755,0.776172373,10860,35220,13200,4950,163904.3822,105809.3109,10970.78744,2580,107,14,1125,527,748
20799,12.59,37.46,1519,0,663,854.1917024,1957.039511,0.776172372,19470,24540,6030,1890,108477.1013,42959.3109,4304.628453,15270,82,15,642,474,654
26613,15.55,37.41,2596,1,620,798.7916442,3344.617917,0.776172365,9690,28530,15210,10980,105461.8793,145736.1918,723.6039326,2550,177,6,762,526,762
28250,11.3,37.38,2712,1,1121,1444.266808,3494.069209,0.776172376,13170,34980,12060,3810,166564.3459,83199.31972,10823.62,2880,93,13,1130,537,768
23677,12.96,37.36,3332,1,1063,1369.541145,4292.860862,0.776172372,13770,29610,12090,7860,128896.5964,129321.1668,11724.86707,3570,134,11,885,469,531
22613,6.85,37.2,31068,0,1382,1780.532346,40027.19171,0.776172364,2010,10230,23010,31470,49563.6715,290592.0793,73349.73242,360,164,25,60,620,703
24346,12.96,37.1,2643,1,1049,1351.503916,3405.171449,0.776172372,13590,29850,12090,7770,131905.4137,120361.5032,11724.86707,3750,123,11,905,475,543
29599,8.55,37.1,2756,2,929,1196.899085,3550.757674,0.77617237,12270,31590,14190,5460,140713.1689,96822.64663,10181.73574,3450,142,15,970,602,812
19839,16.52,37.03,1202,1,463,596.5169812,1548.625079,0.776172372,10950,14820,8760,4380,41031.58325,26641.74568,56832.37347,18030,33,6,231,505,703
23092,9.93,36.96,2793,1,748,963.703463,3598.427503,0.776172369,18240,19950,17130,9780,79097.70372,88075.65313,6957.466056,1830,150,19,448,478,593
29577,8.5,36.95,2699,2,898,1156.959513,3477.320408,0.776172364,12270,31620,14220,5430,141267.2654,98570.00643,10466.24739,3300,141,16,978,603,821
27865,11.41,36.94,2856,1,1068,1375.983026,3679.595057,0.776172366,13680,32250,12660,4830,152780.3722,106255.7414,10809.83972,3600,107,13,1035,531,751
27842,11.51,36.61,2863,1,1068,1375.983023,3688.613667,0.776172367,13530,31920,12750,4920,151324.4179,107582.6255,10970.78744,3780,108,14,1032,529,750
29627,8.36,36.59,2650,2,904,1164.689749,3414.190082,0.776172368,10920,30960,15060,6570,134119.1472,109591.0445,2153.041383,3570,154,14,927,604,808
29886,8.23,36.59,2560,2,916,1180.150231,3298.236453,0.776172369,10890,30810,14940,6630,131846.1447,111539.8899,1868.52973,3630,155,13,917,603,801
27111,11.86,36.59,2729,1,1032,1329.601574,3515.971604,0.776172366,13020,31680,12750,5250,146874.6368,107800.5579,10612.52353,4170,109,12,1004,522,729
22449,10.94,36.45,1576,0,673,867.0754454,2030.476823,0.776172366,18600,23100,7140,2550,97513.88258,46395.44067,3432.563658,15630,70,12,577,462,646
26969,11.85,36.4,2690,1,1020,1314.141096,3465.725048,0.776172363,12810,31620,12840,5550,146411.8836,111016.1306,10612.52353,4110,109,12,1003,519,718
24218,6.39,36.38,25120,0,1228,1582.122798,32363.94518,0.776172369,3780,10320,20940,22350,42258.4279,216634.0621,64940.29291,9900,122,25,55,640,711
23963,6.75,36.36,29919,0,1413,1820.47189,38546.84958,0.77617238,1200,8940,21690,35040,45754.38132,323920.6957,69389.62103,240,180,24,60,653,718
26394,12.04,36.28,2613,1,1004,1293.527113,3366.520266,0.776172366,12930,31170,12330,6450,140973.7561,116955.2702,10571.85057,4110,111,11,970,508,694
24083,6.62,36.24,29300,0,1159,1493.225017,37749.34686,0.77617237,630,6930,20100,39180,47737.69316,368345.1534,43808.6143,240,208,18,32,705,733
28214,9.47,36.13,2203,2,604,778.1776602,2838.287062,0.776172372,5310,26970,20190,12330,94110.83249,151556.7374,62169.60567,2070,181,14,664,591,824
24286,6.74,36.01,31031,0,1345,1732.862527,39979.52198,0.776172362,1440,8910,22740,33480,51921.12469,302784.5337,73152.06027,330,174,25,66,672,721
20770,1.06,35.99,2163,2,271,349.1492501,2786.752132,0.776172367,15300,15870,16530,10830,29335.3521,111821.6443,22352.57805,8640,118,15,179,604,720
28160,9.87,35.88,2257,2,688,886.4010381,2907.859219,0.776172376,6210,28650,18300,11520,99304.9758,127668.1532,39832.59744,2580,173,13,710,578,808
26332,12.13,35.84,2572,1,984,1267.759636,3313.696935,0.776172369,12780,31140,12270,6780,140303.7466,122806.8428,10702.98892,3960,115,12,967,504,680
19299,6.98,35.79,11751,0,1362,1754.764877,15139.67847,0.776172362,600,10890,21450,33870,65916.60605,317963.4561,27108.11207,210,203,20,232,436,492
27879,10.07,35.78,2193,2,639,823.2707338,2825.403317,0.776172374,6210,28200,18510,11700,94952.58244,127130.0113,61948.86576,2550,171,13,678,574,807
24715,6.71,35.77,31006,0,1330,1713.536922,39947.31264,0.776172362,1440,9060,23070,33120,50920.4015,298050.3287,73592.83245,360,174,27,65,694,724
22217,11.15,35.5,1494,0,632,814.2521211,1924.830172,0.776172372,19590,23610,6150,2400,100672.5419,37030.50506,4279.255991,15390,67,15,595,474,653
22217,11.15,35.5,1494,0,632,814.2521275,1924.830188,0.776172366,19530,23340,5970,2310,100670.1215,34876.68606,4279.255991,15750,66,15,594,474,653
29422,8.05,35.45,2517,2,887,1142.787395,3242.836386,0.776172369,10050,30900,14760,7680,130510.8631,111431.6353,5125.377272,3540,159,14,916,606,805
26840,15.12,35.45,2934,1,665,856.7684567,3780.088199,0.776172366,9360,27120,14880,10530,93312.3636,149516.7084,5743.335861,5160,186,16,676,521,760
23794,6.61,35.39,19042,0,1258,1620.774009,24533.21039,0.776172368,420,6870,19110,40470,54907.17379,371903.3645,32307.15902,240,206,17,63,536,667
29446,8.1,35.37,2548,2,910,1172.419994,3282.775983,0.776172366,10080,30870,14520,7980,131599.2999,107294.5864,5125.377272,3690,153,14,920,606,806
25454,6.2,35.32,30581,0,1456,1875.871985,39399.75355,0.776172368,2550,11010,23910,28950,50538.32233,285274.3605,70015.21916,630,161,25,62,711,739
25575,6.49,35.26,28455,0,1164,1499.666876,36660.67092,0.776172375,540,5670,20580,39990,44761.42126,377775.1274,35977.44174,240,221,17,27,718,751
25579,6.55,35.14,31328,0,1475,1900.351072,40362.1684,0.776172372,2310,10560,24690,28680,48292.35496,261631.326,74677.50723,630,167,27,63,712,741
25579,6.41,35.14,29452,0,1475,1900.351078,37945.17964,0.77617237,2490,11430,24510,27840,50623.31175,256976.806,74677.50723,870,156,27,64,712,741
25553,6.56,35.13,31490,0,1489,1918.3883,40570.88486,0.776172373,1770,9420,23880,31470,48695.5187,305537.9472,73684.76985,360,177,27,63,711,739
25553,6.56,35.13,31440,0,1487,1915.811576,40506.46668,0.776172364,1980,10110,24570,30060,49545.64038,270228.6528,74715.86391,390,172,28,64,711,739
25536,6.18,35.12,26331,0,1461,1882.313854,33924.16571,0.776172367,3390,11370,23280,25350,49029.67729,259584.1658,73111.41184,3720,140,27,64,711,740
25719,6.49,35.07,29782,0,1173,1511.262249,38370.34296,0.776172369,720,6780,21510,37830,45510.00785,365014.789,43979.50465,330,212,19,36,720,752
25628,6.21,35.04,26228,0,1457,1877.160353,33791.4631,0.77617237,3030,10950,22920,24870,47627.6806,235909.2515,73111.41184,5100,138,27,60,712,741
25341,8.99,35,2692,1,729,939.2243664,3468.301776,0.776172367,18300,20910,17400,8490,91265.63071,86319.43738,6106.822153,1680,144,21,522,487,612
21442,6.34,35,2269,1,575,740.8148223,2923.319708,0.776172375,23640,20700,11550,4110,62519.71483,69010.66618,18956.74243,7020,81,30,383,485,683
25311,8.97,34.94,2657,1,718,925.052259,3423.208708,0.776172365,18810,20730,17040,8610,89443.69372,86719.64788,6106.822153,1920,143,21,517,486,611
28260,9.3,34.72,2194,2,636,819.4056202,2826.691715,0.776172367,6300,28320,18150,11550,97323.51833,133415.046,39962.84273,2610,171,14,697,593,811
25874,6.54,34.57,27195,0,1517,1954.462767,35037.32033,0.776172371,2730,10290,23910,26100,49337.09347,235817.1471,74677.50723,3900,150,27,66,715,746
29250,7.93,34.45,2515,2,881,1135.057161,3240.259658,0.776172364,9630,30330,14070,8820,128491.0559,103166.5359,4750.030178,3660,154,12,911,606,801
29252,7.92,34.31,2459,2,870,1120.88505,3168.110733,0.776172365,9390,30030,13650,8790,126040.3551,107635.3578,4750.030178,3600,155,12,901,605,799
28128,9.1,34.13,2248,2,657,846.4614693,2896.263901,0.776172364,6600,27330,17940,11520,98525.31082,134288.0707,43121.8708,2550,171,14,697,595,808
28103,9.11,34.1,2223,2,640,824.5591139,2864.054547,0.776172368,6420,27240,18330,11700,95433.47712,134981.3305,43611.95869,2610,171,16,679,591,805
27343,14.78,33.99,2909,1,620,798.7916425,3747.878852,0.776172367,9000,24420,15570,10920,85669.48635,150161.6476,5743.335861,6870,187,16,605,521,761
21916,6.38,33.75,11810,0,1256,1618.197267,15215.69246,0.776172365,510,9540,21180,35460,61649.734,350928.9332,27654.44604,180,213,21,219,471,563
25915,7.52,33.47,2361,1,890,1146.652517,3041.850104,0.776172368,13230,25620,19650,7020,127390.6585,119260.895,10246.01992,1320,147,34,761,510,646
22863,1.27,33.44,2158,2,293,377.4934701,2780.310268,0.776172366,18060,15690,14250,8520,34045.2013,107761.0069,11480.72873,10560,111,10,208,600,721
26687,7.87,33.38,2193,1,696,896.7080348,2825.403334,0.776172369,18360,21930,17910,7800,97543.45395,86961.0476,6759.711233,1260,140,23,570,496,627
25416,6.94,33.36,2867,1,1058,1363.09928,3693.767142,0.776172371,8310,29580,21480,7590,155723.8189,126842.4871,8139.368929,150,161,31,941,511,651
26490,8.19,33.33,2072,1,775,998.4895424,2669.510106,0.776172375,16530,23610,18630,6480,109878.5157,117188.4908,9557.379127,1680,142,30,659,509,643
37916,0,33.33,2104,2,59,76.01404319,2710.738083,0.776172369,10320,17460,20130,13650,9437.97781,134720.4603,32160.9171,5250,82,5,48,591,662
35000,0,33.33,2144,2,8,10.30698892,2762.273031,0.776172368,6720,18720,24120,16350,1821.857352,164978.2831,32160.9171,930,115,5,10,700,950
25624,14.01,33.33,3517,1,609,784.6195268,4531.209977,0.776172373,4680,23670,22320,15450,70058.44692,185908.0749,12462.99516,810,210,17,499,493,679
35000,0,33.33,2144,2,8,10.30698899,2762.273049,0.776172363,7440,18900,23580,15540,3323.972718,156665.6506,32160.9171,1380,111,5,19,700,950
37916,0,33.33,2104,2,59,76.01404341,2710.73809,0.776172367,10380,17040,20100,13890,6787.981731,116709.4942,26344.68452,5730,84,4,34,591,662
25865,7.39,33.33,2413,1,917,1181.438612,3108.845551,0.776172364,12180,26520,20040,6900,133366.8961,120524.8958,10246.01992,1230,152,34,792,510,647
27029,14.67,33.2,3135,1,468,602.9588493,4039.051266,0.776172372,6780,19320,19890,14880,54288.37139,165864.3574,6879.977282,5970,168,16,360,516,759
25839,7.3,33.18,2700,1,980,1262.606141,3478.608755,0.77617237,11040,27240,20460,7200,139454.4798,119833.4327,9557.095089,990,153,34,831,510,648
29540,6.29,32.99,11722,1,1172,1509.973884,15102.31559,0.776172364,1050,9540,23130,33060,76268.96975,310923.9799,30930.65401,420,241,19,261,741,783
22953,1.39,32.98,2147,1,384,494.7354664,2766.138142,0.776172371,5280,20220,20760,18630,35309.38736,144016.859,1496.425026,2190,139,11,181,344,404
27154,14.52,32.95,2728,1,497,640.3216935,3514.683259,0.77617236,7920,20970,17160,11730,67052.58834,148804.4791,6633.98555,9360,163,20,452,515,756
25329,6.56,32.92,3077,1,1130,1455.862177,3964.325591,0.776172373,6120,30630,22170,7980,170016.0307,130236.9167,8132.034569,,162,30,1039,516,675
27248,14.51,32.84,2928,1,573,738.2380764,3772.357919,0.776172374,8730,21900,16830,11520,72178.84573,141381.3699,7657.193532,8220,169,21,494,516,755
28186,6.49,32.82,11784,1,1153,1485.49478,15182.1947,0.776172367,990,10380,24270,30690,79622.91568,305978.8929,31273.14516,510,234,20,281,737,786
28313,6.34,32.78,8241,1,933,1202.052591,10617.48704,0.776172363,1770,12780,25080,27180,86269.00092,265618.1614,23637.74301,60,224,18,341,722,782
29148,6.37,32.74,19327,1,1066,1373.406271,24900.39681,0.77617237,450,6210,23670,35820,58729.38531,349382.5715,22870.25845,690,244,18,109,754,788
30134,6.26,32.71,19668,1,1017,1310.275977,25339.73246,0.776172362,450,5280,22410,38400,53823.46949,361514.5055,30348.41211,510,246,21,79,753,785
29041,6.29,32.69,20036,1,1011,1302.545731,25813.85387,0.776172365,810,7020,24000,34230,59236.56203,350762.5321,22750.75148,840,239,17,111,754,785
27094,7.77,32.67,2192,1,714,919.8987608,2824.114963,0.776172369,18630,21840,17490,7680,95672.21885,83737.77615,6493.403648,1410,135,22,562,497,628
21610,15.5,32.67,1000,1,402,517.9261917,1288.373611,0.776172371,13170,15690,10200,9930,36001.40134,93700.47739,1614.300016,18120,81,6,264,448,609
24871,9.42,32.65,1524,0,666,858.0568303,1963.481396,0.776172366,18480,21660,7350,3150,85014.0651,54269.4034,3026.892136,16260,75,10,532,472,637
21107,14.82,32.6,1025,1,503,648.0519214,1320.582941,0.776172377,17490,13680,5820,5850,44903.75982,36645.30952,1815.999669,24060,50,8,329,457,621
27735,6.25,32.52,3094,1,782,1007.508164,3986.227955,0.77617237,14280,14790,22410,15420,69122.91443,152925.5375,26173.56746,,173,33,381,695,781
37659,0.71,32.47,723,2,273,351.7259954,931.4941198,0.776172372,12480,15480,13920,8220,5741.501162,53460.7794,540.1354966,16860,140,3,33,594,675
37659,0.71,32.47,723,2,273,351.7259978,931.494126,0.776172366,12780,13590,10920,5700,10697.802,51158.7568,540.1354966,23850,133,3,56,594,675
37659,0.71,32.47,723,2,273,351.725996,931.4941212,0.77617237,12060,15750,15720,9780,3987.049405,51742.63569,540.1354966,13830,143,3,21,594,675
37659,0.71,32.47,723,2,273,351.7259985,931.4941278,0.776172365,12570,14220,11550,6120,8417.634112,54126.98197,540.1354966,22440,137,3,45,594,675
37659,0.71,32.47,723,2,273,351.7259978,931.4941261,0.776172366,12090,10980,7800,4290,10928.2121,44819.57749,540.1354966,31740,111,3,57,594,675
37659,0.71,32.47,779,2,273,351.7259991,1003.643052,0.776172363,13770,16680,14610,11280,10026.85161,48080.61781,1507.755796,10830,140,5,53,594,675
37659,0.71,32.47,779,2,273,351.7259976,1003.643048,0.776172367,12810,16770,15240,11520,8922.798141,53018.69948,1507.755796,10710,144,5,48,594,675
37659,0.71,32.47,779,2,273,351.7259969,1003.643046,0.776172368,14850,13980,10470,10950,11489.3264,39401.22788,2409.310246,16740,116,8,60,594,675
27592,6.33,32.43,3482,1,811,1044.871005,4486.11694,0.776172366,13800,14940,22800,15630,69011.25244,153320.4402,28589.31074,,174,34,381,694,782
28920,6.41,32.39,14868,1,1090,1404.327249,19155.53903,0.776172364,600,7980,24420,33240,64959.40699,326203.4341,37003.04858,600,240,20,178,748,792
27481,6.58,32.38,8175,1,934,1203.340956,10532.4543,0.776172369,1170,12660,26550,25830,90138.65429,253485.2278,25501.04185,750,231,19,322,723,787
30383,6.03,32.37,21067,1,1042,1342.485312,27142.16705,0.776172365,450,4770,22110,39390,51837.00183,408097.3413,27182.28888,420,239,18,51,759,793
28936,7.92,32.33,2344,2,778,1002.35467,3019.947747,0.77617237,8670,27810,12840,8400,111254.8445,101060.9678,4650.674735,2940,143,11,796,606,800
28360,8.38,32.29,2226,2,661,851.6149582,2867.919663,0.776172369,6630,26580,16890,10830,96714.03513,122753.3101,53948.60255,2400,163,14,685,603,805
27199,6.51,32.24,7129,1,920,1185.303733,9184.815556,0.776172364,2310,14370,26370,23400,94807.15493,232326.3847,25436.71751,420,210,25,375,720,788
29959,6.07,32.22,21990,1,1077,1387.578385,28331.33582,0.776172368,570,4650,21300,39990,49600.88968,404136.7187,35977.44174,330,233,17,35,762,797
25492,6.04,32.18,3338,1,1218,1569.239061,4300.591122,0.776172369,4800,31410,22830,7800,177025.5061,125491.6449,8124.273684,60,153,30,1067,518,685
26389,13.71,32.18,3564,1,535,689.2798817,4591.763548,0.776172371,4500,22110,22830,16830,64006.58453,194135.0343,13057.57276,720,224,18,451,497,687
27440,7.58,32.16,2350,1,760,979.1639444,3027.677986,0.776172371,17700,22260,17970,7800,98461.28519,98698.65131,9387.786095,1410,141,30,582,504,637
28432,8.31,32.13,2225,2,656,845.1730899,2866.631288,0.77617237,6390,25860,16710,10590,92945.04796,117852.9418,53948.60255,2310,156,14,662,603,806
28935,7.88,32.12,2351,2,778,1002.354672,3028.966368,0.776172369,8700,27480,12810,8310,110317.8466,100928.2041,4650.674735,2910,142,11,789,605,800
29062,6.5,32.12,16615,1,1094,1409.480732,21406.32757,0.77617237,930,8430,24240,32460,71160.06163,322127.1812,16468.65256,960,240,16,185,749,793
37480,0.72,32.12,770,2,271,349.1492502,992.0476851,0.776172367,13830,8520,8370,10230,10081.20215,30886.581,2918.353836,26130,51,11,53,594,680
37659,0.71,32.12,777,2,272,350.4376223,1001.066296,0.776172371,14160,12390,9900,11250,11067.29533,35737.45637,2711.615994,19200,98,9,58,594,680
29140,6.29,32.1,3423,1,754,971.4337066,4410.102888,0.776172368,10890,15210,24090,16830,69630.42684,162351.7688,26895.60705,,186,30,385,715,787
25598,9.6,32.07,1628,0,713,918.6103923,2097.472256,0.776172364,18480,21210,7740,3300,84580.12498,53612.83884,3228.678705,16050,73,12,533,488,647
37484,0.88,32.05,661,2,220,283.4421972,851.6149653,0.776172363,13590,9270,7980,8490,8895.368956,27091.29558,3804.152118,27510,43,14,48,593,678
27228,6.51,31.97,4366,1,1006,1296.103857,5625.039206,0.776172368,7800,16530,25830,16680,88359.19576,150044.4119,26278.67944,,184,27,416,710,795
28809,6.58,31.96,11668,1,1166,1502.243635,15032.74334,0.776172369,1050,10740,24990,29250,82218.15225,289254.8771,34080.52612,840,235,20,279,740,796
27708,7.33,31.91,2257,1,709,913.4568948,2907.859255,0.776172367,18120,21720,18210,7710,96269.50864,86088.0995,6896.24075,1200,136,24,566,501,634
27660,7.52,31.91,2233,1,725,934.0708643,2876.938262,0.776172374,18510,21930,17700,7710,97166.90269,86433.01128,9180.076972,1380,133,29,569,504,637
30108,6.22,31.9,26972,1,1085,1397.885387,34750.01351,0.77617236,630,5580,21540,38730,48168.49915,381737.5558,35977.44174,480,230,17,38,763,802
29186,6.26,31.89,6848,1,943,1214.936328,8822.782582,0.776172362,4260,14400,25650,22710,91746.29106,197967.5011,25145.88266,,203,24,389,719,785
27631,8.82,31.84,1464,0,593,764.0055594,1886.178986,0.776172363,18750,19980,8160,3960,73929.18396,69740.95692,4386.252888,16320,90,14,491,473,645
28881,8.1,31.8,2339,2,723,931.4941272,3013.505897,0.776172365,6900,25500,14700,9960,92748.84229,111116.3516,53948.60255,1830,141,14,661,603,797
37648,1.15,31.75,1645,2,88,113.3768789,2119.37461,0.776172363,11400,16590,17910,11190,2043.700684,50663.21262,540.1354966,9690,141,3,8,595,675
27338,6.5,31.75,6809,1,977,1258.741016,8772.535904,0.776172372,1980,15270,27180,21840,100536.9142,196774.3473,23707.83954,600,215,26,393,711,798
37648,1.15,31.75,431,2,88,113.3768783,555.289029,0.776172367,11400,16890,17490,12090,2233.119346,50733.40966,540.1354966,8880,142,3,10,595,675
25742,6.32,31.74,5206,1,1299,1673.597323,6707.273027,0.77617237,1710,28380,27210,9030,201603.4795,132826.1306,9359.268714,570,140,18,1121,531,729
28281,6.65,31.67,11236,1,1031,1328.313194,14476.16591,0.77617237,1830,12510,25470,26160,85566.9221,268809.0567,16592.74637,840,239,18,296,733,795
25883,6.31,31.65,5258,1,1317,1696.788034,6774.268401,0.776172376,1680,28440,26970,9150,200782.6616,127270.9029,11537.14419,570,135,19,1118,532,730
26049,12.74,31.64,7366,1,1171,1508.685515,9490.16012,0.776172362,17880,20190,10620,3270,100970.2711,122884.9781,2705.129508,15090,69,8,538,524,672
27435,6.64,31.59,6783,1,997,1284.5085,8739.03827,0.776172365,2700,16080,27690,19770,103124.931,238577.4442,5309.307158,840,236,23,394,711,801
27519,6.66,31.58,22353,1,983,1266.471264,28799.01542,0.776172368,3180,17310,28740,16860,102845.6942,236760.8071,5057.547645,840,223,21,393,711,801
27519,6.59,31.58,22163,1,983,1266.471266,28554.22447,0.776172367,2730,16650,27720,19080,103928.4126,238902.7445,5322.382567,840,235,23,396,711,801
27301,6.51,31.58,6612,1,1013,1305.12246,8518.726264,0.776172375,4050,16410,26820,19350,103891.6978,182968.0605,23374.38462,480,208,26,408,712,800
35786,0,31.58,1332,2,53,68.28380182,1716.113661,0.776172366,11010,18660,18810,10680,2358.680535,73429.10711,1049.938739,8040,108,2,12,589,675
35786,0,31.58,1332,2,53,68.2838019,1716.113663,0.776172365,10980,18810,18990,9900,1449.219258,44630.81934,1049.938739,8220,113,2,6,589,675
35786,0,31.58,1332,2,53,68.28380085,1716.113637,0.776172377,11490,17370,18030,10530,1757.417091,51510.39814,1590.074236,9360,140,5,7,589,675
27467,6.65,31.57,7831,1,991,1276.778249,10089.25375,0.77617237,2700,16080,27570,19830,103100.6566,239579.4278,5060.237106,840,237,22,395,712,801
27435,6.48,31.57,5436,1,1002,1290.95037,7003.599013,0.776172364,6330,17070,26850,16560,103267.5609,165664.0017,22695.28128,270,195,24,415,711,801
25983,12.58,31.54,7443,1,1211,1560.220451,9589.364839,0.776172366,17190,20790,11130,3480,103572.0767,123001.5814,2535.227333,14610,69,7,554,524,674
27519,6.59,31.54,22241,1,984,1267.759638,28654.71758,0.776172368,2730,16620,27660,19200,103928.4126,234900.1201,5322.382567,840,233,23,396,711,801
25806,5.77,31.53,3273,1,1189,1531.876221,4216.846821,0.776172372,4260,31380,22890,8310,180784.6385,130206.1034,7954.115507,120,156,29,1078,520,693
25885,6.7,31.52,4828,1,1123,1446.843595,6220.267923,0.776172355,3420,28530,25770,8850,197791.3269,140970.0572,3281.220942,510,131,16,1084,524,725
26071,6.48,31.51,6056,1,1289,1660.713597,7802.390649,0.776172365,1800,27810,27270,9780,197511.7499,129657.9805,11381.61246,570,131,18,1100,539,733
29631,6.22,31.5,4488,1,889,1145.364142,5782.220774,0.77617237,7530,14940,25170,19290,80092.3029,168814.6234,26409.36221,,193,26,392,718,789
29584,6.32,31.49,25079,1,1019,1312.852717,32311.12197,0.776172366,750,6840,23970,34500,56352.98903,342262.6506,22750.75148,840,240,17,93,763,798
27824,6.5,31.4,3786,1,889,1145.364139,4877.782488,0.776172371,8490,17070,26100,15330,88895.54638,158075.8103,23735.78639,,186,28,412,711,805
30750,5.93,31.38,21258,1,923,1189.168851,27388.24641,0.776172365,540,5130,20940,40290,44096.62515,382181.3048,35977.44174,240,223,17,28,772,843
29004,7.65,31.33,2464,2,738,950.8197273,3174.552585,0.776172369,7980,25230,11880,8340,101527.0622,94306.13026,15292.75546,2730,130,10,725,608,802
25868,7.11,31.33,4976,1,919,1184.015347,6410.947078,0.776172372,9000,28050,22260,7290,196462.2856,101571.4412,3340.366121,510,97,16,967,519,719
27777,6.55,31.32,21058,1,897,1155.671131,27130.57155,0.776172369,5490,17370,27000,16770,88216.95014,177783.4346,7698.771724,420,193,37,398,708,803
28458,5.75,31.3,18779,0,1176,1515.127367,24194.36805,0.77617237,390,6330,19770,40350,64184.991,383137.9295,32910.86241,240,218,17,117,701,742
27635,7.75,31.29,1508,1,662,852.9033373,1942.867421,0.776172364,19140,21660,9180,3270,102163.4348,64105.12422,6437.500452,13710,85,29,726,623,757
23671,18.52,31.25,2120,1,53,68.28380194,2731.352078,0.776172364,11190,10800,11730,13950,12130.96496,90591.9476,42399.64866,19140,32,24,42,500,719
27916,6.42,31.23,3937,1,896,1154.382763,5072.32694,0.776172366,8520,17040,26040,15510,88104.09965,157158.1266,23735.78639,,187,28,407,710,803
25997,6.29,31.21,5091,1,1139,1467.45756,6559.110131,0.776172362,3510,27180,28380,7500,194886.4588,136563.9872,4590.238165,570,126,21,1078,531,732
30013,6.24,31.19,27653,1,1091,1405.615616,35627.39562,0.776172367,570,6180,22710,36870,52103.13008,362758.7799,36148.19859,690,233,18,47,767,808
26431,6.36,31.13,6019,1,1281,1650.406601,7754.72079,0.776172368,1980,26910,26880,10710,197453.6796,137788.399,17089.77557,570,133,24,1083,541,732
