2019 Median Household Income,2019 Unemployed Population 16+: Percent,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Total Daytime Population,2014-2018 ACS Average Number of Vehicles,2019 Total Households,Housing_Density,Daytime_Pop_Density,Shape_Area_sqmi,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,Undeveloped_Sq_Meters,Building_Count_Com_Ind_MU,Building_Count_Other,Building_Count_Residential,Median Contract Rent,Median Gross Rent
33369,2.58,26.46,3020,0,457,588.7867432,3890.888325,0.776172367,12030,21840,19830,12150,37642.02431,135714.054,32787.58587,990,158,44,265,551,585
33369,2.58,26.46,3020,0,457,588.7867396,3890.888301,0.776172372,11940,21990,19800,12300,36951.70938,139587.1612,32787.58587,930,159,44,259,551,585
31537,9.52,26.46,1357,2,397,511.4843223,1748.322986,0.776172373,5340,12780,10590,7650,26588.73546,70922.98073,34565.45971,9600,92,5,202,546,779
36476,4.32,26.45,548,2,166,213.8700188,706.0287368,0.776172373,14670,10470,7200,5430,14036.88999,18449.57406,3264.016621,29070,23,11,66,540,711
36476,4.32,26.45,548,2,166,213.8700194,706.0287386,0.776172371,14670,11250,7200,4350,16570.31403,27775.83006,3264.016621,29400,26,11,73,540,711
28413,4.85,26.41,3363,1,1274,1641.388003,4332.800513,0.77617236,4740,33840,20520,7560,204758.4775,114352.2335,7430.072135,390,125,26,1225,546,754
31695,9.48,26.34,1192,2,394,507.6192058,1535.741354,0.776172366,5580,12060,9540,6270,25788.79147,60220.84958,20976.28188,11670,70,4,191,546,777
33557,2.38,26.32,4031,0,675,869.652184,5193.434005,0.776172374,13470,22950,17250,10800,64947.76365,120438.2094,25859.89943,2370,135,39,395,562,593
33557,2.38,26.32,4031,0,675,869.6521857,5193.434016,0.776172372,13470,22980,17190,10830,65272.99591,120438.2094,25859.89943,2460,135,39,397,562,593
31466,6.81,26.28,9915,1,503,648.0519264,12774.22435,0.776172371,4680,11460,21000,10800,26500.77905,174835.0158,6238.222896,18990,119,9,72,829,945
31815,5.81,26.27,2621,1,676,870.9405631,3376.827242,0.776172369,15360,20790,20250,10620,100435.5076,93617.9617,24623.34397,,91,76,521,584,750
33841,2.39,26.22,3545,1,905,1165.978115,4567.284439,0.776172373,13200,21960,16170,12030,66290.38752,141605.3279,16931.74331,3540,160,31,371,559,593
33998,2.37,26.22,2995,1,759,977.8755664,3858.678948,0.776172374,16920,20550,11970,11610,65048.60633,105698.475,692.1147258,5880,124,4,347,552,591
31080,5.52,26.19,2984,1,813,1047.447745,3844.506854,0.776172371,12930,21420,20820,11460,127353.6435,106350.2216,25094.87904,450,98,58,677,574,746
33875,2.42,26.16,3668,1,897,1155.67113,4725.754407,0.77617237,13590,22020,15750,12150,64904.65252,139715.2825,16252.27449,3660,153,28,352,559,593
33414,4.87,26.16,16055,0,1089,1403.03887,20684.83844,0.776172366,150,5640,21030,40020,54654.61051,393886.1074,30228.49983,180,241,19,172,730,800
34043,2.32,26.16,2042,1,542,698.2985006,2630.858927,0.776172367,17220,19560,10650,11700,60383.98494,92388.35736,1533.502776,7830,117,6,339,555,592
34043,2.32,26.16,2042,1,542,698.298497,2630.858913,0.776172371,17280,19680,10770,11730,59699.23551,98076.18482,1533.502776,7650,117,6,335,555,592
32098,7.1,26.15,2354,2,220,283.4421944,3032.83148,0.776172371,7560,13590,21030,20700,18281.94417,186703.3693,18003.80759,4290,175,14,121,545,798
35081,7.82,26.13,933,2,551,709.8938618,1202.052583,0.776172368,24840,6750,1380,300,45592.71659,9768.243241,1050.278373,33600,27,11,336,540,739
34865,4.58,26.13,19161,1,740,953.3964692,24686.52668,0.776172373,5370,10050,18030,15630,35001.19295,125813.8197,49115.30647,18090,86,19,50,880,941
34543,4.54,26.04,20058,1,871,1122.173426,25842.19814,0.776172363,5160,9900,18090,15840,35708.27677,130514.7101,49009.92158,17910,89,18,54,893,943
33775,4.81,25.97,15960,0,1092,1406.903987,20562.44289,0.776172368,90,5610,21120,39900,55476.76446,396666.0391,30228.49983,180,244,19,178,732,804
35905,5.19,25.92,801,2,513,660.9356662,1031.987268,0.776172366,28260,10890,570,90,86917.89074,6188.099046,37.70140914,27270,14,1,591,515,702
34189,2.43,25.88,3579,1,944,1216.224689,4611.089154,0.776172371,13320,22500,16050,11460,70956.53025,142095.9431,16876.06374,3600,160,30,396,562,597
34189,2.43,25.88,3579,1,944,1216.22469,4611.089157,0.77617237,13470,22170,15810,11790,67940.00871,140944.4257,16252.27449,3750,156,28,374,562,597
33931,2.73,25.79,2006,0,240,309.2096687,2584.477481,0.776172366,11970,21720,19380,13770,27959.67448,100581.3148,32384.82111,,142,48,250,539,584
33931,2.73,25.79,2006,0,240,309.2096683,2584.477477,0.776172367,12090,21810,19410,13680,28354.91738,100683.1067,32384.82111,,144,48,254,539,584
33913,2.68,25.77,1596,1,339,436.7586565,2056.244294,0.776172366,15570,13710,7980,10770,27821.7777,67876.29938,1485.525056,19080,76,5,169,557,595
33913,2.68,25.77,1596,1,339,436.7586552,2056.244288,0.776172369,15840,13950,8070,10740,29471.95826,67666.99813,1485.525056,18540,76,5,178,557,595
28254,9.99,25.6,9331,1,1293,1665.867084,12021.8142,0.776172368,14610,24450,17340,5220,136733.3503,156810.8569,3133.228997,5250,71,11,747,536,707
28278,10.07,25.52,9295,1,1267,1632.369369,11975.43275,0.776172369,14790,24390,17190,5220,136035.4425,156994.9863,3133.228997,5370,70,11,741,536,707
28948,4.63,25.45,3428,1,1240,1597.583309,4416.544826,0.776172355,4830,34080,19680,8130,196809.1086,114353.4004,7516.169336,330,128,30,1170,552,762
32670,9.01,25.4,746,2,340,438.0470291,961.1267168,0.776172368,25800,8130,2370,510,54698.53864,16458.66191,1195.199519,30120,32,11,407,614,783
31642,5.53,25.38,2784,1,714,919.8987614,3586.832145,0.776172368,14490,20520,20790,10980,105631.197,101657.5352,18945.51138,90,92,68,555,578,750
32082,6.99,25.37,2376,2,232,298.9026784,3061.175706,0.776172369,7560,13680,20970,20670,20027.94023,186347.393,18003.80759,3870,175,14,131,549,798
36522,3.32,25.34,15856,1,604,778.1776697,20428.4522,0.776172362,5400,9510,17790,15060,26152.68552,116897.5953,41235.40058,19110,85,18,23,846,934
30911,1.22,25.29,1803,2,361,465.1028802,2322.937654,0.77617236,21240,13500,9030,4020,43595.25491,67297.92769,4719.685968,19050,76,11,263,607,730
34249,2.34,25.15,3577,0,654,842.5963454,4608.512428,0.776172367,14910,23160,15540,8640,78594.09152,123758.8071,26287.76646,4830,140,35,458,577,625
29218,4.55,25.04,3491,1,1238,1595.00654,4497.712302,0.776172366,5010,33510,19650,8640,193129.9398,129708.0491,7486.906346,270,138,30,1144,557,765
28280,9.59,24.94,9528,1,1193,1537.029728,12275.62384,0.776172366,16350,22140,17760,6270,123751.5107,167419.5555,4652.984808,4410,79,11,662,539,708
34320,2.38,24.94,3216,0,577,743.3915737,4143.409534,0.77617237,13530,20340,16410,9090,64843.34412,118597.1115,27826.75038,7710,135,33,382,582,646
34467,2.38,24.88,3212,0,551,709.8938593,4138.256036,0.776172371,13170,19710,16560,9150,61817.30111,120019.95,27826.75038,8310,135,33,360,585,650
33697,3.22,24.79,2582,1,307,395.5306981,3326.58066,0.776172372,14250,11460,8100,12750,20114.39043,67643.30544,1485.525056,20370,73,5,122,559,599
35060,2.33,24.73,3532,1,1080,1391.443501,4550.535598,0.77617237,13680,22980,16350,10620,75250.50911,145407.6288,16422.16461,3450,161,29,434,573,642
35060,2.33,24.73,3532,1,1080,1391.443506,4550.535613,0.776172367,13650,22620,16470,10590,75567.35229,144846.705,16422.16461,3390,162,29,440,573,642
29556,6.73,24.69,3286,1,615,792.349779,4233.59573,0.776172363,5340,26130,18840,16260,101930.695,150821.9022,9584.571106,360,199,18,634,547,716
36145,5.27,24.6,862,2,519,668.6659089,1110.578061,0.776172365,28350,11010,1320,210,87097.62221,10270.46758,37.70140914,26100,25,1,590,518,706
29624,6.79,24.55,3254,1,603,776.8892972,4192.367783,0.776172361,5430,26190,18690,16410,99278.74726,157000.0987,9584.571106,360,202,18,620,549,720
29552,4.45,24.5,3519,1,1211,1560.220448,4533.786753,0.776172368,5580,32700,19350,9030,188299.8215,155013.4842,7153.183359,240,153,29,1107,563,770
30354,7.38,24.43,2588,2,354,456.0842547,3334.310879,0.776172377,8430,18180,20850,18750,43933.38867,177662.1596,10760.65799,840,196,19,281,556,780
36957,7.34,24.43,903,2,608,783.3311615,1163.40138,0.776172365,31050,9150,1170,150,70895.51178,6028.256782,1405.728404,25650,14,8,411,517,690
30667,6.7,24.4,2434,2,261,336.2655136,3135.901379,0.776172368,7650,15660,20790,20430,30836.92209,186617.6002,20293.66294,2640,184,19,193,558,794
36880,3.09,24.39,10802,1,551,709.8938626,13917.0118,0.776172367,5970,10320,17580,14490,26340.14587,121917.3358,41235.40058,18510,84,18,19,850,937
37001,3.31,24.33,8800,1,399,514.0610693,11337.68774,0.776172373,6210,10320,17460,15120,22869.39682,133001.1163,27980.77928,18120,91,13,14,850,943
30675,6.6,24.31,2463,2,266,342.707378,3173.26418,0.776172376,7590,15870,20910,20220,33360.51276,193827.182,17029.22568,2280,193,18,207,558,794
36977,7.26,24.3,897,2,604,778.177668,1155.671139,0.776172364,31080,9060,1140,150,69256.64008,6028.256782,1405.728404,25710,14,8,397,517,690
28454,9.4,24.29,9493,1,1160,1494.513398,12230.53077,0.776172366,17130,21990,17190,6330,122136.8843,167085.7349,4603.600289,4410,79,10,643,540,710
30515,6.79,24.23,2727,2,402,517.9261916,3513.394837,0.776172371,8490,18510,20460,18690,46528.21159,179474.401,10760.65799,900,201,19,299,559,780
35460,2.4,24.22,2185,1,440,566.8843933,2815.096362,0.776172365,16410,13770,8100,10980,30227.59668,75445.17916,1485.525056,17580,79,5,186,571,650
28550,9.29,24.15,9525,1,1182,1522.857607,12271.75863,0.776172371,16650,22470,17220,6840,123172.8982,122267.1497,2842.465003,3960,82,9,650,540,712
28500,9.2,24.14,9501,1,1166,1502.243633,12240.8377,0.776172369,16890,22290,16830,6660,122371.2146,119681.3193,2842.465003,4080,83,9,633,540,710
34519,2.8,24.07,1608,0,256,329.8236456,2071.704774,0.776172368,11880,21330,18420,14640,30582.04459,84731.46689,20905.51515,840,122,29,258,547,590
32155,1.5,24.04,1817,2,394,507.6192051,2340.974862,0.776172367,23250,14970,9840,4050,48777.06727,69450.60543,5960.41989,14910,80,12,297,600,727
30584,6.67,23.97,2424,2,304,391.6655755,3123.017615,0.776172375,8400,17160,21210,19140,40106.55422,182125.2071,10760.65799,1110,195,19,253,560,790
35877,2.33,23.96,2655,2,564,726.6427091,3420.631902,0.776172379,21990,16680,7290,11130,52274.02385,81225.0769,2104.578362,9840,99,7,326,577,664
35746,2.37,23.95,2505,2,474,610.6890896,3227.375885,0.776172373,19230,14610,8190,11880,37943.98388,77453.23715,1604.797949,13200,85,6,237,576,659
30013,6.02,23.93,3360,1,777,1001.066295,4328.935331,0.776172371,22590,23490,13380,3210,161060.1971,59970.99311,2660.648229,4500,66,8,736,525,722
35545,2.29,23.76,3909,0,896,1154.382752,5036.252432,0.776172373,14970,23130,15570,8880,81247.22368,111665.3407,26422.32476,4440,139,36,469,589,672
36169,2.11,23.68,2347,2,746,961.1267186,3023.81288,0.776172367,22650,19050,7830,9780,71284.60046,83641.58267,1482.67266,7800,108,6,425,581,669
30605,6.43,23.6,3005,1,431,555.2890274,3871.562708,0.776172369,8700,19740,19710,17880,54049.51476,165122.2287,11089.79916,930,198,20,353,561,773
30219,4.19,23.5,3179,2,1130,1455.862187,4095.739727,0.776172367,7740,31050,19050,9090,174416.0494,154416.8746,6922.332077,150,157,28,1024,567,775
36307,2.14,23.49,3525,2,1152,1484.206405,4541.516995,0.776172368,22200,19530,10200,8850,90735.76634,85311.72661,2148.997444,6390,112,7,459,583,672
30555,6.05,23.31,3228,1,699,900.5731589,4158.870038,0.776172367,25140,22320,12240,2610,161237.7654,44212.08913,2476.630786,4740,67,7,735,528,722
34716,2.75,23.26,1654,0,279,359.4562398,2130.969966,0.776172366,12840,21780,17070,14520,35683.27042,87869.60429,20545.09895,810,125,30,299,547,590
30615,6.53,23.11,3025,1,516,664.8007833,3897.330173,0.776172371,7140,24060,17730,17220,84527.10896,156849.2573,10106.95301,720,187,18,520,561,750
36391,4.84,22.97,341,2,153,197.1211651,439.3354072,0.77617236,16560,11940,7530,2520,19466.63965,34894.7321,3264.016621,28710,35,11,74,529,717
36555,2.12,22.95,3655,2,1201,1547.336714,4709.005571,0.776172367,22530,21810,10530,6750,93367.04299,85617.64037,2148.997444,5220,121,7,462,595,682
58834,6.88,22.91,476,0,482,620.9960827,613.265841,0.776172368,34950,7740,1530,240,87850.0347,13696.61561,200.7196501,22440,12,1,320,776,874
58834,6.88,22.91,476,0,482,620.9960868,613.2658451,0.776172363,35130,7740,1530,240,87894.53761,13696.61561,200.7196501,22470,12,1,322,776,874
36827,8,22.87,578,2,357,459.9493824,744.6799525,0.776172365,16860,8520,990,390,47497.22736,5426.484629,519.6334305,40350,11,6,324,536,732
36827,8,22.87,578,2,357,459.9493827,744.6799529,0.776172365,17040,8610,930,390,49577.72608,5021.127854,519.6334305,39930,10,6,339,536,732
36244,1.52,22.86,2518,1,628,809.0986318,3244.124769,0.776172367,4620,19500,23370,17820,59911.86223,134053.2487,3283.195701,1590,151,13,301,445,606
36730,4.79,22.82,346,2,154,198.4095361,445.7772695,0.776172371,16740,12600,7740,2880,22592.39806,42488.00177,3040.87745,27210,34,10,82,529,719
40537,3.97,22.59,2509,2,432,556.5774012,3232.529397,0.776172369,13710,12210,20880,20250,62314.83303,204873.2111,26112.4828,60,163,23,412,743,788
31083,4.03,22.37,2994,2,999,1287.085255,3857.390646,0.77617236,10230,29010,17400,10230,150524.6736,154626.9216,8235.111218,180,154,29,898,576,780
37394,8.15,22.29,789,2,528,680.2612714,1016.526786,0.776172365,31170,9000,1140,150,71113.88209,6028.256782,1405.728404,25380,14,8,409,528,699
37039,4.57,22.12,548,2,333,429.0284128,706.0287393,0.77617237,19620,18780,7770,2820,61646.32971,44983.17262,1325.88654,18090,39,6,254,528,726
37039,4.57,22.12,548,2,333,429.0284141,706.0287415,0.776172368,18360,17340,7770,2820,49497.68157,44381.29507,1948.542523,20880,36,7,201,528,726
37402,2.01,22.04,4428,2,1408,1814.030049,5704.918363,0.776172369,20760,23370,12240,6660,97838.85498,95923.78686,2148.997444,4080,128,7,473,634,699
34757,1.54,22,1773,2,439,565.5960143,2284.286409,0.776172372,24390,14790,7440,2490,52972.11768,47666.3869,4719.685968,17760,64,11,319,562,728
33703,4.05,21.83,2081,1,274,353.0143721,2681.105505,0.776172365,14460,9930,7890,14610,19339.06293,94805.52794,1350.966758,19950,79,4,114,574,664
33636,5.72,21.71,1008,2,583,751.1218155,1298.6806,0.77617237,24240,5970,1590,720,36051.11918,20347.54595,936.2521362,34590,58,9,262,520,675
39935,5.29,21.69,1515,2,131,168.7769441,1951.886033,0.776172366,7260,12690,20550,20340,18823.27865,152087.2327,18149.73547,6060,159,14,136,583,831
35297,1.48,21.5,1791,2,456,587.49836,2307.477111,0.776172379,24480,15150,7440,2460,53752.94078,47666.3869,4719.685968,17310,64,11,324,588,733
59782,5.84,21.45,515,0,492,633.8798238,663.5124172,0.776172362,35130,7770,1560,240,83532.82481,13696.61561,200.7196501,22260,12,1,307,788,893
37898,1.93,21.43,3958,2,1194,1538.318093,5099.382756,0.77617237,21270,23700,12120,5700,103876.0875,99019.36944,403.0866486,4110,126,2,511,662,754
37986,8.06,21.3,3154,0,924,1190.457222,4063.530389,0.776172367,20370,24870,12450,6990,127611.4955,66379.52896,1180.007825,2400,112,4,603,770,908
37986,8.06,21.3,3256,0,924,1190.457225,4194.944507,0.776172365,21090,25500,11460,6390,125762.5274,58649.43027,1180.007825,2610,96,4,593,770,908
37986,8.06,21.3,3148,0,924,1190.457226,4055.80016,0.776172364,21030,25200,11580,6750,127397.4612,66858.77156,1180.007825,2640,103,4,593,770,908
37986,8.06,21.3,3148,0,924,1190.457233,4055.800183,0.77617236,21180,25020,11760,6630,129046.3415,72694.10525,1180.007825,2490,110,4,606,770,908
37779,8,21.26,3305,0,912,1174.996728,4258.074766,0.776172374,20250,24870,13110,6930,131654.1768,73525.32703,1180.007825,2010,120,4,621,772,921
34208,5.73,21.06,950,2,551,709.8938662,1223.954942,0.776172364,23250,5400,1320,480,32315.11983,20444.33838,858.6937093,36660,65,8,222,518,648
40148,1.81,21.02,3685,1,796,1025.545409,4747.656826,0.776172359,2430,15270,24510,23850,72214.46326,196868.1637,12116.47306,1050,186,13,374,603,708
40646,8,21.02,2247,0,661,851.6149581,2894.975508,0.77617237,17490,23970,12000,11850,91590.33489,85804.07533,1141.376641,1620,118,3,459,777,871
40646,8,21.02,2247,0,661,851.6149605,2894.975516,0.776172367,17880,24180,12030,11430,93419.38275,87170.37956,1141.376641,1530,121,3,469,777,871
37317,4.51,21.02,588,2,371,477.986614,757.5636901,0.776172364,20580,19800,7590,2820,73351.31567,46173.46602,869.3969529,15990,46,4,300,531,735
33985,4.04,20.95,2358,1,295,380.0702132,3037.984958,0.776172375,14790,9900,8040,14580,20560.88824,98348.71237,1350.966758,19680,79,4,117,577,688
41628,8.04,20.81,1585,0,516,664.8007848,2042.072178,0.776172369,16890,24630,12210,12210,85591.43463,83671.27537,1324.669151,1020,118,6,435,785,890
38190,1.85,20.76,3579,2,1189,1531.876243,4611.089212,0.776172361,21570,22020,12450,5670,99485.9652,102602.4877,,5430,120,,473,697,766
58606,4.4,20.68,575,0,575,740.8148328,740.8148328,0.776172364,37080,9150,1560,180,93988.91371,17990.50751,,19080,16,,380,812,935
58606,4.4,20.68,575,0,575,740.8148379,740.8148379,0.776172359,36660,9060,1560,180,90224.36342,17990.50751,,19680,16,,359,812,935
58606,4.4,20.68,575,0,575,740.8148283,740.8148283,0.776172369,36570,9060,1560,180,88941.84031,17990.50751,200.7196501,19710,16,1,355,812,935
38788,7.54,20.57,4134,0,969,1248.434039,5326.136551,0.776172364,19350,24000,12750,9450,133535.6802,73502.35531,3051.943446,1620,116,5,627,778,938
38788,7.54,20.57,4134,0,969,1248.434041,5326.136559,0.776172363,19650,24060,12360,9270,137696.3363,72473.56425,3051.943446,1560,114,5,645,778,938
41001,1.78,20.52,3609,1,802,1033.275649,4649.740419,0.776172361,2460,15360,24360,23940,73262.09706,191484.4011,11793.46321,1050,182,12,381,614,716
35694,2.93,20.44,2349,0,401,516.6378178,3026.389611,0.776172371,12540,21480,17610,15180,45700.47704,107706.1858,18559.01969,90,143,25,373,555,642
36503,5.17,20.42,518,2,296,381.3585906,667.3775336,0.776172367,29040,10890,2220,540,84795.79872,17727.93097,118.3828894,24480,33,2,583,521,703
42235,3.88,20.38,15255,1,926,1193.033961,19654.13939,0.776172372,90,5550,21120,40170,56288.19466,392150.6374,32689.33593,180,241,18,194,878,949
33002,4.17,20.32,2585,2,744,958.549966,3330.445783,0.776172371,13620,25170,16560,11340,112006.4707,177116.1891,7730.3782,390,155,25,670,592,792
38581,1.78,20.31,3287,2,1046,1347.638798,4234.884063,0.77617237,20250,22290,12630,4860,88180.84792,97007.68202,,7140,101,,382,706,773
37995,5.94,20.16,996,0,637,820.6939897,1283.220116,0.776172371,39240,14460,2160,360,114453.3733,12094.72558,502.2545856,10980,37,6,703,530,733
37995,5.94,20.16,996,0,637,820.6939823,1283.220104,0.776172378,39120,14400,2130,420,113241.1404,11969.59746,458.919413,11070,35,5,696,530,733
33475,4.32,20.03,2629,2,697,897.9964067,3387.134223,0.776172371,14490,24240,16710,11280,108623.2283,182268.1581,8729.272409,390,147,25,644,594,794
34528,5.46,20,1560,2,798,1028.122159,2009.862868,0.776172357,35820,16890,6840,1650,150372.5311,22361.99877,2802.148454,5850,52,9,682,544,752
34480,5.52,19.97,1590,2,805,1037.140752,2048.514033,0.776172374,34890,17340,7050,1680,152234.8196,23390.42687,2697.458398,6180,52,8,693,546,753
37927,6.1,19.93,1023,2,618,796.2148984,1318.006215,0.776172364,39990,13980,2430,270,107758.3771,15556.47338,1656.801457,10380,39,8,720,530,734
33124,3.81,19.92,914,2,561,722.7775997,1177.573487,0.776172367,25740,7560,1200,450,42275.8484,20790.65964,663.4157809,32070,63,8,258,510,626
34205,5.03,19.88,877,2,535,689.2798838,1129.90366,0.776172368,23070,5940,1170,450,31679.56262,21260.71478,723.2252615,36330,62,8,202,514,633
38297,5.61,19.83,993,0,604,778.177667,1279.355006,0.776172365,36660,13230,3150,960,100099.498,22606.91635,168.3179759,12990,32,2,522,536,743
39029,1.71,19.69,3091,2,972,1252.299146,3982.362819,0.776172373,21210,21420,13290,3780,80351.41441,73281.64873,,7140,84,,338,715,785
39726,4.09,19.57,1961,0,1260,1623.350774,2526.500688,0.776172359,32460,22350,4350,3180,140686.1915,50441.65671,808.6982464,4920,80,2,807,537,680
43564,3.38,19.56,14058,1,867,1117.01993,18111.95637,0.776172365,150,5460,20490,40800,57969.18034,385713.05,32689.33593,180,244,18,203,901,960
43564,3.38,19.56,14398,1,868,1118.308297,18550.0033,0.776172369,120,5430,20280,40830,57520.75593,386453.762,32689.33593,180,245,18,201,901,960
38072,6.06,19.35,1141,2,684,881.2475571,1470.034302,0.776172364,40050,13860,2520,330,108328.9237,17274.2068,1656.801457,10200,39,8,733,531,740
34133,4.4,19.34,2549,2,627,807.8102541,3284.064334,0.776172371,14760,22800,16740,12510,98354.55765,193197.3381,6905.753223,390,161,24,580,599,795
44445,3.03,19.31,11495,1,864,1113.154805,14809.85473,0.776172367,210,5550,19920,41310,58614.40398,385989.4463,26697.41021,180,242,19,216,904,962
35902,3.02,19.27,1548,0,202,260.2514711,1994.402363,0.776172366,13590,21780,16320,14640,40344.31529,83450.56597,18737.09395,840,114,25,341,550,675
39507,3.74,19.23,1889,0,1270,1636.234472,2433.737731,0.776172377,34740,22260,3120,1830,148527.6506,32690.88013,828.4334469,5190,47,3,855,532,671
42149,1.97,19.22,3931,1,807,1039.717522,5064.59675,0.776172358,990,12180,24120,29310,70196.29788,230399.5658,14385.91588,420,191,17,353,660,746
45595,7.67,19.2,1579,0,542,698.2985031,2034.341949,0.776172364,17700,24420,12180,11520,87754.32838,82680.69605,1246.352268,1320,115,5,456,805,911
36906,5.15,19.18,715,2,373,480.5633547,921.1871276,0.776172374,32640,12480,2520,630,87465.52444,22711.15473,1497.712436,18630,35,5,617,524,700
42559,1.9,19.17,3922,1,831,1070.638465,5053.001275,0.776172375,1320,12810,24750,27510,73024.58762,229824.8511,15299.8977,540,194,17,375,662,747
33219,3.55,19.17,876,2,543,699.5868718,1128.615285,0.77617237,23010,6780,660,300,37649.05266,15998.63389,632.8736561,36090,59,7,231,510,625
42481,6.53,19.13,4772,0,1195,1539.606478,6148.118924,0.776172364,19080,23790,11250,11580,127933.5741,71373.28063,3051.943446,1380,97,5,607,787,965
34897,4.8,18.97,2556,1,444,572.0378871,3293.082971,0.776172366,15780,19470,17250,14250,70024.13999,224272.5258,6261.830275,390,164,25,410,600,798
37002,5.26,18.93,727,2,383,493.4470968,936.6476223,0.776172365,33570,12750,2520,630,89618.79689,22531.74378,1497.712436,17670,34,5,645,524,703
40404,4,18.93,1995,0,1341,1727.709007,2570.305347,0.776172373,33240,21060,4590,3360,133841.4368,51404.55396,555.1957129,4650,84,2,760,543,688
38614,5.67,18.92,1004,0,618,796.2148879,1293.527099,0.776172374,28890,17130,4410,1170,97279.34852,27786.62195,385.7508541,15270,36,2,435,541,804
40197,3.46,18.85,1884,0,1290,1662.001988,2427.295926,0.776172357,36210,22800,2490,270,149999.8632,24223.11476,874.7151929,5430,42,4,895,532,669
44525,3.05,18.85,11405,1,906,1167.266499,14693.90113,0.776172366,330,5940,19260,41250,63459.63036,371702.7746,22754.19823,120,237,16,255,905,965
40819,4.06,18.84,2035,0,1395,1797.281189,2621.840301,0.77617237,34530,20220,4710,3600,129070.4762,49964.36738,691.4701728,4170,86,3,759,548,693
46435,7.65,18.83,1393,0,478,615.8425919,1794.704457,0.776172363,17760,24300,11640,10620,85347.03921,75726.85491,1246.352268,2820,100,5,456,810,938
35301,4.89,18.8,2496,1,404,520.5029396,3215.780538,0.77617237,15720,18900,17580,14520,65160.68457,226525.298,6150.439346,390,165,24,383,599,798
43116,1.85,18.74,3688,1,795,1024.257016,4751.521854,0.776172375,1560,13140,25140,26310,71880.76372,233213.5505,12918.22352,690,194,17,367,660,744
40082,3.38,18.73,1651,0,1197,1542.183203,2127.104819,0.776172375,36390,22560,2430,270,149564.773,24223.11476,874.7151929,5400,42,4,894,530,666
44687,2.99,18.53,11227,1,917,1181.438609,14464.57062,0.776172366,360,6330,19020,41010,58096.31299,360440.7039,22576.37191,120,225,15,271,906,970
38874,5.65,18.52,971,0,594,765.2939314,1251.010787,0.776172364,28410,17910,4470,1200,99796.5775,27786.62195,451.6577809,15060,36,3,433,545,808
38874,5.65,18.52,971,0,594,765.2939268,1251.010779,0.776172369,27720,17880,4530,1200,97063.25044,27786.62195,592.4886959,15600,36,4,418,545,808
43353,6.15,18.47,4077,0,903,1163.401379,5252.699247,0.776172365,18420,21570,11010,14790,111230.2353,129555.795,1988.883688,1380,96,3,524,788,971
43353,6.15,18.47,4077,0,903,1163.401382,5252.699263,0.776172363,18960,22080,10680,13860,115208.7785,121321.1451,2990.259252,1380,94,4,547,788,971
39461,6.22,18.31,3737,2,491,632.5914432,4814.652186,0.77617237,13500,14880,14190,23880,54034.97565,193533.9583,1910.566805,570,107,2,205,764,928
36643,4.73,18.29,2345,1,301,387.8004618,3021.236156,0.776172361,15600,16260,18900,15720,44548.41248,227884.6135,5919.508696,390,160,22,285,600,802
43203,3.86,18.23,1994,2,1200,1546.048331,2569.016977,0.776172372,35040,21570,5070,4470,126513.259,60337.65803,211.2510005,660,83,2,708,604,754
33649,8.28,18.15,4308,2,432,556.5774007,5550.313524,0.77617237,9630,17970,16830,20730,70380.09288,190519.9872,2182.288748,1920,136,3,296,689,733
41557,2.9,18.13,1504,0,1132,1458.438936,1937.713922,0.776172366,36630,22500,2340,240,150469.2814,20654.31453,939.5703563,5370,42,6,915,531,662
41977,3.84,18.13,1929,0,1241,1598.871654,2485.2727,0.776172369,36870,18720,4500,3840,131869.1496,49747.14308,426.3134536,2880,88,3,788,584,756
43351,3.83,18.12,2026,2,1238,1595.006527,2610.244931,0.776172372,35430,21630,4890,4560,126888.3709,61455.12582,211.2510005,720,86,2,718,604,755
38678,4.46,18.12,1912,2,1060,1365.676038,2463.370362,0.776172365,38880,15180,4020,2130,141521.3494,17439.17355,1295.805825,6750,44,6,728,577,790
41601,2.86,18.06,1527,0,1151,1482.91804,1967.346522,0.776172364,36720,22470,2310,240,151449.1887,20654.31453,904.9281363,5250,42,5,914,531,662
42084,3.79,18.06,1990,0,1293,1665.867083,2563.863491,0.776172369,37290,18420,4500,3930,130568.6724,50524.41088,426.3134536,2670,88,3,780,586,757
38847,5.28,18.03,811,2,525,676.3961537,1044.871011,0.776172362,22590,20460,6360,1770,91430.09049,28675.21645,930.0626566,15660,38,5,369,565,829
42782,3.8,17.98,2159,2,1311,1689.057801,2781.598621,0.776172372,36750,20100,4620,4680,128140.1546,59139.47963,385.3394096,870,88,3,731,604,759
38956,5.65,17.86,802,0,509,655.782174,1033.275646,0.776172364,37860,13110,2880,870,100657.5027,18696.50167,378.2379327,12330,31,4,533,542,807
42537,3.75,17.86,2190,2,1472,1896.485956,2821.538209,0.77617237,37620,19440,4590,4380,131075.9111,52056.94083,290.0389937,1110,88,2,761,603,764
