Percent unemployed,Vehicles per household,Median Income,Household Density,Day population density,Percent below poverty level,Residential Area,Commerical/Industrial/MU Area,Other Area,Undeveloped Area,Developed Open Space Area,Developed Low Intensity Area,Developed Medium Intensity Area,Developed High Intensity Area,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Net Passengers
4.8,1,34897,572.0378816,3293,18.97,70024.14017,224272.5262,6261.830484,11970,471240,582390,518370,426300,162,24,409,600,798,0
5.26,2,37002,493.4470922,936.6,18.93,89618.79689,22531.74378,1497.712436,527490,1006380,380400,76890,18720,34,5,645,524,703,0
1.36,2,37739,542.4052872,2168.3,18.93,48907.5492,40412.33507,4875.381304,660450,705450,398850,188880,56520,50,11,287,562,739,0
5.67,0,38614,796.2148862,1293.5,18.92,97279.34823,27786.622,385.7508541,458640,871410,512970,131910,35490,35,2,434,541,804,0
3.05,1,44451,1171.131615,14918.8,18.92,63444.85798,355457.7003,26697.41021,3990,11220,176160,592560,1226250,232,19,257,906,965,0
3.46,0,40197,1662.001977,2427.2,18.85,149993.0377,24223.11476,874.7151929,162330,1085130,679260,75600,7680,42,4,888,532,669,0
3.05,1,44525,1167.266497,14693.4,18.85,63459.63036,353960.2905,22754.19823,3960,9420,180360,579540,1236840,222,16,255,905,965,0
4.06,0,40819,1797.281191,2621.7,18.84,129070.4755,49964.36738,691.4701728,126300,1031100,603300,141360,108450,86,3,750,548,693,0
7.65,0,46435,615.8425874,1794.6,18.83,85347.03923,75050.62373,1246.352268,82410,530280,728430,351150,317850,90,5,454,810,938,0
4.89,1,35301,520.502934,3215.7,18.8,65160.68474,226525.2984,6150.439554,11970,467460,567180,527820,435750,163,23,382,599,798,0
1.85,1,43116,1024.257031,4751.4,18.74,71880.76372,233213.5584,12897.20912,19860,46050,399300,751470,793620,187,16,367,660,744,0
3.38,0,40082,1542.183206,2127,18.73,149564.7721,24223.11476,874.7151929,162810,1090260,675750,73800,7650,42,4,887,530,666,0
3.88,2,33774,758.8520634,1211,18.69,43849.76174,13177.53054,632.8736561,1043430,726300,225060,11220,4350,55,7,271,512,628,0
3.88,2,33774,758.8520644,1211,18.69,41730.87361,13177.53054,632.8736561,1055550,717960,220710,11040,4320,55,7,255,512,628,0
2.99,1,44687,1181.438599,14464.1,18.53,58096.31299,342698.2198,22576.37191,3300,10140,192060,573960,1230870,210,15,271,906,970,0
5.65,0,38874,765.2939276,1251,18.52,99796.57721,27786.622,451.6577809,450960,851400,537570,134190,36000,35,3,432,545,808,0
5.65,0,38874,765.2939266,1251,18.52,97003.08395,27786.622,592.4886959,468870,831060,537180,137580,36000,35,4,417,545,808,0
6.15,0,43353,1163.401361,5252.5,18.47,111230.2353,129555.7955,1988.883688,41070,552630,643260,330240,442920,95,3,524,788,971,0
6.15,0,43353,1163.401381,5252.5,18.47,115208.7785,121321.1456,2990.259252,41070,566730,661710,324270,416070,93,4,547,788,971,0
6.22,2,39461,632.5914476,4814.5,18.31,54034.97565,193533.9588,1910.566805,16170,407130,440580,430020,716820,106,2,205,764,928,0
4.73,1,36643,387.8004608,3021.1,18.29,44546.17028,227843.1146,5919.508904,11970,466740,488160,570690,472740,157,21,284,600,802,0
3.86,2,43203,1546.048355,2568.9,18.23,126513.2584,60337.65803,211.2510005,20280,1056210,645570,153930,134400,83,2,703,604,754,0
8.28,2,33649,556.5774105,5550.1,18.15,70380.09288,190519.9878,2182.288748,56790,289080,537570,507150,619890,135,3,296,689,733,0
2.9,0,41557,1458.438938,1937.6,18.13,150074.1403,20654.31453,939.5703563,161070,1099770,672990,69480,7110,42,6,908,531,662,0
3.83,2,43351,1595.00654,2610.2,18.12,126888.3705,61455.12582,211.2510005,21690,1062450,640770,148080,136890,86,2,712,604,755,0
4.46,2,38678,1365.676041,2463.3,18.12,141521.3491,17439.17355,1295.805825,203190,1167810,454080,120180,64830,44,6,718,577,790,0
2.86,0,41601,1482.918022,1967.3,18.06,151449.1878,20654.31453,904.9281363,158370,1099470,675570,70050,7110,42,5,908,531,662,0
3.79,0,42084,1665.867085,2563.8,18.06,130568.672,50524.41088,426.3134536,81090,1121280,553020,136650,118320,88,3,771,586,757,0
5.28,2,38847,676.3961507,1044.8,18.03,91430.09067,28675.21645,930.0626566,471690,677670,615120,191250,54510,38,5,369,565,829,0
3.15,2,39147,119.8187476,4992.3,17.98,3427.142413,117978.1336,841.3880498,565050,367470,264180,321480,491880,51,2,24,716,785,0
3.8,2,42782,1689.05779,2781.5,17.98,128140.1543,59139.47963,385.3394096,26880,1105500,597900,138990,141360,88,3,724,604,759,0
5.01,2,38869,664.8007933,1013.9,17.89,90654.71633,38282.43894,869.3969529,460890,661350,628020,201360,59490,40,4,367,571,834,0
5.65,0,38956,655.7821745,1033.2,17.86,100657.5023,18696.50173,378.2379327,371010,1134420,392040,85980,26760,30,4,532,542,807,0
3.75,2,42537,1896.485962,2821.4,17.86,131075.9108,52056.94083,290.0389937,33630,1128750,577800,138060,131850,88,2,752,603,764,0
3.72,2,42376,1705.806654,2643.6,17.86,128955.8825,51281.48895,426.3134536,65340,1127040,556770,141060,120420,90,3,757,604,772,0
4.31,2,39041,1352.792293,2441.4,17.85,148795.832,17785.72946,1295.805825,193080,1168980,463950,123240,61170,45,6,713,579,791,0
3.91,2,41350,2002.132617,2985.1,17.83,132308.9678,51741.02086,615.5566617,125370,1104480,539160,129480,111300,87,4,771,588,767,0
1.87,0,37537,994.624435,5480.5,17.81,49687.75959,127439.8611,24947.74571,265410,405030,545760,496020,298320,139,31,308,781,869,0
5.4,0,69429,867.0754443,1421,17.8,87529.02194,6185.568331,200.7196501,690030,1039380,244740,35400,600,10,1,335,768,865,0
3.94,2,44180,1627.215881,2641.1,17.67,121879.5678,61974.56983,211.2510005,19830,1063170,638040,164310,125670,85,2,683,607,756,0
3.26,0,62695,867.0754555,831,17.64,112637.5778,17990.50751,0,495540,1131270,308700,69060,5790,16,0,463,824,950,0
3.81,2,41543,2013.727971,2990.2,17.64,133654.6942,51741.02086,615.5566617,124170,1106670,540480,128340,110820,87,4,782,593,773,0
3.64,2,43049,1799.85792,2902.6,17.64,129239.4456,52962.4246,290.0389937,27390,1109370,596610,136800,140520,87,2,737,604,763,0
3.88,2,40849,1841.085873,2450.4,17.51,141579.5764,41938.85609,692.9563566,145260,1146270,516090,102510,99690,73,5,819,587,781,0
4.02,2,39783,1606.601896,2169.5,17.5,146700.9813,25787.17909,1295.805825,192570,1176600,470970,92490,77460,52,6,783,578,788,0
3.74,2,41822,1993.114011,2970.9,17.5,131937.2024,52060.33257,426.3134536,90690,1106010,561450,134580,117480,88,3,771,593,772,0
2.32,0,42925,1357.945782,1892.6,17.44,152460.8251,18583.45852,570.1172382,158400,1110270,671130,63360,7110,43,5,954,529,656,0
1.86,0,37742,946.9546086,4994.8,17.41,44335.97816,149641.9981,24727.48079,261270,400770,522540,505260,320130,124,29,290,788,878,0
8.16,2,34334,577.1913812,5604.2,17.38,56863.79231,199594.4434,2182.288748,68850,248760,489060,541080,662580,130,3,221,692,738,1
8.16,2,34334,577.1913827,5604.2,17.38,57370.81088,200223.006,2182.288748,70650,250140,488310,541290,659940,131,3,224,692,738,1
3.85,2,44824,1573.104195,2592.1,17.36,120772.8971,62921.93049,211.2510005,19830,1074720,627630,164520,123930,84,2,681,610,756,1
4.15,2,39740,1549.913465,2161.8,17.34,144766.0989,21104.50214,1295.805825,191460,1176030,460020,112950,69660,46,6,749,585,798,0
3.7,2,41221,1730.285741,2192.7,17.24,143817.6201,36366.36976,692.9563566,161460,1162140,498330,91050,97110,67,5,819,591,786,0
6.04,2,38730,738.2380741,1356.6,17.23,111256.9013,20515.94009,1919.285542,298950,1172940,434880,84060,19770,35,10,777,536,779,0
2.56,0,42652,1444.266817,2005.9,17.21,152166.1899,18583.45852,570.1172382,159840,1111860,667710,63000,7110,43,5,952,530,657,0
4.91,2,37111,617.1309634,4491.1,17.09,54301.35855,182889.5764,1133.41328,1980,485970,481080,481050,560040,119,3,245,558,737,0
5.31,2,37568,602.9588396,1078.3,17.07,103011.2525,22053.55488,1601.713313,407130,1070400,428880,84060,19800,37,7,749,527,707,0
4.49,2,44288,502.4657087,3881.7,16.94,72228.9963,152311.6917,0,4380,511440,547350,392190,554850,101,0,303,744,903,0
6.01,2,38701,783.3311512,1417.2,16.92,113906.2871,20623.7593,1919.285542,274320,1173300,457020,85740,19800,36,10,812,534,762,0
3.53,2,34111,918.6103807,1518.9,16.91,65945.94262,27080.57284,444.3149673,812070,783390,336390,63900,14400,66,5,448,515,628,0
3.53,2,34111,918.610389,1518.9,16.91,66045.27006,27080.57284,444.3149673,807540,783690,338310,66030,14730,66,5,449,515,628,0
5.99,2,38737,798.7916354,1444.2,16.91,114822.6716,20623.7593,1919.285542,261960,1181040,461490,85740,19800,36,10,824,535,767,0
1.39,2,39205,524.3680635,2112.9,16.9,51133.14244,37518.90709,4875.381304,719520,700710,391950,163980,34320,43,11,303,575,741,0
3.62,2,46002,1627.21587,2375.7,16.88,127086.6026,65264.28403,95.30041591,28800,1038450,670650,154620,117240,80,1,723,614,759,0
5,2,41302,9.018615332,4179.3,16.67,549.6804497,97414.50992,841.3880498,646830,339660,265200,309150,449520,37,2,6,600,850,0
0,1,50000,10.30698887,6989.2,16.67,37087.44214,195851.7869,6088.696229,93840,187410,246210,730590,752700,96,2,57,1250,1250,0
2.94,1,64972,39.93958218,7109,16.67,51413.98125,163470.8219,6801.200738,74700,263160,313770,745530,612900,85,7,89,1062,1188,0
5,2,41302,9.018615262,4179.3,16.67,935.3656397,86887.17513,0,754260,229350,298440,275550,452790,30,0,7,600,850,0
5,2,41302,9.018615436,4179.3,16.67,1239.313881,93875.56596,0,742320,225450,300420,280140,462300,32,0,9,600,850,0
10.32,2,37431,246.0793609,392.9,16.57,48013.37924,5030.971734,1260.457988,1179780,559920,225780,31560,13230,9,7,305,588,918,0
4.22,2,38088,346.5724999,2791.8,16.5,43246.17549,226520.6922,5845.306589,11970,459120,439140,598980,501330,161,20,301,616,823,1
3.6,2,46825,1655.560089,2400.2,16.5,126831.0748,61239.27182,95.30041591,28380,1040970,671100,153810,115500,79,1,722,615,759,0
7,2,37613,599.0937266,6162.1,16.41,48647.13662,210369.5887,1910.566805,18060,285630,428340,513900,764310,124,2,172,751,903,0
6.31,2,40121,785.9079135,6463.5,16.35,74269.10606,179539.7162,1910.566805,31710,422790,483480,423420,648330,104,2,295,765,931,1
2.59,0,45901,707.317104,6552.4,16.3,49798.27174,237361.3963,16874.50652,6270,23610,366990,690480,922860,185,17,191,843,956,1
3.49,2,33964,863.2103235,1418.4,16.19,59740.84594,20848.28193,673.3233439,875790,783180,299700,38730,13230,61,7,392,515,626,0
2.29,0,62779,1132.480402,1046.1,16.18,127417.0349,17990.50751,0,418050,1152420,337020,96960,5790,16,0,514,846,984,0
4.81,0,72967,801.3683992,1355.3,16.17,88280.2633,6185.568331,200.7196501,682620,1039590,250830,36420,750,10,1,338,768,869,0
6.21,2,40862,747.2566941,6325.7,16.15,65728.64844,186072.0879,1910.566805,24840,399120,461010,439440,685770,110,2,253,766,932,0
2.47,0,45842,690.5682535,5794.9,16.04,48129.28167,244249.4223,12442.96912,6180,29730,380610,708660,884850,181,16,186,839,956,0
5.69,2,38221,837.4428468,1503.5,16.04,114324.5578,21699.26137,1869.293416,284340,1154340,465750,85830,19800,35,9,845,531,726,0
6.17,2,38698,639.0333125,6878.4,16.03,34354.99506,224855.6998,2698.777938,0,291990,380490,533550,804870,128,3,121,720,864,0
6.03,2,38440,724.06597,7011.1,16.03,31579.50242,228926.0999,826.8423168,450,284580,396210,525180,804150,124,2,111,685,820,0
7.27,0,50357,963.7034693,2433.7,15.97,94243.76644,79442.42257,183.2925103,63540,597960,757920,327660,263640,98,3,519,818,993,0
3.21,2,46492,454.7958857,2903.9,15.91,46597.29688,215681.3965,12698.28301,11970,345660,343650,634110,674730,164,22,327,769,900,0
6.43,2,38784,606.8239721,7133.5,15.91,41172.5604,227326.7731,1871.935621,2460,300570,385170,538620,784050,127,1,135,738,875,0
3.39,2,46299,458.6610006,3974.5,15.84,48821.24707,197920.3875,30066.55579,11970,335250,338670,630840,693930,165,23,338,769,900,0
3.35,2,49072,1489.359898,2460.7,15.78,129670.5994,60591.56593,95.30041591,32130,979920,723540,166410,108750,81,1,751,614,754,0
2.75,0,43224,1437.824959,2061.3,15.67,146606.443,15821.32485,770.699482,189570,1127430,620730,65220,7710,46,8,961,529,660,0
4.36,2,44949,230.6188757,1914.5,15.67,26587.87901,153180.2417,17545.90088,181890,216510,381360,623250,607290,152,12,179,675,894,0
6.86,2,37483,556.5774019,6561.5,15.65,29877.36664,228978.4983,1871.935621,47490,215640,387090,557400,802350,133,1,94,667,750,0
10.37,2,37723,391.6655816,586.2,15.56,60098.89801,4352.875656,1515.388961,912450,822540,233100,37020,5280,15,9,358,581,916,0
3.29,2,46819,471.5447439,3991.2,15.45,46272.94622,201169.946,30066.55579,11970,302070,328440,635790,732030,169,23,328,769,912,0
3.29,2,46819,472.8331157,3863.7,15.45,48436.52268,202955.3364,30066.55579,10950,294240,327660,631920,745860,168,23,340,769,912,0
4.68,0,76046,796.2148882,1378.5,15.4,97807.48452,7111.617126,200.7196501,635220,1018020,296550,58920,1650,12,1,357,768,870,0
2.92,0,43087,1449.420312,1981.4,15.38,154978.8691,15755.81285,601.3948514,118200,1182690,638640,62670,8190,44,9,1057,530,662,0
5.62,2,38575,891.5545488,1609.1,15.36,120698.6919,21902.69457,1919.285542,205920,1208910,490710,84690,19800,36,10,895,532,731,0
5.62,2,38575,891.5545442,1609.1,15.36,116742.6243,21699.26137,1919.285542,237030,1193970,475260,84270,19800,35,10,861,532,731,0
4.48,2,44018,775.6009145,3778.7,15.34,86688.62103,147227.5247,0,4380,594150,605400,379560,426450,102,0,363,700,861,0
5.31,2,38139,894.131288,1601.4,15.07,119340.6134,21892.63848,1858.619838,231390,1175640,499020,84240,19800,36,9,891,529,711,0
4.38,2,43977,867.0754488,5260.2,14.96,83968.92669,149606.9758,0,4380,645030,584910,361950,414300,105,0,344,688,838,0
3.84,2,49524,1453.285431,2531.6,14.74,136875.2791,58673.4118,95.30041591,23160,959760,753930,177690,96090,78,1,813,620,761,0
2.69,0,44002,1310.275965,1808.8,14.3,149949.3594,16445.52112,601.3948514,84600,1231200,621690,64470,8190,44,9,1058,530,663,0
5.99,2,35960,1251.010785,4791.3,14.24,134108.4723,65695.19694,1364.558658,5070,501630,832740,275700,394860,88,2,801,647,895,0
5.5,0,40967,805.2335097,1229.1,14.16,128318.688,34386.18612,60.66570368,218730,977910,635490,141810,36900,41,1,626,592,851,0
5.96,2,35858,1239.415429,4737.2,14.16,127891.2417,66256.16827,1364.558658,8310,505470,800190,278310,418230,87,2,761,649,897,0
3.84,2,47344,300.1910482,2525.1,14.11,31355.98068,149340.8257,17545.90088,168030,214320,389310,608370,630420,147,12,217,725,940,0
4.6,2,40732,583.6332553,6457.1,14.11,30334.93645,182348.6148,5389.338205,23340,377010,407490,485760,716610,111,4,127,597,742,0
3.11,2,46362,449.6423883,2704.2,14.02,46433.44341,201033.8358,13002.97039,11970,389760,368880,638160,601290,161,22,327,762,912,0
2,0,38903,784.6195318,3849.5,14,50354.88671,153575.0281,19788.37995,212190,380760,551520,545670,320040,115,23,289,820,934,0
6.07,2,35792,1062.908216,5403.2,14,107992.32,138930.4373,1364.558658,18300,516600,709170,270600,496140,85,2,627,649,903,0
6.09,2,35757,892.8429178,5436.7,13.97,89079.18865,165872.4264,1364.558658,42090,516600,658980,280740,511950,86,2,537,649,905,0
2.73,0,43918,1312.852714,1819.1,13.89,145882.5866,16204.69398,646.1794329,82710,1252080,605280,62220,8190,43,10,1036,530,664,0
1.43,0,62835,1436.536587,1245.8,13.89,135355.4726,11661.14876,0,385410,1188180,338460,91200,6870,9,0,578,865,1010,0
6.07,2,35760,1008.796538,5289.9,13.88,101112.0394,147632.7341,1364.558658,25380,507600,688170,277170,512010,87,2,598,649,907,0
5.78,2,36777,1385.00163,4900.8,13.84,140919.1616,56347.00421,1364.558658,2880,536220,862530,273900,334290,87,2,847,646,891,1
5.72,2,37109,1412.057479,4730.7,13.83,147946.9855,58744.13417,1490.374722,2640,571620,886260,272970,276810,87,3,890,645,885,0
5.72,2,37109,1412.057493,4730.7,13.83,146989.5015,58271.85165,1490.374722,2610,584460,875100,267840,280350,86,3,884,645,885,0
5.76,2,39656,928.917372,1616.9,13.82,126760.3882,20971.36738,1881.584133,156540,1240680,506010,86970,19800,38,9,934,534,772,0
5.76,2,39656,928.9173684,1616.9,13.82,126507.4984,20971.36738,1881.584133,151110,1244730,508890,86160,19590,38,9,934,534,772,0
2.33,1,51316,1327.024814,6037.1,13.81,81434.82375,130649.879,20136.21582,395790,355080,530370,436980,292050,164,27,441,853,968,0
3.33,2,43356,449.6423941,2851.1,13.79,48789.48703,219470.8904,5731.115544,11970,438540,423990,604770,531330,159,19,341,659,895,0
3.12,2,47372,434.1819112,3256.9,13.79,45504.17938,206804.111,23115.63486,11970,322350,340530,642450,692970,163,22,322,771,936,0
1.93,1,49570,650.6286767,4842.8,13.75,47183.43418,244933.446,12789.61412,6000,32640,399360,723750,849120,181,17,195,900,991,0
3.32,0,43147,1497.090151,2240.4,13.71,141936.9106,16838.7629,1755.941722,92490,1285050,566520,58230,8190,44,11,1025,531,669,0
6.04,2,35565,211.2932735,5172.6,13.69,18369.46204,182072.945,0,477660,228180,437520,325740,541050,60,0,125,667,925,0
6.04,2,35565,211.2932727,5172.6,13.69,17800.82818,179105.6,0,485010,225480,435690,325080,539130,60,0,123,667,925,0
3.63,0,42941,1444.266832,2143.8,13.68,140375.7891,16838.7629,1755.941722,93000,1287360,565110,56850,8190,44,11,1004,532,670,0
5.81,2,35000,77.30241633,4694.7,13.64,9577.861344,126337.1104,841.3880498,444210,355800,299700,339990,570090,67,2,58,675,950,0
5.81,2,35000,77.30241653,4694.7,13.64,9030.642766,126814.863,841.3880498,450000,347670,298230,339270,575340,67,2,55,675,950,0
2.85,2,48103,642.8984383,4299.1,13.6,59679.32627,226606.263,30000.89306,2340,159390,314790,668700,865080,177,22,396,796,955,0
2.85,2,48103,642.8984424,4299.1,13.6,59764.35306,226403.4375,30095.77828,2460,163710,317790,665460,861000,177,23,396,796,955,2
11.18,2,37761,306.6329221,488.3,13.59,50854.8482,5980.001945,1411.525584,1060080,679710,223950,34320,11820,11,9,319,597,938,0
1.92,2,46489,901.8615181,1485.4,13.57,94005.07581,30192.95196,2029.248948,624870,733110,470610,160830,21240,66,14,612,828,979,0
5.32,2,38956,1616.908894,3147.4,13.54,162923.7953,56903.16266,1640.310461,1980,636030,954900,230130,187830,87,4,974,641,875,0
2.27,2,52355,1379.848139,6046.1,13.5,85707.75273,125926.184,20136.21582,389850,378030,531330,425610,285180,160,27,467,854,969,0
6.19,2,35297,296.3259316,5264.1,13.5,34510.45861,186642.4598,219.4823473,323910,263430,512190,347910,563220,70,1,205,658,933,0
6.3,2,35575,362.032986,5414.8,13.49,49892.18556,166376.6127,841.3880498,188430,334380,572190,340860,574380,76,2,299,650,927,0
6.3,2,35575,362.0329827,5414.8,13.49,46791.33674,165583.2435,841.3880498,208920,319740,556350,342990,582090,75,2,278,650,927,0
2.08,2,50292,649.3403022,5699.6,13.49,47992.52236,217094.7369,12789.61412,6150,30480,383070,708690,882180,185,17,186,913,1000,0
2.13,2,46575,1127.326912,2641.1,13.47,104593.491,41771.11843,4277.408553,544530,736710,521670,173940,33300,86,19,670,829,971,0
2.1,2,46827,1008.796527,1534.4,13.46,96997.93005,42825.34453,3102.987222,596880,719250,510990,166770,16380,67,17,631,829,973,0
2.29,2,52791,1324.448089,5239.6,13.45,84059.32658,110175.2461,19968.14043,403740,385650,520980,430710,269700,155,26,451,856,968,0
5.8,2,39695,957.2615938,1735.4,13.42,127039.2897,23680.95861,1916.226353,103920,1273920,511860,97800,22830,47,10,936,536,778,0
5.33,2,39191,1633.657744,3160.3,13.41,164645.9516,56525.71269,1640.310461,1980,623040,970320,235230,179640,88,4,986,641,875,0
2.17,2,50231,814.252125,13795.4,13.38,52630.67054,332325.397,23781.0665,3090,9660,220710,587160,1189560,209,20,232,929,1020,0
2.16,2,46756,1262.606145,3781.2,13.36,122083.5121,67695.5136,4463.549673,365310,717450,606990,241200,79500,119,21,772,828,968,0
2.72,2,49540,824.5591139,4858.3,13.35,64626.37926,281196.2393,24396.79929,540,53700,297000,694410,965100,207,15,405,910,1011,0
2.62,2,49336,863.2103179,13724.6,13.3,61614.5806,329967.2512,22576.37191,1980,16860,213750,579420,1198320,209,15,304,930,1017,0
3.42,2,52090,1258.741039,2056.2,13.25,140097.1851,58442.98294,95.30041591,17850,926970,791250,180990,93150,77,1,834,626,766,0
5.14,0,40428,1062.908227,1870.7,13.24,124708.4568,28268.21576,1916.226353,111150,1262430,506910,105660,24510,57,10,911,534,742,0
6.35,2,35312,556.5774019,5324.7,13.2,70315.0611,170428.8938,1210.784612,135750,489510,563490,289980,532080,83,2,428,658,941,0
3.18,2,45230,439.3353972,2800.8,13.18,48017.60691,202392.4025,7294.28472,11970,418380,401130,626430,552600,162,20,337,696,925,0
2.18,2,50649,727.9310965,13828.9,13.13,48404.57927,344381.1879,24413.81363,4470,8190,207060,588090,1202460,210,21,204,933,1025,0
2.18,2,50649,726.6427191,13794.1,13.13,48283.67552,329484.409,23274.39165,4650,8190,209670,611850,1176540,198,20,203,933,1025,0
6.42,2,35280,507.6191999,5706,13.11,64037.45267,171117.1783,1430.26696,163590,456120,537180,305130,547890,83,3,385,670,950,0
6.94,0,54092,675.1077806,1503.5,13.1,97253.36376,78263.65816,270.0704836,66480,611100,757020,319650,255720,98,4,536,864,1082,0
3.83,2,40344,883.8243048,1243.2,13.08,80599.21813,8927.174159,1907.692801,853800,678030,433170,43920,900,22,10,506,533,695,0
5.09,2,40554,1552.490203,3064.9,13.08,169723.0455,52285.30736,1640.310461,1980,676500,969090,201360,161280,86,4,1021,640,870,0
1.99,1,45781,986.8941907,6028.1,13.07,79671.31979,148407.6226,10458.99595,185400,525120,605280,438600,255870,163,26,466,986,1085,0
1.61,1,47017,602.958852,5725.3,13.07,35848.16957,173264.9926,9198.351611,400350,177090,487980,536130,408570,168,21,217,846,997,0
2.09,2,47149,1254.875901,4505.3,13.04,131765.68,93444.11887,11935.58941,220650,699720,658920,281550,149310,145,35,825,821,968,0
1.86,1,45782,1108.001314,5955.9,13.03,80621.33272,129256.0269,10275.00867,216240,571590,596010,410280,215940,152,25,462,1000,1099,0
5.31,0,40317,1026.83377,1832,13.02,124449.7573,27551.09083,1916.226353,111270,1261980,507630,104880,24510,56,10,914,535,769,0
2.67,2,50103,916.0336394,5087.6,12.96,71485.33982,272990.947,24332.81369,300,38850,290100,690750,990330,213,16,431,925,1019,0
3.69,2,40400,881.247553,1217.5,12.92,83436.24518,8221.776369,1907.692801,848790,683760,439230,37560,900,21,10,522,532,695,0
4.96,2,41035,1583.411175,3097.1,12.91,169569.1815,51821.99267,1640.310461,1980,670920,967920,210810,158220,87,4,1021,641,870,0
6.53,2,34844,225.4653847,5565.6,12.89,25125.37829,115858.7332,841.3880498,435300,362010,292230,297060,623640,83,2,140,700,1010,0
2.22,2,49784,886.4010429,13233.7,12.85,62699.15479,332459.8865,21983.08238,1980,18600,225120,582060,1182570,209,14,313,932,1025,0
4.89,2,41965,1622.062399,2784.1,12.83,166893.9689,48228.04021,1640.310461,1980,678270,990300,196710,141870,86,4,1048,640,866,0
2.06,2,51159,825.8474875,6622,12.81,65221.62573,266057.5231,14614.27312,6840,20370,291360,660870,1030500,190,17,318,928,1030,0
2.12,2,48854,1337.331815,3593.1,12.81,133997.9501,55780.21561,4471.650517,345420,775170,638130,198600,53310,98,21,839,832,973,0
1.81,2,39584,981.7406988,4333.9,12.79,50598.87599,152554.3078,21636.94719,223320,392820,534870,542280,317040,114,26,281,831,954,0
2.24,2,54488,1432.671477,5210,12.76,86630.89775,118347.1706,23391.73056,408660,435150,522180,403650,240480,133,25,470,860,968,0
2.28,2,54487,1418.499354,5132.7,12.76,83400.79444,121108.0601,23391.73056,419040,427080,513420,408270,242430,138,25,449,859,968,0
1.96,2,48071,1104.136188,5803.9,12.75,94178.77467,140397.5793,15209.1134,126960,480540,659880,459120,284250,190,29,574,833,977,0
2.17,2,48632,1302.545729,5377.5,12.72,130768.8493,127141.4751,11591.15168,96540,617790,689670,374640,231540,175,34,812,824,970,0
2.54,2,50092,1022.968652,8718.1,12.65,78743.02254,296054.4733,27735.86631,1200,27570,278970,643950,1058190,201,13,433,936,1025,0
6.58,0,53562,745.9683205,1856.5,12.65,119453.5733,81476.5249,270.0704836,67890,760680,762900,271920,146610,98,4,673,823,1045,0
6.58,0,53562,745.9683186,1856.5,12.65,122125.0136,81851.21099,183.2925103,63000,766830,763590,270060,146520,100,3,687,823,1045,0
4.79,0,40761,1169.843246,2042,12.64,125014.0948,24510.46211,1767.938366,105210,1282620,498600,102780,21420,58,11,923,533,744,0
4.78,2,42988,1521.569254,2661.7,12.64,165585.6301,53086.4727,1051.431551,1980,720360,995160,172170,120330,82,3,1080,637,863,0
5.09,0,40745,1133.768783,1973.7,12.63,124960.9282,24510.46211,1721.65662,103530,1278840,500250,104670,23070,58,10,922,534,748,0
2.2,2,50396,958.5499563,8593.1,12.62,67732.73834,277332.0687,14157.45204,4710,23580,263730,647280,1071180,192,15,342,934,1028,0
2.25,2,50200,943.0894829,10757.5,12.62,66866.37159,306482.5498,21436.74841,2400,21570,244440,604080,1138290,199,13,338,937,1026,0
2.24,2,49801,957.2616012,10731.8,12.62,66563.99732,315478.8334,21983.08238,1980,20550,235470,592080,1159740,209,14,335,937,1026,0
2.28,2,50000,974.0104596,10673.8,12.62,69175.23576,309125.025,21983.08238,1980,22350,242010,603210,1140750,206,14,359,934,1028,0
2.62,2,50480,988.1825618,7683.6,12.6,78589.16466,255307.3839,24230.94679,180,26700,289800,670800,1023150,202,15,443,932,1024,0
2.62,2,50480,988.1825644,7581.8,12.6,78589.16466,258053.5229,24230.94679,90,26250,286800,674160,1022520,209,15,443,932,1024,0
4.17,2,36508,845.1730928,1441.6,12.6,126933.5763,22403.54277,1904.429086,207810,1168200,529860,84390,19800,39,8,940,523,639,0
2.96,2,48834,640.3216869,4514.3,12.5,58247.16082,261866.7283,27863.73055,0,88050,289740,685740,946530,197,17,385,857,1000,0
4.19,2,36522,840.0195984,1424.9,12.5,125542.0657,22953.49306,1904.429086,222000,1157970,526080,84390,19800,42,8,927,522,640,0
3.45,2,52642,1332.178294,2190.2,12.5,143633.8713,54847.93687,245.2361552,15390,879630,842910,183060,89400,74,2,858,625,767,0
2.25,2,49363,1421.076083,4064.7,12.48,144493.7164,77583.73447,10988.46287,186330,756240,686220,246030,135420,132,33,903,823,967,0
3.46,2,52662,1312.852702,2061.3,12.42,144582.6156,55130.55628,245.2361552,14100,870570,853890,182070,89970,74,2,870,624,767,0
2.29,2,56135,1382.424891,4171.6,12.4,86097.16775,101857.4776,20112.20228,454770,468480,513210,360270,213720,108,18,465,867,968,0
4.66,2,44300,1549.913463,2620.5,12.4,167086.8541,56157.02665,1051.431551,1980,715080,1000110,181620,107970,90,3,1091,639,863,0
3.04,2,32339,586.2099958,1021.6,12.35,57593.42189,19698.1324,703.8654687,908850,783930,276510,30810,10200,59,8,371,512,620,0
2.59,2,50705,944.3778553,4939.4,12.27,74488.87054,271731.3459,24230.94679,660,34050,290520,689700,995190,209,15,440,933,1035,0
6.53,2,34806,176.5071842,4894.4,12.26,18002.53617,132760.9968,841.3880498,378300,344730,319140,343170,625080,80,2,104,720,1019,0
