OBJECTID,2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,Shape_Length,Shape_Area
210,0,1.4,37.5,18750,32635,2667.702607,3334.628259,2667.702607,,,5820,1950,,1053.179348,121.8340613,,,,0.00418673,7.67E-07
211,0,0,0,0,0,0,0,4615.689356,210,,12480,34380,23130,,13569.4353,,2,1,0.018177875,6.93E-06
212,0,0,0,0,0,0,0,0,,,1020,4110,750,,,,,,0.005458246,5.88E-07
213,0,0,0,0,0,0,0,1788.042757,,,,180,5580,,324.4882659,,,,0.00319493,5.72E-07
214,0,0,0,0,0,0,0,0,7800,7920,11220,10200,810,,,,,,0.008787578,3.75E-06
215,0,0,0,0,0,0,0,2199.623477,240,2640,10590,18870,6420,,1217.869011,124.5629299,,,0.008098304,3.84E-06
216,22.86,0.9,41.03,18183,28382,9146.044741,19054.25988,12448.78312,,,2880,7410,,,,1901.592084,2,1,0.004120403,1.01E-06
217,23.08,0.9,38.46,17157,28382,3337.07577,6930.849676,4363.868314,,,6420,2970,750,2192.752359,,,,,0.004080787,9.96E-07
218,0,0,0,0,0,0,0,3116.100381,60,30,2790,3600,930,,254.1123989,,,,0.005957207,7.4E-07
219,0,1.4,0,105516,112012,920.8600077,1995.196683,767.3833397,14460,11370,7980,,,2209.853863,353.8453435,,,,0.010932039,3.34E-06
220,4.88,2.1,3.03,81846,97413,2067.550185,5375.630482,2756.73358,1080,11340,24780,420,,4882.851669,,,,,0.010397599,3.72E-06
221,0,0,2.33,95991,121780,713.0768442,1745.340466,1235.999863,157680,79380,136680,7590,150,26301.53353,2153.605266,197.1091854,,,0.031311419,3.77E-05
222,0,1.5,0,0,78827,3805.185946,3805.185946,1902.592973,,,1350,60,,,,,,,0.0026566,1.35E-07
223,0,0,0,0,0,0,0,0,,,690,540,,,,,5,6,0.002008171,1.27E-07
224,0,0,0,0,0,0,0,0,,,1650,1080,,,,,,,0.003237374,2.55E-07
225,0,0,0,0,0,0,0,0,,,2370,2760,780,,,,10,12,0.009784425,5.82E-07
226,0,0,0,0,0,0,0,0,7800,480,1170,,,,,,,,0.004344524,9.24E-07
227,0,0,0,0,132398,2.24641353,4.49282706,0,1040400,55470,17670,33000,6420,203.2380716,212.1939971,,,,0.048458568,0.000113998
228,0,0,0,0,0,0,0,0,,,60,2670,240,,,,1,6,0.004487099,2.88E-07
229,0,2,0,125000,130268,462.2327642,770.3879403,308.1551761,2880,12360,1560,,,1500.033648,,,,,0.005096883,1.66E-06
230,4.55,2,20.83,30999,34652,3537.903123,6289.605553,3668.936572,,8070,11670,,,2465.338337,,,,,0.006109773,1.95E-06
231,8,1.5,5.88,43056,64323,1569.160422,3452.152929,2824.48876,,6870,23340,2820,,2649.289096,2811.186979,,,,0.008052582,3.26E-06
232,0,0,0,0,0,0,0,5774.643873,51330,82770,110730,180270,119340,,57044.26095,1049.938739,1,0,0.048964125,5.38E-05
233,0,0,0,0,0,0,0,0,,,1260,,,,,,0,0,0.001296946,1.22E-07
234,2.78,2.1,9.09,38678,49249,2250.56564,5539.853882,2510.24629,,12450,17430,,,3993.613349,,,,,0.008090989,2.96E-06
235,0,0,0,0,0,0,0,0,26130,33060,17010,2040,,,,,,,0.01993638,7.75E-06
236,0,1.5,50,30000,44751,345.7799616,246.9856869,3852.976715,,,16530,17460,18480,516.6921018,7205.21401,,94,102,0.011940485,5.18E-06
237,4.55,1.6,30.19,36380,47331,986.6699832,2262.293319,1353.147406,114090,141120,75120,35310,1920,14574.81077,2502.698561,,,,0.052842281,3.63E-05
238,4.76,1.6,31.25,35000,47330,1935.90229,3963.990402,2120.273936,,12420,15720,,,2906.065207,,74.86219755,,,0.006774526,2.78E-06
239,7.14,1.6,37.5,35000,47332,3671.622772,10647.70604,5874.596436,,2220,4860,,,958.8122388,,,,,0.003387989,6.97E-07
240,0,0,0,0,0,0,0,0,5370,180,30,,,,,,,,0.003232352,5.46E-07
241,11.11,0.9,46.67,21760,33176,1568.961594,2847.374744,1975.729414,,12360,22770,9450,,2756.58932,1091.768462,322.9357506,5,0,0.008756686,4.4E-06
242,14.29,0.9,44.44,19092,35808,2864.67975,3580.849687,2327.552297,,4710,9780,,,1725.175296,,,4,3,0.004928321,1.43E-06
243,0,0,0,0,0,0,0,0,1320,1860,,,,,,,,,0.002343692,3.12E-07
244,7.14,0.9,46.15,21729,34530,523.5056949,1326.214427,5130.35581,,5010,26820,15210,27210,2276.73754,9281.298119,,23,18,0.013237958,7.33E-06
245,0,1.3,33.33,25000,39879,1838.146041,1148.841275,689.3047652,,2610,7980,750,,811.5831063,459.3994628,,,,0.004436999,1.11E-06
246,0,2.1,30.77,28901,43376,1064.159637,2837.759033,1418.879516,,17460,7800,3660,300,1497.302193,1406.676604,,,,0.007844215,2.89E-06
247,0,1.8,9.52,52786,58584,155.7157774,259.5262956,532.0289061,82380,133110,69510,41550,72720,5374.503349,14364.51313,,,,0.067015411,3.94E-05
248,4.55,2.1,30.77,28988,43377,1180.106016,2413.853216,1287.388382,1830,27780,13020,5880,,1438.964685,612.6122588,,,,0.011636357,4.77E-06
249,0,1.7,0,50000,75781,92.71389218,185.4277844,103.0154358,171840,55470,21930,2010,,1410.524924,,418.290244,,,0.025057091,2.48E-05
250,0,0,0,0,0,0,0,0,,330,690,,,,,,,,0.001915038,1E-07
251,0,0,0,0,0,114.514632,0,20841.66303,,,3420,11880,30060,,8620.515618,,9,11,0.010757194,4.47E-06
252,0,1,0,0,48104,108.4386169,216.8772337,1301.263402,,2400,7500,13020,750,,3105.967484,,0,0,0.006241127,2.36E-06
253,0,0,0,0,0,0,0,0,1800,5040,2460,,,,,,,,0.004347002,9.22E-07
254,0,0,0,0,0,0,0,0,,,1200,2460,,,,,,,0.004583012,3.67E-07
255,0,0,0,0,0,0,0,0,,390,1410,210,,,,,,,0.002672499,2.01E-07
256,0,0,0,0,0,0,0,0,780,2370,6300,1440,,,,,,,0.008561645,1.07E-06
257,0,0,0,0,0,0,0,0,,,,270,,,,,,,0.000863151,3E-08
258,0,0,0,0,0,0,0,0,,960,9690,4320,360,,,,,,0.008217704,1.52E-06
259,0,0,0,0,0,0,0,0,,,6870,3420,10770,,,,,,0.024261899,2.1E-06
260,0,0,0,0,0,0,0,0,6360,,11970,300,480,,,,,,0.018652667,1.9E-06
261,0,2.3,0,200001,123822,94.11171957,141.1675794,70.58378968,97920,11640,480,,,537.174516,,,,,0.020899837,1.09E-05
262,4.3,2.1,6.45,101329,132675,694.6040726,1982.982594,1008.296234,47460,91830,89820,2160,,16317.61044,4.059214719,,,,0.048291018,2.29E-05
263,0,2.2,0,118327,123843,246.7865162,555.2696615,308.4831453,30360,10020,1500,,,2092.351174,,,,,0.009918122,4.15E-06
264,2.28,0,3.58,117375,158711,393.8905618,998.2865713,516.5777859,1278510,504120,216390,6360,,78232.84455,1037.893694,658.9288132,,,0.103515858,0.000198344
265,2.13,0,2.82,116437,158155,494.5226874,1229.62398,895.4870286,290040,49080,48510,,,16431.30224,749.5260412,,,,0.03244389,3.83E-05
266,0,0,0,0,0,0,0,0,226320,93930,93510,49050,82290,,7952.177485,,,,0.076970588,5.39E-05
267,0,0,0,0,78827,258.1857066,516.3714131,6325.54981,,,,6870,13260,,2548.687657,,,,0.006902202,1.98E-06
268,2.91,1.4,6.25,50898,78826,153.266912,406.1573168,565.9928108,1585680,563880,139170,55620,21870,32968.51371,17672.93524,2201.810564,,,0.103869883,0.000233996
269,0,0,0,0,0,0,0,0,,420,990,,,,,,,,0.003182345,1.41E-07
270,0,1.4,0,100000,112527,729.8529558,817.4353105,262.7470641,28440,30180,21630,8580,,6069.053508,,,,,0.021401097,8.77E-06
271,5,1.2,31.58,25000,35679,3031.718574,5018.01695,3031.718574,,6990,13260,4590,,3208.657733,,,7,8,0.006850722,2.45E-06
272,1.11,1.5,7.04,31570,55502,918.939294,2354.781941,1366.9222,83610,98430,42240,1290,,11058.80916,,224.7826759,2,2,0.039010809,2.23E-05
273,7.14,1.8,0,46511,86538,2085.957358,5041.063614,2781.276477,,6060,8760,,,1810.14153,,,,,0.005211636,1.47E-06
274,0,1.5,9.52,32338,55156,1944.287904,4412.037935,2542.530335,,23310,11340,,,3161.561884,,203.4536454,,,0.009284491,3.42E-06
275,0,1.5,0,20000,39259,504.8278095,2019.311238,504.8278095,,750,7320,2220,,226.3766966,,,,,0.004037296,1.01E-06
276,0,0,0,0,0,0,0,0,,1440,960,180,,,,,,,0.002156137,2.47E-07
277,0,0,0,0,0,0,0,0,,2400,2610,8010,2430,,,,,,0.004846137,1.53E-06
278,0,0,0,0,0,0,0,0,10650,15780,1080,900,,,,,,,0.008676569,2.81E-06
279,0,0,0,0,0,0,0,0,24120,13590,3090,,,,,,,,0.009941824,4.03E-06
280,0,0,0,0,0,0,0,0,21780,53280,6330,,,,,,,,0.01187912,8.05E-06
281,0,0,0,0,0,0,0,0,,14580,9690,960,,,,,,,0.009815437,2.5E-06
282,0,0,0,0,0,0,0,0,37740,9060,2280,,,,,,,,0.010081515,4.87E-06
283,0,0,0,0,0,0,0,0,,6870,19470,38430,14850,,,19270.50761,,,0.016334535,7.88E-06
284,0,0,0,0,0,0,0,122.8495291,,1590,12810,18570,30120,,8111.24504,,,,0.011254531,6.25E-06
285,4.62,1.6,29.73,35776,47331,1501.239823,3293.042193,1816.015915,9660,76740,17400,3180,,5491.928617,119.2531759,,2,2,0.018830108,1.06E-05
286,0,0,0,0,0,0,0,14206.91944,,5040,13470,11130,,,5414.647643,,12,7,0.009505725,2.94E-06
287,0,0,0,0,0,0,0,0,22830,11160,60,,,,,,,,0.012716126,3.38E-06
288,0,0,0,0,0,0,0,0,,,11760,5130,16770,,,,,,0.017585093,3.35E-06
289,0,0,0,0,0,0,0,2464.83601,,690,30150,30390,11220,,7600.403683,,,,0.018560945,7.16E-06
290,1.73,2,0,0,134916,9.187307744,8737.129665,10583.77852,21180,136590,69090,40350,14970,,26011.06909,,0,0,0.023733439,2.79E-05
291,0,2,9.09,79776,101119,1799.568212,3449.172407,1649.604195,,1500,15810,,,2611.136693,,,,,0.007777509,1.71E-06
292,0,2,7.14,80000,102962,1365.176027,3458.445934,1638.211232,,9810,18360,,,3802.695793,,,,,0.007003303,2.81E-06
293,0,1.8,0,68182,122048,1243.394181,2599.824197,1921.609189,,29310,16590,,,4044.653193,,,,,0.011100793,4.53E-06
294,1.64,2,8.11,79906,104656,269.2553412,707.5779896,338.1346145,307020,75540,24540,1290,,11537.03006,,,,,0.029648607,4.09E-05
295,0,0,0,0,109916,269.2696271,807.8088813,538.5392542,1650,3240,3030,390,,,,,,,0.004913499,9.5E-07
296,0,0,0,0,0,0,0,0,,,1440,1170,,,,,,,0.003916572,2.5E-07
297,0,0,0,0,0,0,0,30259.40641,,,540,1410,,,,,,,0.002753945,1.86E-07
298,0,2,7.14,75000,95983,453.1199595,1246.079889,2067.359815,4380,38340,17400,18090,13050,3231.668126,4316.414231,1156.90705,,,0.013689583,9.03E-06
299,0,2,9.88,67441,95986,1498.644929,3371.95109,1323.803021,13620,107160,81720,4950,,23567.308,,75.23242422,,,0.029502059,2.05E-05
300,0,2.1,12.5,67053,95986,699.4069319,1398.813864,6667.679418,10740,28680,14400,28830,28530,2930.963736,15056.50389,,,,0.015153249,1.1E-05
301,5.88,2,6.82,77491,89560,711.2519453,1911.489603,1474.366012,138150,112530,79140,20100,,14699.21512,164.2769787,,,,0.032194507,3.46E-05
302,0,0,0,0,0,0,0,0,207120,,,,,,,,,,0.032253567,2.05E-05
303,0,0,0,0,0,0,0,0,,,,480,,2.8069974,,,,,0.001192628,5.17E-08
304,0,0,0,0,0,0,0,0,2490,2760,3900,750,,,,,,,0.004956071,9.68E-07
305,0,0,0,0,0,0,0,0,,150,16950,210,,,,,,,0.013401117,1.7E-06
306,0,0,0,0,0,0,0,0,60,210,,,,,,,,,0.000657071,2.88E-08
307,0,0,0,0,0,0,0,0,,570,3600,9780,,1425.926402,,,,,0.004568129,1.37E-06
308,0,0,0,0,0,0,0,1204.280976,,1230,3090,,,,258.4982273,,,,0.003263062,4.25E-07
309,10.34,1.9,12.5,55627,85806,1224.360119,3031.748865,1574.177296,,24450,18930,1080,,4654.329598,,,,,0.009225999,4.39E-06
310,0,0,0,0,0,0,0,23097.56033,,,,14370,13920,,708.1817714,,76,57,0.009119159,2.77E-06
311,3.18,2,9.17,55421,59543,1012.706047,2443.501746,1495.831867,33420,158940,84150,2190,,20147.17337,1406.405527,,,,0.029291326,2.76E-05
312,5,1.6,18.75,41420,51233,429.9561198,905.1707786,6155.161294,,25380,32820,33810,22410,2142.441074,11910.5464,,,,0.014863521,1.13E-05
313,0,1.7,33.33,62500,62439,1183.368549,2070.894961,887.5264118,,,8670,,,889.9837848,,,,,0.003758525,8.66E-07
314,2.86,1.7,22.73,50000,59842,1334.998664,3080.766147,1797.113586,,20400,30030,,,5085.387984,168.6046978,,,,0.011043368,4.99E-06
315,5.26,0,18.31,56805,70290,862.0003751,1947.896952,2104.624292,16590,136560,61440,16740,90,14926.87572,2753.928989,,5,16,0.034099663,2.29E-05
316,0,0,0,0,0,0,0,0,,,,1050,270,,,,5,6,0.002343822,1.3E-07
317,6.25,0,17.14,56628,71385,1382.429028,2962.347918,2369.878334,,36120,28200,1080,,6418.24041,,78.31688282,,,0.014850573,6.48E-06
318,4.55,1.7,14.29,52011,64840,1530.433588,3624.71113,1933.179269,,11460,20640,,,3967.912962,,,,,0.008484761,3.18E-06
319,0,0,0,0,0,0,0,0,,,6300,1050,,,,,,,0.00323246,7.29E-07
320,7.69,1.4,30,27612,42599,2233.26626,5335.024954,3846.180781,,1080,19770,,,3288.579674,,,,,0.006324043,2.06E-06
321,3.03,1.6,0,36357,57494,74.23088646,169.6705976,87.4864019,931800,28770,16260,,,6632.60129,,,,,0.064055314,9.67E-05
322,20,3,0,50000,57027,1460.16775,2044.23485,876.1006499,1500,1350,5430,,,1243.871296,,,,,0.004415595,8.78E-07
323,0,0,0,0,0,0,0,0,810,4830,150,,,,,,,,0.005023879,5.62E-07
324,0,1.4,0,29084,48596,732.0074191,1464.014838,585.6059353,,,5520,12120,,4482.680256,,,,,0.005175341,1.75E-06
325,0,0,0,0,0,0,0,0,3210,600,,,,,,,,,0.00257324,3.85E-07
326,0,1,0,0,44691,6389.872276,22364.55297,15974.68069,,,840,,,,,,,,0.001187384,8.01E-08
327,0,0,0,0,0,0,0,0,5310,12030,13530,6870,720,,,,8,9,0.022863331,3.79E-06
328,0,0,0,0,0,0,0,0,,5070,900,390,,,,,,,0.003317991,6.36E-07
329,0,0,0,0,0,0,0,0,,7170,930,,,,,,,,0.004223555,8.04E-07
330,0,0,0,0,0,0,0,0,,,2340,1200,,,,,,,0.002647603,3.52E-07
331,0,0,0,0,0,0,0,0,,,330,,,,,,,,0.000907281,2.9E-08
332,0,0,0,0,0,0,0,0,320370,930,,,,,,,,,0.031527399,3.18E-05
333,0,0,0,0,0,0,0,141.9865807,16770,64230,113700,58620,111150,,27063.75309,11765.16883,,,0.027101263,3.61E-05
334,0,0,0,0,0,0,0,0,126540,,,,,,,,,,0.014797937,1.25E-05
335,0,0,0,0,0,0,0,0,92790,,,,,,,,,,0.015139052,9.17E-06
336,0,0,0,0,0,0,0,0,5130,2550,,,,,,,,,0.003481559,7.59E-07
337,0,0,0,0,0,0,0,0,,4200,58860,51180,66660,,69899.54475,,,,0.01779885,1.79E-05
338,0,0,0,0,0,0,0,0,621210,40200,6300,,,,466.8224336,,,,0.038817403,6.6E-05
339,0,0,0,0,0,0,0,0,,,4170,1200,180,,,,,,0.005060476,5.43E-07
340,0,1.7,5.26,55627,74447,3851.440784,5991.130109,3209.533987,,,8850,3300,,2929.466494,,,,,0.004535585,1.2E-06
341,0,0,0,0,0,0,0,368.4209828,6510,10590,30480,26850,17310,1024.63487,4196.245894,,,,0.012706788,9.03E-06
342,0,2,0,69638,109887,2404.601339,4379.809582,2748.115816,,18120,2130,8130,1650,5858.194303,,,,,0.007513708,2.98E-06
343,0,2,0,0,109916,18.93717207,37.87434413,246.1832369,16320,46230,24930,23100,26160,508.2299918,13499.80645,437.9808251,,,0.021644243,1.35E-05
344,3.61,1.4,15.9,57441,87950,1565.453071,3372.260791,1847.033495,138990,291150,235740,83220,23640,65038.39403,6370.07965,,,,0.055736006,7.63E-05
345,0,0,0,0,0,0,0,0,,,300,,,,,,,,0.00065845,2.97E-08
346,3.33,1.7,8.7,54578,76877,1538.01271,4346.557659,2474.19436,,16500,22230,,,5542.20388,,,,,0.008904471,3.83E-06
347,0,0,0,0,0,0,0,10239.52036,,,,14730,2970,,1778.762392,,3,4,0.005557876,1.75E-06
348,0,2.3,0,50000,111248,4.443662465,13.33098739,5.924883286,3407910,71490,,,,1664.818581,,,,,0.102721868,0.000345745
349,3.85,2.4,5.56,112724,209025,690.5604127,1726.401032,863.2005158,,61440,13680,,,6666.968588,,,,,0.01351192,7.41E-06
350,0,0,0,0,0,0,0,8412.589022,,900,9030,33390,29010,,23316.47309,,,,0.010676216,7.15E-06
351,0,0,0,0,0,0,0,0,2790,1260,,,,,,,,,0.00350007,4.03E-07
352,0,1.3,0,50000,59382,331.7340174,995.2020521,552.8900289,15480,7680,270,,,405.9474419,105.9140705,,,,0.006209383,2.31E-06
353,7.5,1.8,14.29,46893,77079,2300.725399,5298.640312,2719.039108,990,6690,27510,1920,30,2474.935665,,,,,0.009221805,3.67E-06
354,9.09,2,0,60000,85187,732.1531609,1220.255268,671.1403975,21480,15930,5190,,,3353.819529,,,,,0.010734913,4.2E-06
355,3.57,1.6,17.65,35000,61765,371.5345015,891.6828035,609.3165824,117390,39240,16830,810,,4879.067348,1353.503715,,,,0.021296187,1.72E-05
356,0,2.2,9.68,67074,73573,1521.645097,4319.508661,2012.498353,8340,18960,25470,,,4257.48264,,,,,0.010712105,5.22E-06
357,0,0,0,0,0,0,0,885.2578867,,40620,46530,19470,4680,,6250.27628,,,,0.014834747,1.1E-05
358,0,0,0,0,0,0,0,16458.92216,,,720,6270,750,,268.7240271,,,,0.004698931,7.78E-07
359,0,0,0,0,0,0,0,2395.057288,156240,135150,95040,68370,60720,,13261.45659,,,,0.036103158,5.1E-05
360,0,1.4,5.88,50000,78827,1026.077288,2172.86955,1388.222213,,28830,10710,3210,240,3231.452871,366.0847976,,,,0.008692246,4.24E-06
361,0,0,0,0,0,0,0,0,385380,8160,2910,,,57.14249305,,,,,0.064693904,3.92E-05
362,0,0,0,0,0,0,0,0,1260,15840,3120,750,,,171.3645982,,,,0.006146682,2.07E-06
363,10,0,20,54463,69286,1692.266029,3807.598566,3046.078853,,1980,28350,,,4448.15601,,,,,0.007904577,3.03E-06
364,3.57,2.1,4.35,80540,97930,1741.451961,4395.093045,2156.083381,,9990,19890,,,3429.392082,154.4051162,,,,0.008227731,3.09E-06
365,0,0,0,0,0,0,0,0,3810,2820,,,,177.4245486,,,,,0.00542076,7.69E-07
366,0,2.2,25,41089,61085,1110.862086,2777.155215,1666.293129,,240,360,,,,,,,,0.011952447,1.38E-06
367,0,1,33.33,28747,44686,568.7570107,455.0056085,341.2542064,,3960,11370,7440,,945.6918323,907.1527902,,13,41,0.007571033,2.25E-06
368,2.33,1.7,9.09,37158,45912,535.689961,1710.087183,2225.173684,,9360,39930,48030,28380,4032.616941,5816.241631,828.6844012,,,0.022104981,1.24E-05
369,0,0,0,0,0,0,0,0,3990,10470,6480,,,990.7527922,,,,,0.006816606,2.07E-06
370,3.28,2.2,3.12,76532,90774,1249.259255,3747.777764,1721.951946,20460,23520,31920,900,,6065.398431,,,,,0.02283599,7.58E-06
371,2.08,2.2,3.45,76494,90025,124.0889975,337.3669619,155.1112469,553140,100530,14460,,,11622.57384,,61.68725187,,,0.033634168,6.6E-05
372,3.03,2.3,5.26,75000,90027,1422.478524,3470.847598,1650.075088,30,16800,27750,930,,3596.119706,,,,,0.019666946,4.5E-06
373,0,1.6,14.29,35000,56148,12.39364149,26.55780319,19.47572234,1441290,21930,,,,2999.323187,1985.478247,,,,0.088803796,0.00014445
374,0,0,0,0,0,0,0,0,7830,5040,26610,21180,,,,,,,0.028657162,6.03E-06
375,4.55,1.6,13.33,37916,60161,531.529169,779.5761145,389.7880573,79530,37260,27960,900,,1419.513813,,,,,0.039537243,1.44E-05
376,0,1.7,33.33,29084,44723,1172.39886,2930.997151,3712.596391,,,4530,8700,,954.2031424,828.1829797,,9,9,0.004666168,1.31E-06
377,0,0,0,0,0,0,0,5028.290445,,1080,5880,23310,57240,,21151.57445,,,,0.011701451,8.65E-06
378,0,0,0,0,0,0,0,0,,,,,11490,,,,,,0.004284666,1.13E-06
379,0,0,10,63804,92394,1320.842313,3566.274244,1981.263469,,1800,17820,,,2499.695835,,,,,0.005369096,1.94E-06
380,0,0,0,0,0,0,0,0,60,30450,10320,1080,,6078.984817,,,,,0.009889897,4.14E-06
381,0,0,0,0,0,0,0,0,28560,14460,480,3510,180,,,,,,0.014827535,4.66E-06
382,0,0,0,0,0,0,0,0,,300,690,,,,,,,,0.003162763,1E-07
383,0,0,0,0,0,0,0,0,1350,5190,,,,,,,,,0.011313363,6.5E-07
384,0,0,0,0,0,0,0,0,,30,300,60,,,,,,,0.003764537,1.85E-07
385,0,1.5,27.27,35000,42738,2647.111544,3850.344064,4572.283576,,1140,6030,3630,,936.6645448,426.5902254,,,,0.004199392,1.06E-06
386,0,1.5,27.27,35000,42738,2635.210501,4072.598047,3353.904274,,,10680,180,,1599.304102,109.3267261,,,,0.004239012,1.07E-06
387,0,0,0,0,0,0,0,0,,1050,,,,,,,,,0.001760918,9.9E-08
388,1.96,1.5,17.39,48292,63468,1518.278897,3150.428712,1328.494035,,52800,15420,30,,4889.990006,53.87479812,,,,0.013216686,6.74E-06
389,0,1.9,12.5,54361,80619,1226.451201,3311.418244,1349.096322,,9930,11190,,,2588.951446,,,,,0.005840904,2.09E-06
390,0,1.8,0,50000,80614,491.4598355,1769.255408,688.0437698,,22110,4200,,,1194.844224,,,,,0.006679594,2.6E-06
391,9.09,1.9,13.33,50000,77080,21.55814139,44.19418985,26.94767674,2306340,46710,16320,1680,,3149.789471,710.5143519,252.1991375,,,0.119549246,0.000237625
392,5.86,1.4,4.84,46551,90233,516.6691282,1245.497077,1088.249951,728370,156960,114690,36210,1650,36344.33399,5594.879703,238.231309,,,0.111722562,0.00010259
393,0,2,0,125000,143664,599.3864202,1498.466051,899.0796304,,,8640,,,1126.609653,,,,,0.003614018,8.54E-07
394,0,1.6,14.29,35000,60136,3820.012792,9337.809047,5093.350389,,,4410,1680,,1237.386238,,,,,0.003146119,6.04E-07
395,0,1.8,8.33,47992,57337,473.790341,536.1311753,361.5768392,171450,29580,4680,1980,,973.8240786,739.5125694,,,,0.021876486,2.05E-05
396,0,1.6,10,45195,59384,784.5042697,931.5988203,441.2836517,39540,4860,8460,,,2223.812108,,,,,0.011810299,5.22E-06
397,0,0,0,0,0,0,0,0,1530,870,,,,,,,,,0.003553532,2.37E-07
398,6.98,1.5,25,30749,59535,493.8252806,1024.687457,765.429185,56940,115020,22650,14040,1170,8797.602572,258.143529,1614.143692,,,0.030172629,2.07E-05
399,0,1.3,0,30000,51568,2696.847261,2696.847261,1348.42363,,3720,180,,,392.2861807,,,,,0.004029614,3.79E-07
400,0,0,0,0,0,0,0,0,,3210,,,,,,,,,0.002530077,3.17E-07
401,0,0,0,0,0,0,0,0,,,870,3510,660,,,,40,10,0.0060854,4.94E-07
402,0,0,0,0,0,0,0,1727.67636,,,1920,5130,450,,617.2498656,,54,12,0.004304523,7.4E-07
403,7.32,1.6,23.08,29324,73935,5053.434437,10255.4993,5202.064862,,13920,3450,,,1998.21507,,,,,0.007073993,1.72E-06
404,2.7,1.5,12,44534,63916,2367.670284,3889.744039,1916.685468,750,40140,5040,,,2853.880041,,,,,0.019155141,4.54E-06
405,0,1.3,0,50000,63910,1255.858216,2093.097026,837.2388105,,5670,690,,,550.9888138,,,,,0.003874608,6.11E-07
406,0,0,0,0,0,0,0,18977.80471,,,,,10380,,3307.83824,,2,4,0.004530961,1.02E-06
407,9.41,1.5,32.24,36023,91581,3338.677151,6377.729429,3167.462938,103860,20730,27330,29610,,11490.643,319.4333718,,,,0.031869641,1.79E-05
408,0,1,0,0,64993,33.73059056,303.575315,3002.02256,,44340,25230,7140,,,3871.297063,,4,4,0.012754136,7.58E-06
409,4.65,1.5,18.52,41035,62653,877.9714568,2179.791203,1120.170479,,72720,12120,750,,4076.868267,90.91091799,,,,0.011471435,8.45E-06
410,5,1.5,18.18,41089,62474,5257.063836,9692.711448,6078.480061,,28170,23010,5310,6660,4840.543154,1075.341548,,58,32,0.016504512,6.23E-06
411,0,1.5,20,37784,64973,1592.236656,2866.02598,1592.236656,,11040,5220,,,825.5717766,179.7588416,,,,0.005013642,1.61E-06
412,0,0,0,0,0,0,0,0,,120,1800,,,,,,,,0.002181134,1.89E-07
413,0,0,0,0,0,0,0,0,,120,870,,,,,,,,0.001161803,1.04E-07
414,14.29,1.7,33.33,40584,42418,1818.426311,5455.278934,3182.246045,,3330,2370,,,512.2964274,,,,,0.003258125,5.63E-07
415,7.14,1.6,22.22,35000,42416,1475.475419,3073.907123,1598.431704,,8880,11190,1080,,1846.575889,,,,,0.005974736,2.08E-06
416,4.35,1.5,18.75,43750,61151,1252.336818,2873.007995,1252.336818,,24360,10770,,,2089.776203,,,,,0.00773833,3.47E-06
417,6.25,2.1,23.53,29188,35001,2915.459827,4956.281707,2769.686836,,6510,11250,,,2037.979258,,,,,0.005556669,1.75E-06
418,4,2,22.73,29257,34241,2611.334758,5875.503206,3372.974063,,14790,7410,1650,,2883.454471,,,,,0.006397053,2.35E-06
419,0,2,0,0,55415,654.1387394,2616.554958,1308.277479,,900,3030,,,323.1859927,,,,,0.002805895,3.91E-07
420,2.22,1.3,27.43,33100,39010,13725.32014,18382.12518,9395.308426,4500,3360,5400,9780,8850,2488.140193,448.4215798,509.5787077,31,46,0.00757184,3.13E-06
421,4.55,1.9,5.26,60000,100403,339.1211009,805.4126147,360.3161697,80520,27690,13740,,,3593.772095,,,,,0.025113467,1.21E-05
422,0,0,0,0,0,0,0,0,6660,1020,60,,,,,,,,0.004819832,7.66E-07
423,1.49,1.8,10.2,42235,65528,1431.465469,3139.17866,1481.692327,1800,66450,34860,,,8335.392732,,,,,0.014282617,1.02E-05
424,9.09,1.9,0,66362,100410,1719.0362,4665.955401,2946.9192,,1500,9090,,,1225.599602,263.6134509,,,,0.003987199,1.04E-06
425,4.55,1.9,5.26,60000,100403,476.6811117,1207.59215,1938.503188,,42900,24720,9900,3780,4528.902045,2597.868706,,0,0,0.012222401,8.05E-06
426,0,0,0,0,0,0,0,0,,2010,1380,,,,,,,,0.004778013,3.73E-07
427,0,0,0,0,0,0,0,2242.370018,,390,3000,,,288.1204636,,,,,0.00484738,3.42E-07
428,0,0,0,0,0,0,0,46.00397906,373950,60060,143460,63480,34470,,772.4088369,,,,0.079443314,6.67E-05
429,0,0,0,0,0,0,0,0,840,2190,7560,60,,,,,,,0.010457449,1.08E-06
430,0,0,0,0,0,0,0,0,27930,,,,,,,,,,0.020219138,2.77E-06
431,0,2.3,0,200001,209025,1002.150136,2004.300271,1002.150136,,3630,4110,,,725.5051457,,,,,0.004006038,7.66E-07
