Percent Unemployed,Vehicles per Household,Percent below poverty level,Median income,Household Density,Daytime Population Density,Undeveloped area,Developed open area,Developed low intensity,Developed medium intensity,Developed high intensity,Residential area,Commercial/Industrial area,Other area,Net Passengers
0,0,10,45195,438.8595108,512.0027626,25740,39150,4980,900,0,2784.26163,0,0,464
5.98,1.6,7.58,44587,1042.8194,1312.725598,15660,127350,53670,13590,900,20134.7876,3656.305758,0,465
0,1.9,0,59546,646.6173285,543.4337123,145080,128130,66690,32430,4230,28909.9662,323.0243769,872.7469185,464
0,1.5,0,53480,128.9536838,4977.612193,0,9270,32610,38460,20070,2860.078107,7386.013415,0,464
0,1.9,0,72441,4767.679718,4449.834403,0,0,4380,6630,5220,0,4205.855938,0,464
0,0,0,0,0,0,0,0,2310,720,510,0,0,0,464
0,1.4,40,29084,892.3611345,18204.16714,0,0,7740,2940,2640,933.1688741,1138.351927,0,464
2.33,2.1,7.27,39206,3284.694337,2730.649509,0,34740,30360,450,0,8705.678969,0,0,464
0,0,0,0,0,12974.42888,0,0,630,6840,1200,0,470.4163856,0,449
0,0,0,0,0,0,0,0,0,270,0,0,0,0,464
0,2,0,0,1181.721726,0,0,0,0,1830,390,861.080237,0,0,464
0,0,0,0,0,726.5805665,0,510,2160,4260,150,0,1959.984025,0,464
0,0,0,120000,2780.68967,3336.827604,0,1530,2430,780,0,1658.205833,0,0,464
0.91,0,0,102062,325.6733989,711.6873006,1636170,846000,412020,200640,37230,134860.192,24941.12036,872.5709754,464
1.88,0,2.81,172837,331.3301982,899.9091803,712140,747450,337560,93060,9690,91133.03853,10402.45076,166.3519609,464
1.85,0,2.67,181365,1565.01517,1252.012136,57240,99990,21150,22830,5790,5611.774185,9339.720727,0,460
4.09,1.6,0,84133,900.9569311,996.1176291,848310,676980,125790,28080,810,59615.16658,13076.3854,189.8561584,464
0,1.6,0,41302,278.3727987,278.3727987,27360,51480,4560,390,0,1568.310469,148.2441747,0,464
0,2.3,2.94,127284,105.1527424,378.5498726,286830,596490,88830,12780,330,14834.53717,4774.02179,0,464
0,2.3,0,66667,107.7353474,96.96181269,208590,25440,1530,0,0,778.1712167,0,835.734962,464
0,3,0,50000,692.590631,461.7270873,2100,3210,4830,300,0,436.1581441,4.192962355,0,464
11.11,2.6,0,75000,1343.104489,1151.232419,0,4080,9480,0,0,1389.951121,178.0567904,0,464
3.92,1.6,17.07,37112,779.1572848,4618.130157,0,0,14670,89880,214680,0,63813.52439,0,507
0,0,0,0,0,0,0,210,9360,20340,26520,0,10633.65326,0,420
0.65,1.4,5.83,101557,3995.411986,2476.860567,60210,33390,29610,38040,14610,4719.339414,4421.986466,0,464
0.82,1.4,6.35,101543,12160.50158,6636.261925,0,19590,29580,21810,1080,7935.126074,434.4269767,0,464
0,1.4,0,109091,1136.229418,929.6422509,11220,8040,5730,0,0,2773.093215,0,0,464
0,0,0,0,0,1920.35597,900,41700,52740,46290,3870,0,9540.157987,0,483
4.48,2.2,6.12,101811,681.3096858,1126.246623,25980,83520,73320,3570,0,14560.75482,0,246.2291198,464
4.55,1.9,5.88,55189,1690.328857,1690.328857,0,13680,13890,0,0,3118.684235,44.30532903,0,464
0,0,0,0,0,0,0,2820,240,0,0,0,0,0,464
0,2,0,0,82.63803889,165.2760778,19800,10380,1170,0,0,558.7324773,0,0,464
0,0,0,0,0,0,0,1290,60,0,0,0,0,0,464
0,0,0,100000,1403.388431,1715.252527,0,2550,14100,0,0,2211.293064,0,0,464
0,0,0,92308,1594.110147,1839.357862,0,4380,16740,0,0,2440.050458,0,0,464
0,0,1.72,92822,730.5194068,1149.23175,59190,158070,66000,3660,3960,19079.36155,2298.4046,0,464
4.4,2.1,6.15,102727,311.5927761,426.6424165,430020,77370,32670,0,0,15691.34308,0,436.7431017,464
0,1.4,0,50000,1257.81142,1257.81142,0,7050,1080,0,0,573.5734332,0,0,464
10,2.2,0,108124,492.7160001,821.1933335,12390,9840,9150,0,0,2041.922089,0,0,464
0,0,0,0,0,0,60,1590,780,0,0,0,0,0,464
0,0,0,0,0,0,0,0,0,930,0,0,0,0,464
0,0,0,0,0,0,0,4380,6690,2220,240,0,0,0,464
5,2,3.12,81467,859.2317316,1080.968953,26130,40710,18180,8520,0,7060.700158,0,43.6545457,464
0,0,0,0,0,0,390,150,0,0,0,0,0,0,464
0,0,0,0,0,9109.786061,0,900,4830,9870,11490,0,2271.68353,0,420
0,0,0,0,0,0,480,7380,720,0,0,0,0,0,464
0,2,0,0,2590.925931,0,0,960,30,0,0,0,0,0,464
0,2,0,0,141.0722493,0,17010,1260,90,0,0,191.790133,0,0,464
0,0,0,0,0,0,6780,4050,1020,0,0,0,0,0,464
9.38,2,10,59892,103.2009383,145.9047748,682770,34650,8610,1950,0,5652.971546,2074.982154,0,464
5.56,1.8,12.5,47351,174.6130577,1844.350422,44910,88740,42690,27090,33840,1424.124391,12621.6269,0,464
0,2,0,0,429.612014,644.418021,0,3600,8190,270,0,426.0191598,0,0,464
6.25,1.8,15.79,38821,1276.705007,1337.500484,0,17550,24240,900,0,3633.102024,141.8027233,182.7983093,464
0,1.9,5.8,46065,1132.231707,1132.231707,4530,156660,26910,6120,240,12891.10049,1163.90053,0,464
0,1.8,7.69,46667,991.1013858,625.95877,2880,36270,10620,0,0,2326.253933,0,81.17707451,464
0,1.9,4.35,46065,1573.259707,1981.141853,0,24210,17760,2520,0,4629.186224,292.1921617,0,464
0,1.6,14.29,35000,2104.169671,2805.559561,0,1830,9210,0,0,1586.253726,0,0,464
0,1.6,11.11,45079,1124.179006,1839.565645,0,12360,9660,3270,0,2070.560265,751.4051423,0,464
0,1.7,16.67,47553,1437.277311,2271.825427,0,45180,10710,0,0,4604.493418,180.5847322,0,464
0,1.7,17.95,48570,2271.800772,2408.108818,0,29250,23760,3930,30,8130.194044,418.9355734,165.6345512,464
0,1.3,0,87500,1295.53105,1727.374734,0,5820,150,0,0,650.9273428,0,0,464
0,0,0,0,0,0,38880,0,0,0,0,0,0,0,464
0,0,0,0,0,0,0,0,9630,3510,0,0,0,0,464
4.35,1.6,8.33,43660,1841.226539,2332.220283,0,4800,16470,0,0,3227.857527,0,0,464
5.88,1.6,11.11,50000,1692.955308,2370.137432,0,1860,13470,0,0,2218.731953,0,0,464
9.09,1.6,20,35000,951.6154532,1495.395712,0,29340,8100,750,0,2535.553081,0,152.0628472,464
4.17,2.1,22.22,29188,2431.997274,3839.995696,0,12930,7350,0,0,2479.144405,0,0,464
0,2,0,50000,389.7594328,129.9198109,0,17040,2400,330,0,376.3771205,0,0,464
0,0,0,0,0,0,0,0,1980,0,0,0,0,0,464
0,0,0,0,0,443.6702384,0,0,15360,51390,44130,0,37360.82295,0,464
0,0,0,0,0,1260.852576,0,0,4530,18120,14280,0,4076.982912,1876.156436,462
0,1,0,0,76.34256247,3206.387624,0,11820,27210,25380,3480,311.2623142,2292.234161,2717.612133,464
0,1.7,33.33,41302,1635.47254,2180.630054,0,1470,8040,0,0,1331.042205,0,0,464
2.99,2.3,2.56,75000,1591.987538,2026.165958,0,31470,40140,0,0,7982.867045,0,0,464
0,1,50,18873,472.0503231,11990.07821,0,900,12060,10770,3690,425.6100799,3066.172865,0,464
11.11,1,43.75,21760,3560.965095,6184.834113,0,2340,11280,150,0,1995.510234,0,0,464
0,1,0,0,443.7601727,221.8800863,0,6090,4710,780,0,130.7019706,0,242.2126461,464
11.11,0.9,44.44,19092,2258.036734,3010.715645,0,1650,9990,2070,0,1208.048083,0,0,464
16.67,0.9,37.5,30000,3136.183143,4181.577524,0,1530,5400,480,0,1286.550552,0,0,464
7.69,1.2,33.33,21632,1810.512391,3621.024782,0,900,10320,8760,0,1651.896225,682.8565758,201.7865694,464
0,1.1,28.57,25000,2952.747385,2952.747385,0,0,4590,3360,0,961.9516176,0,0,464
12.5,0.9,41.67,21688,2635.418684,5647.325752,0,0,12630,1140,0,1503.677409,0,155.1391025,464
10,0.9,42.86,25000,2837.24372,3215.542883,0,1020,11070,1620,0,1774.221858,0,0,464
20,1,40,18873,1567.448567,1763.379638,0,4500,8130,420,0,1093.066299,157.3061801,0,454
11.54,1,42.31,21710,8523.584606,15220.6868,0,0,4890,3570,0,0,1661.795566,0,453
0,0,0,0,0,0,0,6240,4710,2550,4290,0,0,0,464
0,1.8,0,70499,1756.439043,3512.878087,1020,16050,7860,0,0,2687.270083,0,0,464
0,2,0,0,58.29476959,116.5895392,28800,9750,5850,0,0,332.6528904,0,0,464
0,2.1,13.33,100000,436.3540182,610.8956255,14460,53550,17550,3360,0,4308.023383,0,0,464
3.7,1.6,11.11,54761,1262.564779,1578.205973,0,20100,11940,900,0,4119.701228,0,0,464
5.56,1.8,12.5,55189,502.3754071,418.6461726,26910,48390,14430,3000,0,4373.847744,0,867.1682467,464
0,1.3,10,50000,583.5060559,948.1973409,21600,5040,6330,2550,0,1891.047862,0,0,464
0,0,0,0,0,0,2940,450,1920,0,0,0,0,165.1678147,464
0,0,0,0,0,8334.571401,0,0,750,18540,24750,0,6007.349024,0,462
0,2,9.89,66999,639.3145506,790.0962842,199380,88920,133440,6360,0,26572.51549,235.4526419,1380.187278,464
0,2.1,11.76,69553,1734.499586,1583.673535,0,16920,17400,0,0,4823.84611,240.1754424,0,464
0,0,0,0,0,0,0,360,510,0,0,0,0,0,464
0,1.7,11.11,41547,1089.941299,1725.74039,0,18120,10230,0,0,2132.607844,0,0,464
0,2,0,18542,1060.9594,1768.265666,1650,3180,2460,0,0,507.5115306,0,0,464
0,1.7,16.67,35000,80.99048336,94.48889725,68490,10140,37800,40890,34380,827.4942678,2962.626981,23629.12092,464
0,2,0,0,768.4545277,768.4545277,0,2220,1110,0,0,271.1030505,0,0,464
0,2.5,0,200001,411.7741069,617.6611603,1830,10770,0,0,0,700.9971863,0,0,464
0,0,0,0,0,0,150,1980,0,0,0,0,0,0,464
0,0,0,0,0,0,0,7290,630,0,0,0,0,0,464
0,2.5,0,200001,215.2502547,3497.816639,0,28740,17730,1650,0,1575.338645,2625.776149,0,464
0,2,0,0,194.0634502,582.1903506,6540,6330,0,0,0,392.6422575,0,0,464
0,0,0,0,0,0,67500,16290,510,0,0,314.6456005,0,0,464
0,1.5,0,0,450.1112311,900.2224623,900,5040,4650,900,0,319.40921,0,0,464
12.5,0.9,40,30000,2332.647564,2915.809455,0,0,13290,0,0,2053.520274,0,0,456
0,1,0,0,155.006061,155.006061,3630,11280,1710,0,0,88.30920013,0,0,464
0,1.5,12.5,28958,666.9108271,917.0023873,0,27930,3240,0,0,1661.193302,0,0,464
4.76,1.8,2.44,45574,959.3327065,959.3327065,23610,77910,33270,0,0,11802.96213,450.4455401,0,464
3.85,1.4,24,26182,3508.146179,2850.368771,0,3300,16440,3810,0,3586.848684,0,0,464
0,0,0,0,0,0,0,0,360,0,0,0,0,0,464
3.33,1.4,25,26139,2453.766392,2453.766392,0,3300,12990,660,0,3068.242271,0,0,462
0,0,0,0,0,0,0,12120,5490,0,0,0,0,0,464
0,0,0,0,0,0,0,0,930,690,3960,0,0,0,464
0,0,0,0,0,0,12090,31950,14370,0,0,0,0,0,464
0,0,0,0,0,0,1980,180,0,0,0,0,0,0,464
0,0,0,0,0,0,36720,4890,360,0,0,0,0,0,464
0,0,0,0,0,4595.191688,0,32700,87120,98550,69030,0,23958.10553,0,464
0,0,0,0,0,0,0,5190,13560,5580,33660,0,4649.496161,0,464
0,0,0,0,0,0,0,22290,33300,13530,10770,0,104.4526566,0,464
0,0,0,0,0,0,0,0,1380,1590,0,0,0,0,464
0,0,0,0,0,0,0,0,5910,8460,570,0,300.772814,0,464
0,0,0,0,0,0,0,8490,3720,1650,88080,0,23771.86712,0,464
0,0,0,0,0,2267.779491,0,1050,7050,26460,6570,0,4256.133232,0,464
0,2,20,75000,270.6042276,180.4028184,34110,18240,3690,0,0,2509.326462,0,0,464
0,2,0,0,186.8260877,1681.43479,14280,2970,3330,4590,1860,272.1024483,1207.560351,0,464
0,2,8.33,60354,638.9428721,468.5581062,49080,8970,2670,0,0,2702.439176,0,0,464
1.59,1.6,8.57,42014,744.2386813,2516.235542,10650,78600,46320,9990,510,5105.128936,5025.058147,0,464
0,0,0,0,0,0,0,0,0,0,450,0,0,0,464
0,0,0,0,0,8276.515493,0,0,0,5910,22650,0,2134.310112,0,434
2.13,1.8,8.33,41275,965.6552289,1033.026524,21450,60990,32160,0,0,7298.797055,0,0,464
1.69,1.5,11.9,46990,3324.407792,3146.314518,0,25350,18180,30,0,4390.563924,0,0,464
0,0,0,0,0,0,0,0,8640,19530,300,0,0,0,464
0,0,0,0,0,0,0,4740,14490,3300,0,0,0,0,464
8.62,2.4,5.71,55494,1285.350475,2002.755391,0,62760,23130,900,0,5926.367807,0,0,464
4.17,1.9,5.41,66533,197.6464159,505.0963963,66780,148950,20160,0,0,6979.235459,374.7868256,0,464
3.7,1.9,5.77,64084,108.8922992,145.1897322,556590,61080,18120,0,0,4891.524165,0,0,464
0,0,0,0,0,9750.687413,0,5010,39330,25290,4620,0,3352.981385,0,464
0,0,0,0,0,0,0,0,900,0,0,0,0,0,464
0,0,0,0,0,0,0,0,840,1830,0,0,0,0,464
0,2.5,0,200001,1186.622778,2669.90125,0,690,7140,840,0,889.9312128,401.5697796,0,464
2.5,2.4,2.78,124571,832.687025,875.3889237,26460,63210,31800,0,0,11324.07578,223.5504855,0,464
4.17,2.5,0,120000,598.0898087,897.1347131,0,57870,11370,0,0,3930.027181,0,0,464
8.33,2,13.46,56604,342.5957212,358.168254,419970,29670,48270,870,0,13940.7781,735.89364,439.1339104,464
0,1.5,21.43,38733,2131.99541,2416.261465,0,5580,12300,360,0,2141.870938,0,0,464
0,1.6,9.52,37734,1762.801322,1930.687162,0,7410,20580,2880,0,3123.249993,672.3887544,0,464
0,1.1,28.57,25000,2304.520137,3744.845223,0,3240,5340,360,0,745.5926992,145.4481158,0,468
0,0,0,0,0,0,30,6420,720,0,0,0,0,0,464
0,0,0,0,0,0,0,6690,0,0,0,0,0,0,464
0,0,0,0,0,0,4110,23340,1590,0,0,0,0,0,464
0,1.4,0,29084,1072.155476,536.0777381,0,0,7590,6870,0,3354.231979,0,0,464
0,0,0,0,0,0,0,870,780,0,0,0,0,0,464
2.5,1.3,28.57,33394,623.4416675,4798.611622,0,37530,61290,35520,2820,3729.443393,6151.623556,3148.990542,464
0,0,0,0,0,0,34320,6060,450,0,0,0,0,0,464
0,0,0,0,0,0,0,45090,47550,450,0,0,0,0,464
0,0,0,0,0,0,0,7260,11100,20430,68400,0,8952.976689,0,464
0,0,0,0,0,0,43350,14970,7140,0,0,0,0,121.1097327,464
0,0,0,0,0,0,58830,38250,9600,600,0,0,0,0,464
0,0,0,0,0,0,40770,17760,2400,90,0,0,0,0,464
0,0,0,0,0,0,73530,69900,30090,24060,31770,0,7968.718424,0,464
0,0,0,0,0,0,0,1350,7170,4380,18660,0,1219.546856,0,464
0,0,0,0,0,0,0,0,0,6180,7890,0,1418.981285,0,464
0,0,0,0,0,0,0,810,60,0,0,0,0,0,464
0,1,50,18873,714.975724,953.3009653,0,15660,5700,300,0,598.4078523,0,0,464
0,0,0,0,0,0,2370,0,0,0,0,0,0,0,464
5.88,2.4,7.14,67652,543.8343472,652.6012166,19950,30990,18840,1650,0,3940.55739,0,121.2893864,464
3.62,1.4,15.78,57393,1725.080793,2358.716238,100890,261810,327630,88710,1650,81211.23689,7921.682529,157.5611009,464
0,1.8,6.67,53033,227.4086105,1591.860274,16800,45180,66150,38940,15030,9252.504214,4874.184626,0,464
0,0,0,0,0,0,0,7080,8100,1350,0,0,0,0,464
0,0,0,0,0,4329.720234,0,0,1350,16770,5850,0,752.9920533,0,464
0,1.8,7.69,41302,281.0955742,942.4969252,69240,33750,29370,17070,7260,2379.888556,0,3071.011298,464
0,0,0,0,0,0,10740,25140,90,0,0,0,0,0,464
0,1.5,50,0,988.8806921,659.2537948,0,0,6540,1020,0,880.6683984,0,307.6018506,464
3.26,1.6,7.41,39805,1741.629113,2279.485162,7380,61710,19800,8700,3480,4809.917161,3084.439666,0,464
0,1.6,0,51991,2717.218223,1358.609112,0,5400,2130,0,0,1033.525312,0,0,464
6.25,1.4,28.57,30858,435.5286467,358.6706503,16170,80520,4530,0,0,4010.19947,0,0,464
0,0,0,0,0,0,0,570,0,0,0,0,0,0,464
5.26,1.9,7.69,52611,678.2396394,1017.359459,0,39930,5940,0,0,2615.140547,0,0,464
10,1.6,30,50000,1140.439646,1491.344152,0,54270,4890,0,0,4772.201502,0,0,464
0,1.9,14.29,60727,405.6109958,593.9303867,261240,226260,41580,6750,0,14184.68279,479.572311,80.51712086,464
0,1.9,15.79,57028,217.0621773,803.1300559,157020,36840,18960,21240,4500,3065.74095,3842.917552,691.5269754,464
0,2.1,0,75000,4658.207939,6728.522578,0,2940,2130,0,0,227.6193803,0,0,464
0,1.5,12.5,37784,1215.860773,994.7951777,0,13380,8280,1710,0,1548.34795,0,0,464
2.42,1.9,32.93,52817,572.3213604,684.541235,183630,165930,103830,8400,0,19473.18719,1272.696392,661.5630486,464
0,2,0,0,1759.21295,1759.21295,60,1290,150,0,0,138.8061923,0,0,464
0,0,0,0,0,0,0,1500,0,0,0,0,0,0,464
0,0,0,0,0,0,0,1020,270,0,0,0,0,0,464
0,0,0,0,0,0,0,1770,480,0,0,0,0,0,464
0,0,0,0,0,0,1080,11370,0,0,0,0,0,0,464
15.38,1.1,22.22,31741,2563.797763,4395.081879,0,0,6690,7410,0,2453.390297,0,0,447
0,0,0,0,0,0,0,30,150,0,0,0,0,0,464
5.88,1.8,0,43539,2017.942974,2738.636894,0,12840,5160,0,0,1523.661193,0,0,464
3.7,1.4,20,45382,1360.46737,1813.956494,0,6600,27660,0,0,4065.902223,0,0,464
0,0,0,0,0,1488.608209,0,22380,58620,48720,26670,0,0,9938.808083,478
0,0,0,0,0,0,0,0,2970,2430,0,0,0,0,464
0,1.4,45.45,15578,594.3579462,2543.85201,930,41100,44220,17970,4710,2891.673046,166.64828,8301.453148,516
3.76,1.4,5.61,35053,1050.755738,1599.198977,531630,427560,313500,194760,48030,58487.49241,34668.02948,75.65748848,465
0,0,0,86124,1017.71024,508.8551199,0,32730,7980,0,0,4110.21878,0,208.6041089,464
0,0,0,0,0,0,0,0,0,5340,1680,0,333.7449474,0,484
7.14,1.3,33.33,29305,1268.55436,11416.98924,0,0,3060,12000,7350,2136.220291,1452.239416,367.0677268,440
6.25,0.9,29.55,33404,9334.528922,7000.896691,0,0,780,10320,0,1121.46638,758.3763121,0,462
0,0,0,0,0,0,0,0,0,810,1260,0,0,0,464
0,0,0,0,0,0,3990,1680,6780,18090,2880,0,0,0,464
0,0,0,0,0,0,0,1890,5790,1050,1650,0,0,0,464
11.11,1.9,10,38022,459.8497885,783.4477879,66510,65310,19980,0,0,5664.158788,0,0,463
0,0,0,0,0,0,0,3300,5760,0,0,861.1802889,0,0,464
0,1.6,33.33,37447,811.428321,1768.91374,11820,111720,30480,5430,0,1757.417091,4684.266917,0,469
1.09,1.5,7.81,31547,673.2137157,1204.199182,178890,68970,25410,0,0,2475.370156,5823.870813,0,460
0,0,0,0,0,0,3180,1530,30,0,0,0,0,0,464
2.29,1.6,12.38,35364,995.1996285,1825.838688,93930,125340,63630,37470,10080,13354.2798,2021.174565,533.574425,464
0,0,0,0,0,0,570,0,0,0,0,0,0,0,464
7.69,1.5,25,18542,342.9796497,4458.735446,0,1710,13530,12990,1980,3801.702093,0,0,464
0,0,0,0,0,0,0,180,1920,1920,0,0,0,0,464
0,1.4,20,43539,2960.38783,2170.951075,0,9990,3120,0,0,895.2630435,0,0,464
6.67,1.6,23.53,31967,2987.684615,3129.955311,3180,4620,9450,660,180,1743.085895,0,0,464
7.69,1.5,25,25000,1653.732755,1399.312331,0,14610,5820,0,0,2156.879779,192.2656848,0,464
0,0,0,0,0,15216.33389,0,0,0,3030,5190,170.4132285,1424.073493,0,441
0,0,0,0,0,13499.0996,0,0,750,9510,6090,0,1563.595141,0,524
0,0,0,0,0,0,0,0,0,1380,0,0,0,0,464
0,0,0,0,0,0,0,0,0,8010,3270,0,917.5276234,0,464
2.46,1.7,6.54,55225,657.0460214,1663.712861,93720,210810,92760,25380,6600,21126.30524,8050.92992,0,464
0,0,0,0,0,24982.78963,0,0,420,9180,130140,0,66341.22084,0,464
0,0,0,0,0,1937.690235,31080,2580,7980,0,0,0,554.4482734,0,464
4.35,1.9,9.09,45923,682.107324,3832.793535,0,18900,40020,20580,270,4733.472253,4993.239542,0,464
9.09,1.8,15,54987,1091.565616,1284.194842,4560,23970,11850,0,0,3352.039165,0,0,464
7.79,2,12.14,58046,388.4063165,422.9313224,581280,244230,71190,3420,0,33042.80137,0,291.1520467,464
5.56,2.1,11.76,60000,933.2045055,1866.409011,0,21840,15960,5580,6750,2973.909742,1672.927831,0,464
9.09,2,13.04,60113,1060.363039,1567.493188,0,20250,26970,6780,2160,4746.825105,880.3180182,0,464
0,1,0,0,195.0725164,75297.99135,0,0,0,180,13110,0,4779.527951,0,459
5.56,1.6,13.33,45276,1971.864506,1213.45508,0,8730,8040,0,0,2103.263874,0,0,464
0,1.6,5,82186,1788.169791,1747.529569,0,4830,53220,5910,0,10719.34316,0,0,464
2.78,1.8,5.26,75000,2866.484756,1375.912683,0,10710,11910,0,0,3496.063749,0,0,464
0,0,0,0,0,0,0,0,900,0,0,0,0,0,464
1.18,1.8,5.13,67631,2876.35826,1610.760626,0,21930,22920,0,0,7292.605982,0,0,462
0,1.6,0,29084,989.1125944,989.1125944,0,12990,5280,0,0,1293.18227,0,0,464
4.76,0.9,29.17,35000,5702.07881,18246.65219,0,0,4380,6600,2640,1865.235966,1538.81834,0,325
0,0,0,0,0,0,0,0,0,7260,6630,0,0,8168.215257,464
0,0,0,0,0,0,0,0,210,5280,0,0,0,0,462
0,0,0,0,0,0,0,0,0,360,1860,0,0,0,459
0,0,0,0,0,54317.95175,0,0,0,780,12570,0,5301.789939,0,753
8.33,0,0,31967,4657.213882,168963.7196,0,0,0,630,13380,0,6229.75197,0,120
0,0,0,0,0,66955.59216,0,0,3030,9540,150,0,1988.64689,0,420
0,0,0,0,211.2145237,17742.01999,0,0,0,0,12210,0,2464.08088,1827.942232,464
0,0,0,29226,2760.127844,209156.3544,0,0,0,60,8490,0,3871.62965,0,464
11.11,1.6,17.65,29028,4414.68633,47864.49389,1920,0,0,9210,0,724.1010117,837.0724967,0,532
0,0,0,0,0,1120.144989,0,0,150,3090,10590,0,419.6273894,0,625
0,0,0,0,0,0,0,0,210,5970,18660,0,0,0,464
0,0,0,0,0,0,0,2880,5430,960,0,0,0,0,464
0,0,0,0,0,0,0,0,0,6510,1560,0,0,0,464
0,0,0,0,0,0,0,0,30,630,1050,0,0,0,464
0,0,0,0,0,0,0,0,0,30,11400,0,924.8048302,0,468
0,0,0,0,0,0,0,0,0,7080,2610,0,0,0,471
0,1.7,15.62,45225,1192.771848,1223.355741,4950,74280,5280,0,0,6166.754756,0,0,464
1.37,1.5,12.75,46676,2812.366275,2574.701519,0,155970,40200,0,0,17719.46511,0,189.2432081,464
7.89,1.6,21.74,31021,1967.84154,2038.121595,0,25740,11130,0,0,3783.176489,0,0,464
0,0,0,0,0,0,90,1560,0,0,0,0,0,0,464
0,0,0,0,0,0,91440,3660,6570,9930,10890,0,0,0,464
0,0,0,0,747.8437972,5234.90658,0,0,3090,3480,600,0,1412.547253,0,477
0,2,0,0,266.2637445,4526.483656,0,0,8730,990,0,186.0547071,1003.839374,219.2800251,477
0,0,0,0,0,14705.29682,0,0,570,2910,3360,0,1768.418411,0,476
0,0,0,0,0,0,0,0,480,270,0,0,0,0,464
0,2,0,0,1.732243783,2885.918142,637620,71640,217080,354120,214740,0,17619.44994,4948.82788,464
0,0,0,0,0,0,0,0,8370,2880,390,0,0,0,464
0,0,0,0,0,0,30,360,5310,2130,0,0,0,0,464
0,0,0,0,0,0,30,0,0,0,0,0,0,0,464
0,1.7,16.67,41302,2472.671105,1854.503329,0,2610,5820,0,0,1321.349185,0,0,464
0,1.7,6.67,52078,831.9399535,970.5966124,4050,40800,11220,0,0,2705.417502,0,0,464
0,1.7,6.67,52078,1528.61732,1689.524406,1080,17610,13380,0,0,3161.222612,0,0,464
0,0,0,0,0,0,0,5550,13350,3000,0,2259.071329,0,0,464
0,0,0,0,0,0,630,6480,3780,1770,0,0,0,0,464
0,0,0,0,0,0,0,0,0,1950,990,0,0,0,464
0,2.3,0,113597,534.195503,582.7587305,91200,36990,31740,0,0,9408.057421,0,0,464
0,0,0,0,0,0,89310,7320,900,0,0,0.409101508,0,0,464
0,0,0,0,0,2151.218698,0,3630,12330,35220,17430,0,16757.90306,58.62222055,464
0,1.5,9.09,40213,1612.443546,1254.122758,0,5160,9150,90,0,1306.633981,0,33.8609604,464
0,0,0,0,147.6565885,6053.920129,0,2070,2460,11310,1650,103.7781022,4273.399038,0,464
0,2,0,0,77.08920093,2852.300435,0,900,12210,17790,2640,0,5153.456625,5.178307304,464
0,0,0,0,0,0,0,30,11250,78030,283200,0,0,0,464
0,2,0,0,87.8557045,1229.979863,0,2640,14100,12540,240,325.9420295,559.8155328,0,464
50,0,40,19014,35.63004382,4229.795202,41970,89790,114960,134850,127380,0,33624.61433,51588.56099,386
0,1.8,8.33,64286,5221.612689,1392.43005,0,3420,3330,900,0,1167.647797,0,0,464
0,1.9,0,66999,1474.103115,1105.577336,0,9150,11160,780,0,2596.891696,349.646553,0,464
0,1,0,0,572.4996822,2862.498411,0,0,4290,4020,690,532.3719821,830.8561565,0,464
0,0,0,0,0,0,0,2430,21750,56280,137490,0,0,0,464
6.67,1.5,9.52,37745,1750.821183,1647.831702,0,7260,17730,120,0,2164.220663,0,213.9560667,464
6.25,1.5,6.67,37346,95.70482718,1757.488645,0,13320,80310,114030,90150,1932.555808,16890.17599,46533.2843,456
0,0,0,0,0,766.8471744,0,0,0,60,6660,0,757.2892461,0,465
0,0,0,0,0,0,0,0,2130,1110,0,0,0,0,464
0,1.2,40,15000,2602.720014,2230.90287,0,0,330,6600,0,1043.538819,204.5449468,0,439
0,1.3,42.86,25000,3777.279387,4155.007326,0,0,2670,3090,1110,670.7379086,286.348884,0,396
0,0,0,0,0,0,409140,22950,6870,180,0,0,0,0,464
20,1.2,33.33,18542,1189.24681,2208.601218,0,8040,6930,210,0,623.1553921,156.8979543,0,464
25,0,40,15000,1266.121733,2954.284043,0,0,11280,960,0,0,0,0,464
14.29,1.2,27.27,18542,1705.133175,2325.181602,0,1260,6960,6630,1800,1236.07314,1998.750268,0,464
19.05,1,28.57,25000,2711.754195,6666.39573,0,90,21270,1650,0,3802.068148,0,0,464
12.5,1.3,33.33,18542,3939.569542,6237.651774,0,0,3780,4110,0,1792.335756,0,0,464
19.44,0.9,31.58,25000,3906.426985,5108.404519,0,1650,31440,1320,0,6022.604085,0,0,464
22.22,1.3,33.33,17573,2409.0737,2810.585983,0,1950,14070,3360,0,2564.47254,98.86920862,76.76110683,447
18.18,1,33.33,25000,2594.711431,5448.894005,0,900,7230,1890,0,1321.011803,298.814774,0,464
17.65,0.8,53.51,14182,4787.667381,8253.366903,0,10890,42330,18360,900,1879.955296,9681.695465,169.9021758,476
12.5,1,27.27,25000,2566.405222,1381.910504,0,4860,7890,210,0,983.4477667,0,0,464
4.76,1.2,31.25,25000,2692.833355,4110.114069,0,2940,15330,0,0,2496.001527,0,50.61775019,464
0,1.2,33.33,25000,2134.192305,1867.418267,0,750,8970,0,0,1296.601227,0,0,464
9.09,1,30,35000,3906.145374,3004.727211,0,0,3210,5550,0,1305.228575,0,0,462
9.09,1,33.33,29084,3019.55918,2516.299316,0,0,8730,1590,0,1172.392604,0,0,464
