Percent Unemployed,Vehicles per Household,Percent below poverty level,Median income,Household Density,Daytime Population Density,Undeveloped area,Developed open area,Developed low intensity,Developed medium intensity,Developed high intensity,Residential area,Commercial/Industrial area,Other area,Net Passengers
10.2,1.3,35.48,23786,3445.082598,6448.48794,0,0,17790,11610,0,5799.862497,0,0,455
20,1.2,40,29084,3089.519084,4634.278626,0,0,7650,6780,750,1328.342034,752.1189653,0,464
7.69,1.3,33.33,18750,3443.401282,5634.656643,0,0,4740,3630,0,1309.952018,0,0,464
9.09,1.2,33.33,18873,3420.426743,2880.359363,0,1650,8010,4710,0,2667.548142,0,0,464
0,0,0,0,0,0,0,0,30,6300,12210,0,8188.192016,0,464
8.7,1.3,35.29,25000,3072.361506,5963.995864,0,0,9690,4650,0,2669.574168,0,0,464
0,0,0,0,0,0,0,0,4110,6570,0,0,0,0,464
7.14,1.7,16.67,50000,510.2926223,728.9894605,810,62220,7920,0,0,3514.27561,0,0,464
0,0,0,0,0,0,0,990,0,0,0,0,0,0,464
5.26,1.7,15.79,51627,669.8756263,592.5822848,12480,80760,7200,60,0,3433.669348,0,0,464
0,1.5,10.53,47480,2168.915477,1697.412112,0,15660,11850,0,0,2663.587562,0,0,464
0,1.9,12.5,54062,1367.814052,1563.21606,0,5730,7530,0,0,1825.134717,0,0,464
0,0,0,0,0,0,0,2670,18720,10710,570,0,0,0,464
0,0,0,0,0,0,0,0,11970,2910,0,0,0,0,464
0,0,0,0,0,0,0,0,660,1140,0,0,0,0,464
0,2.1,0,91465,688.3884418,677.2854024,0,84840,113730,32730,1920,14881.50365,3402.910249,0,464
0,0,0,0,0,0,0,0,0,150,660,0,0,0,475
0,0,0,0,0,0,0,0,240,1890,90,0,0,0,464
0,1.8,11.11,60550,3815.266756,2543.511171,0,2160,3990,0,0,919.792749,0,0,464
0,0,0,0,3899.847545,0,0,0,690,0,0,0,0,0,464
0,2.5,0,200001,795.48942,1590.97884,0,0,6450,0,0,889.8189573,0,0,464
0,2.1,2.7,138543,458.7017654,562.9521667,145140,78510,23910,0,0,14264.91334,0,0,464
0,0,0,0,0,0,0,210,8310,0,0,0,0,0,464
0,0,0,0,0,0,0,0,900,120,0,0,0,0,464
0,1.7,0,29084,234.7992059,293.4990074,30000,9090,4230,810,0,1650.910182,0,0,464
0,0,0,0,0,0,1380,2820,1950,0,0,0,0,0,464
0,2.1,0,170715,710.4638834,710.4638834,0,15480,6330,0,0,2294.303617,0,0,464
0,0,0,0,0,0,14160,360,0,0,0,0,0,0,464
0,0,0,0,0,0,0,0,9150,0,0,0,0,0,464
5.74,1.4,5.44,46488,4626.743023,4094.462852,53640,39480,30060,3150,0,8112.374437,0,0,464
9.52,2,0,60000,1968.97646,1890.217402,0,28140,3870,900,0,6490.843404,0,0,464
6.98,2,14.29,60092,2220.255509,2677.366938,1650,26190,8490,3300,0,7787.262777,0,0,464
0,0,0,0,0,0,0,420,0,0,0,0,0,0,464
0,0,0,0,0,0,2580,630,0,0,0,0,0,0,464
0,0,0,0,0,0,3030,720,0,0,0,0,0,0,464
0,1.6,10,45195,758.5523885,758.5523885,18180,22710,30,0,0,1848.689666,0,0,464
0,2.2,0,200001,35.46538534,53.19807802,263280,27960,1320,0,0,2526.009443,0,0,464
0,2.4,3.7,62597,158.178696,138.406359,446640,59100,16200,1920,0,6212.636601,386.2141201,227.8419939,464
0,1.5,27.27,60550,1179.043006,634.8693111,1080,23580,2790,1080,0,1446.456927,0,830.4599555,464
0,0,0,0,0,0,764760,330,1110,0,0,0,0,0,464
0,2.2,18.18,59809,782.6174229,1173.926134,0,19500,25770,1080,0,1349.286714,1190.921403,426.5004587,464
0,1.6,15.38,35000,390.835727,566.7118041,1800,49560,57360,19440,4470,3533.989539,3898.734023,317.830074,464
4.17,1.7,10,36896,328.7663677,657.5327354,80820,58440,30480,18600,8370,3530.179415,5331.531062,137.0006318,464
0,0,0,0,0,0,4290,8460,510,810,240,0,0,0,464
0,2.3,0,200001,699.7995334,699.7995334,5370,1800,3930,0,0,820.9198575,0,0,464
0,2,0,0,673.995313,336.9976565,0,0,930,5730,1020,101.9682201,0,0,464
0,2,0,0,197.4622018,197.4622018,6030,7080,0,0,0,0,0,0,464
0,0,0,0,0,0,1912020,46830,7110,8940,26610,27.24001897,0,0,464
0,0,0,0,0,0,150330,18330,2850,9690,23640,0,0,0,464
0,0,0,0,0,0,480,90,0,0,0,0,0,0,464
0,2,0,0,348.6621393,348.6621393,12690,2250,0,0,0,455.9757329,0,0,464
0,0,0,0,0,0,270,30,0,0,0,0,0,0,464
0,1.2,14.29,35000,30.05255717,28.47084364,1539780,95520,900,750,0,6375.409903,368.7676766,313.7608121,464
0,1,0,0,267.784989,267.784989,9630,150,0,0,0,106.1883549,0,0,464
0,0,0,0,0,0,0,330,0,0,0,0,0,0,464
10,1.2,33.33,18750,1660.891307,1937.706525,0,6300,12090,330,0,1930.934692,0,0,464
0,0,0,0,0,2282.281152,513870,118980,122310,68160,18090,0,1266.843337,0,464
0,1.5,0,40584,61.49252243,49.19401795,137190,50730,16290,5460,750,778.9784242,0,1106.074775,464
2.52,2.1,12.31,51852,346.6217779,482.933713,175770,328590,115020,42420,3240,32376.8028,0,947.7169985,464
0,2,0,0,333.6329828,0,0,240,6930,630,0,0,0,0,464
0,0,0,0,0,0,0,0,720,9810,8670,0,1811.923575,4431.537405,464
0,0,0,0,0,15005.47504,0,150,2490,10920,12210,0,3514.455063,0,464
0,0,0,0,0,14943.00802,0,0,750,5700,4320,0,1631.204627,0,464
0,0,0,0,0,0,0,0,510,2970,180,0,0,0,464
0,0,0,0,0,0,0,0,300,0,0,0,0,0,464
0,1.6,12.5,50000,609.5092948,7618.866185,0,11670,8460,8370,5490,488.1741637,1470.009263,5358.376587,467
2.86,1.8,5,68260,3095.442921,1490.398443,0,3480,19140,0,0,3590.51566,132.4827572,0,464
4.63,0.9,30,33001,22390.82401,16020.21299,450,0,5820,17310,4080,1451.908061,5131.803515,1422.971804,464
0,0,0,0,0,44506.495,0,0,0,0,12960,1114.207821,0,6828.991413,597
7.32,2.2,13.04,54361,396.5410157,396.5410157,64920,43980,29400,26040,25200,4286.142169,1072.75874,827.3770561,464
0,0,0,0,0,0,0,660,8250,13620,180,0,0,0,464
5.71,0.9,30.95,33196,6549.602888,13273.86185,0,0,0,6180,23520,1409.253068,8045.519503,0,208
0,1.7,6.25,53051,6330.823704,4304.960119,0,0,6480,3840,0,3461.596834,246.2113802,0,464
0,0,0,0,0,1288.18851,0,540,14160,12210,13320,2.242198751,2953.77182,0,464
0,1.6,7.69,60675,3180.258297,3445.279822,0,0,960,6240,2550,861.608552,1196.53871,0,464
0,0,0,0,0,846.4095859,0,0,0,6210,2940,0,318.08349,0,458
0,0,0,0,0,4386.984277,0,0,570,2340,7470,0,1661.57151,0,470
0,0,0,0,0,0,0,0,0,0,1110,0,0,0,464
0,1.5,0,60354,5816.045096,3998.531004,0,750,4620,1740,90,2681.793897,0,0,464
0,0,0,0,0,0,0,0,0,870,270,0,0,0,464
0,0,0,0,0,0,0,0,900,5610,780,0,0,0,464
0,1.5,12.5,60354,5527.327304,3454.579565,0,0,990,6420,0,2252.616109,0,0,464
0,0,0,0,0,0,0,0,150,660,0,0,0,0,464
0,0,0,0,0,2495.92384,0,0,0,1620,4560,0,553.1695658,0,463
21.43,1.1,41.67,15000,920.5381293,1104.645755,8130,44940,18780,10860,1740,3208.823077,923.6603745,0,568
21.43,1.1,40.91,15000,1171.803757,2845.809124,16920,31680,27600,1080,0,3810.847563,776.7106791,181.2804432,464
0,0,0,0,0,4438.432384,0,0,0,4140,6390,0,1062.777605,0,464
0,1.4,45.45,15578,2118.062988,3177.094483,0,900,14820,8820,0,2596.525264,939.0050156,0,503
0,2,100,0,89.24135309,2320.27518,0,0,8550,16710,3840,0,4405.713352,0,472
5.88,1.9,7.14,56314,1511.467321,1395.200604,0,15180,7080,0,0,1874.788526,226.7938734,0,464
11.11,1.9,14.52,55895,1456.803154,1712.382654,0,63060,38250,0,0,9019.648875,0,0,464
0,0,0,0,0,0,1080,3120,1110,0,0,0,0,0,464
0,2,0,75000,505.701138,252.850569,14520,5850,0,0,0,718.1059599,0,0,464
0,0,0,0,0,0,270,5280,1260,0,0,0,0,0,464
0,1.6,14.29,35000,1260.788589,1375.405734,2400,9780,4350,6030,0,1552.949931,934.0925604,260.1114078,464
0,1.6,7.14,35764,439.3112106,431.0223198,180840,71490,41520,18900,0,4306.757841,0,449.690217,464
0,0,0,0,0,0,0,990,10200,360,0,0,0,0,464
0,1.6,11.11,41420,1254.707616,1254.707616,0,10650,12300,0,0,2170.779703,0,0,464
0,0,0,0,0,0,0,2070,7020,0,0,0,0,0,464
14.29,1.1,25,28958,381.9391998,572.9087997,9810,41430,2940,0,0,910.069163,0,602.8494682,464
0,1.6,14.58,31524,1492.287414,3006.52023,0,57270,40410,16050,4140,6977.357579,3625.525825,162.8488087,464
0,0,0,33588,34301.9334,32810.545,0,360,1350,0,0,361.0343174,0,0,464
0,0,0,0,0,0,0,0,8760,0,0,0,0,0,464
0,0,0,0,0,3133.527413,18570,54630,34140,31350,35670,0,22641.05749,0,464
0,0,0,0,0,15068.45931,0,0,9840,30600,28590,0,24847.78969,0,464
0,1.6,6.67,41192,2668.60843,2163.736565,0,15330,18060,2400,0,3625.066942,336.4439424,41.37823323,464
0,1.6,5.56,36357,2209.108867,2209.108867,0,17190,14370,0,0,3299.447737,0,0,464
0,1.7,9.09,37784,1418.356779,1805.181355,0,11550,8520,0,0,1672.380776,0,0,464
0,0,0,0,0,3851.521725,60,2250,2790,4350,2010,0,930.0681969,0,464
3.03,1.6,30.77,41023,1716.996698,1493.040607,0,27810,6900,0,0,3281.183844,0,0,464
0,1.4,14.29,41302,4133.586621,4650.284948,0,1920,3150,0,0,673.6879624,0,0,464
0,0,0,100000,2657.986903,3986.980355,0,2940,1800,1080,0,1597.420312,0,0,464
0,0,0,0,0,0,15210,3270,13860,22080,9420,7.791144773,0,0,464
0,2.3,0,100000,557.8489985,418.3867489,14190,19560,3090,0,0,2888.848271,0,68.86497476,464
5,1.9,9.09,79776,2058.921424,4804.149988,2880,9240,3120,0,0,1481.923908,105.8440643,0,464
0,1.5,0,35000,490.4111073,326.9407382,11820,16800,2940,0,0,1727.012207,0,0,464
0,1.9,0,75000,1410.369253,1234.073096,750,7530,6210,0,0,1120.417983,0,0,464
0,0,0,0,0,0,1223580,11940,2670,3810,150,0,0,0,464
1.01,0,2.1,96001,367.8133685,301.9363473,1158300,566940,153990,6270,1890,61115.15988,2182.565372,230.8719322,464
0,1.6,5.26,38153,1155.901832,1557.954643,0,30360,19410,1650,0,4130.146013,0,0,464
0,1.6,7.14,37593,1770.501608,1770.501608,0,6630,18180,0,0,2997.422123,0,0,464
3.7,0.8,33.33,35000,7114.474227,7114.474227,0,0,0,8250,5160,3296.425356,0,0,409
3.85,0,0,33726,22894.54352,20237.14115,0,0,3870,8610,180,2728.885612,325.2781418,0,439
0,0,0,0,0,0,0,0,0,11250,2280,0,0,0,462
0,0,0,0,0,0,0,0,0,7950,5580,0,6825.135558,0,461
0,0,0,0,0,1682.996163,0,0,2190,6750,330,0,0,0,1019
0,1,0,0,115.967993,9857.279402,0,0,4620,14010,3840,0,844.8702558,0,464
0,0,0,0,0,23027.05361,0,0,0,120,6300,0,549.7196785,0,464
8.33,1.6,20.45,30224,2077.604009,1966.303794,6840,15000,35370,10800,1830,6657.918016,0,0,459
0,0,0,0,0,14673.50318,420,0,0,6870,6900,0,1247.856764,0,453
0,0,0,0,0,0,0,0,450,1950,0,0,0,0,464
0,0,0,0,0,16010.37408,0,1320,8520,27900,59370,0,37969.68002,0,464
0,0,0,0,0,0,0,0,0,690,210,0,0,0,464
0,0,0,0,0,0,0,0,0,2490,240,0,0,0,464
0,0,0,0,0,545.9526087,0,0,2100,9090,12540,0,1255.208042,0,464
0,1.4,40,15000,321.2716657,257.0173326,0,24300,11730,3420,780,639.3330247,264.6197507,0,478
0,1.3,44.44,15000,1048.668384,2097.336768,0,7890,11910,0,0,1007.870486,355.3148975,696.976193,464
0,1,50,15000,296.4637503,197.6425002,0,8460,16680,990,0,295.4529368,0,0,467
0,1.4,47.06,15710,5669.981538,9922.467692,0,0,11310,1470,0,0,0,1988.630503,468
0,2.5,0,50000,1297.089833,1037.671866,0,8610,1350,0,0,1012.247806,0,0,464
6.85,2.2,11.36,53625,1715.841854,2296.588328,0,73770,20970,840,2400,8051.985799,1177.33479,0,459
6.38,2.2,11.11,54871,2839.434966,2113.067882,0,6630,32490,0,0,6247.577346,0,0,464
22.86,0.9,41.67,17480,2496.539179,7930.183274,0,2730,9480,4620,750,1928.364531,639.0669478,0,464
0,0,0,0,0,0,690,2430,10410,1950,2880,0,0,0,464
22.22,1,44.44,18750,1860.031522,2029.125297,0,0,12060,2850,390,1849.967073,0,0,463
18.75,1,42.86,17480,2710.08839,3794.123746,0,1650,11850,750,0,1933.437756,0,0,464
0,0,0,0,0,0,0,3180,9990,12150,5970,0,1199.973247,0,464
0,0,0,0,340.8238553,852.0596383,0,0,1650,10020,3480,0,1821.463593,1461.529207,464
6.06,2.1,11.11,52758,2313.013155,1899.975091,0,16740,14640,0,0,3138.578364,0,0,464
0,0,0,0,0,585.6160208,0,0,6390,37050,45090,0,32897.47406,0,464
0,0,0,0,0,2837.538064,119520,91950,103890,161070,111540,0,57068.39456,10500.80949,464
7.14,1.5,7.14,38740,1690.84614,2305.699282,0,1380,13410,2100,0,1754.698582,438.6226248,0,464
0,1.4,10,40584,1385.238519,1385.238519,0,420,13230,2970,90,1131.003223,851.4417303,0,464
0,0,0,0,0,0,13410,13140,11100,390,0,0,0,0,464
11.54,1.9,13.64,55627,1427.457892,1878.234068,0,17460,16980,0,0,3652.794611,0,0,464
6.67,2.1,0,69080,795.1961722,993.9952153,0,22530,16680,0,0,2732.240646,187.629423,0,464
0,1,0,0,1041.690628,1562.535941,0,420,4560,0,0,731.3429041,0,0,464
6.67,1.7,16.67,45195,2929.930384,1757.958231,0,2880,9450,1020,0,1990.003712,124.76164,216.2707636,464
0,0,0,0,0,2214.749881,11970,78240,80220,91530,54630,0,27477.07516,397.7781018,456
5.56,1.6,20,32003,2140.163268,1992.565802,0,28410,6780,0,0,3089.672174,0,0,464
3.92,1.5,18.18,41089,2745.460793,2358.776175,7290,38790,16980,3930,0,3177.094611,4165.877253,0,464
5.56,1.5,20,39362,2036.360866,2193.00401,0,25050,7920,0,0,2482.812349,0,0,464
4.21,1.5,11.21,47151,504.3852682,693.0761599,263040,334410,95490,19530,1020,19773.77554,2330.094992,280.941112,464
0,0,0,0,0,0,61110,37740,19860,3270,0,0,0,0,464
0,0,0,0,0,177.2385369,122100,37560,67260,97260,157980,202.0844576,3218.005441,82732.92923,464
0,0,0,0,0,0,24390,31230,37080,6690,2070,0,1884.024791,0,464
0,1.7,7.69,43750,2361.988282,3100.109621,0,5580,12150,0,0,2008.200603,0,0,464
0,1.3,0,50000,2086.346033,4172.692065,0,0,3240,600,0,409.3226589,0,0,461
0,1.8,0,40901,1701.198068,2211.557489,0,1890,7200,5400,900,932.4864993,1982.990965,0,461
2.78,1.9,5,45079,1889.784436,1819.79242,0,27420,9480,0,0,3811.542357,0,0,464
0,1.6,12.5,45079,2235.643185,2012.078867,0,2880,8790,0,0,1510.12372,0,0,464
0,1.9,0,64329,1593.203528,1138.00252,0,8280,11130,2760,660,2178.793782,456.7596028,0,471
0,2,0,68533,1590.530664,1590.530664,0,5490,10470,180,0,1296.414817,0,0,464
0,1.9,0,63384,2260.412179,1196.6888,0,6510,12870,0,0,2038.228963,0,149.9357393,464
7.27,1.5,10.64,33788,1822.496605,2287.814887,0,38190,27270,1410,0,5913.034995,0,0,464
7.14,1.5,14.29,36603,1737.239201,1870.872986,0,6120,13230,0,0,1884.092844,0,0,464
7.69,1.5,9.09,32607,918.3477753,3979.507026,0,11340,7530,4380,2160,1577.980672,1182.788193,0,464
9.09,1.6,13.04,33775,1871.435575,2317.015473,0,15270,12990,780,0,3091.631189,294.6663443,0,464
5.26,1.5,9.52,35000,1187.047589,4550.34909,0,10890,17340,3810,7080,2968.900705,2901.293537,0,464
5.88,1.6,11.11,35000,2072.713959,2245.440122,0,5340,9660,0,0,2117.43903,0,0,464
0,0,0,0,0,0,60,0,3330,17190,600,0,0,0,464
0,2,23.64,43022,417.4836391,524.0752065,101790,99480,53490,15900,19950,7635.19352,3566.688807,720.4809512,464
0,1.7,33.33,62500,416.0797767,416.0797767,0,10080,2400,0,0,498.7826717,0,0,464
0,0,0,0,0,6880.979139,2010,1680,8670,22950,36420,0,11775.45325,0,464
1.52,1.8,2.17,86016,1522.033433,1349.727761,750,61680,27720,0,0,10551.97388,0,0,464
0,2.3,3.77,120990,1923.647828,2441.553013,0,24120,43860,2160,0,9956.225553,710.8341345,142.7180697,465
0,0,0,0,0,0,6840,3060,450,0,0,44.1606744,0,0,464
0,0,0,0,0,0,0,3930,9270,0,0,0,0,338.6772129,464
0,2.1,0,170715,1684.435803,1403.696502,0,1830,7410,0,0,2056.519028,0,0,464
0,0,0,0,0,0,19590,9930,7260,1440,0,0,0,0,464
0,0,0,0,0,0,0,420,2070,30,0,0,0,0,464
0,0,0,0,0,0,0,30,540,0,0,0,0,0,464
0,0,0,0,0,0,70890,5580,960,0,0,61.56962047,0,0,464
2.08,1.8,10,69553,1613.506674,1180.61464,0,44190,21690,0,0,5568.735118,0,0,464
0,2,0,87500,1773.983853,591.3279509,0,1620,2790,0,0,547.9386159,0,0,464
0,2.5,0,200001,1910.900638,1910.900638,0,4920,510,0,0,574.0509184,0,0,464
0,2,0,0,965.2979497,482.6489748,0,0,2100,2400,840,0,481.5765984,14.529406,464
4.26,1.9,10,52078,1346.361542,1871.770924,7260,57120,14550,0,0,5789.007635,146.6919201,0,464
0,0,0,0,0,0,13320,7380,6540,1050,180,0,0,0,464
7.32,2,13.33,62069,202.262438,236.9359988,353430,47220,37110,10440,0,6900.37588,233.5762765,0,464
5.61,1.5,3.85,47198,2438.124081,2076.026445,450,51600,41070,13980,0,17311.40473,0,0,464
9.09,1.9,12.5,50000,415.6294856,646.5347555,40800,14670,750,0,0,1903.284623,177.642671,59.35266606,464
0,2.2,15.38,50000,1579.962022,1301.145194,0,19260,8640,0,0,2548.210433,0,0,464
0,2.3,0,40584,1949.099535,974.5497674,0,120,5520,2370,0,2225.80733,0,0,464
0,1.6,6.25,86098,1639.501553,2070.94933,0,9210,48600,2160,0,9326.845358,0,0,464
0,0.8,33.33,29084,906.6874928,55912.39539,0,0,0,720,16470,0,9037.859589,0,462
0,0,0,0,0,0,1260,7050,3060,0,0,0,0,0,464
0,0,0,0,0,4376.632969,240030,172230,51180,18090,2460,0,1043.39239,566.7228012,464
0,0,0,0,0,426.0363731,19530,28800,36720,24870,42180,0,20045.90781,0,464
0,0,0,0,0,0,660,1590,720,0,0,0,0,0,464
0,0,0,0,0,0,0,8010,360,0,0,0,0,0,464
0,0,0,0,0,0,90,6270,2790,0,0,0,0,0,464
0,0,0,0,0,0,30,750,660,0,0,0,0,0,464
0,0,0,0,0,0,3000,1170,0,0,0,0,0,0,464
0,1.8,0,37489,1582.935639,1356.801976,0,7680,3660,0,0,911.5575807,0,0,464
0,1.7,11.11,45079,1789.298574,1463.97156,0,7200,8580,0,0,1538.521924,215.6227194,0,464
0,1.8,0,37489,1330.332143,1330.332143,0,3420,8160,210,0,465.5132561,0,0,464
0,0,0,0,0,5889.118344,142110,11100,28560,61620,113640,0,44574.82388,0,464
20,1.6,37.5,29305,2370.81241,3082.056133,0,1230,9690,0,0,1223.885841,0,0,464
0,1,0,0,8.848763176,53.09257906,22530,48870,47700,86220,87330,200.9902086,5348.577216,45519.36812,464
11.11,1.5,25,25000,49.27243541,571.5602507,51480,67620,78750,61200,3570,489.0835495,7619.95799,392.2684241,464
0,1.6,20,35000,380.2032968,2661.423078,0,0,11400,14070,1740,0.833497964,2222.30168,0,464
0,0,0,0,0,0,0,1050,6840,3090,0,0,413.3602283,0,464
0,0,0,0,0,0,0,0,5160,30,0,0,0,0,464
0,1.6,33.33,40901,721.6646531,577.3317225,900,16140,18300,450,0,1961.207258,0,524.8316877,464
6.25,2,0,75000,1966.52792,3195.60787,0,0,9840,660,0,1832.520395,0,0,464
0,0,0,0,0,0,0,0,180,0,870,0,0,0,464
3.43,1.4,15.9,58115,1281.657408,2338.023474,49920,171480,161820,101580,32520,40922.40458,29063.71627,653.4445782,464
0,0,0,0,0,8953.436988,0,0,0,13050,4020,0,2456.176892,0,637
0,0,0,0,0,0,0,0,0,30,540,0,0,0,464
0,0,0,0,0,0,0,0,450,0,0,0,0,0,464
0,2,0,0,48.82437139,3905.949711,1080,9990,22410,11460,7860,0,1783.994901,0,464
0,0,0,0,0,0,0,0,1380,870,0,0,0,0,464
0,1.7,0,50000,646.7781934,646.7781934,4890,6330,810,0,0,587.5210159,0,0,464
0,0,0,0,0,0,78930,21300,0,0,0,0,0,0,464
0,0,0,0,0,0,595290,0,0,0,0,0,0,0,464
0,0,0,0,0,0,0,6720,390,0,0,0,0,0,464
0,2,0,0,759.4435246,2278.330574,3150,240,0,0,0,211.0035963,0,0,464
0,1,0,0,1657.599546,1657.599546,0,0,1590,0,0,0,0,0,464
0,1.7,0,50000,3298.343626,2198.895751,0,0,2070,0,0,0,1340.951634,0,464
0,2.2,0,138685,616.4477702,904.1233962,30450,26520,6150,0,0,4620.865159,0,0,464
0,0,0,0,0,1526.062825,4860,7890,25110,78780,44700,0,16153.71647,1048.568681,464
0,0,0,0,0,22805.00215,0,0,0,930,8880,0,2431.399053,0,484
0,1.7,11.11,60550,2157.657216,1569.205248,0,0,1140,7950,4170,934.8937233,0,0,464
0,0,0,0,0,0,0,0,0,5010,6510,0,1355.643369,0,464
0,1.6,0,50000,2001.061716,3716.257473,0,0,3180,3270,2610,774.2580525,731.0285751,0,464
0,0.7,66.67,15000,1610.671686,1610.671686,0,660,7410,0,0,845.8195326,0,0,464
0,0,0,0,0,0,0,0,0,360,0,0,0,0,464
0,0,0,0,0,0,0,0,30,2160,0,0,0,0,464
16.67,0.9,28.57,26674,2563.786971,3845.680456,0,750,5280,2070,0,1171.028048,0,152.1931071,464
18.18,1.7,42.86,25000,446.1867189,3681.040431,0,12660,10920,13590,9300,255.9804492,619.7785292,0,464
0,0,0,0,0,0,8370,4590,870,0,0,0,0,0,464
0,0,0,0,0,0,0,22110,900,0,0,0,549.5452158,0,464
0,0,0,0,0,0,0,3960,3780,2340,60,0,0,0,464
0,0,0,0,0,0,0,2160,1260,0,0,0,0,0,464
3.85,2.1,5.56,77198,1911.416523,2810.906652,0,1680,14250,7170,0,4673.641353,0,0,464
0,0,0,0,0,0,1080,330,0,0,0,0,0,0,464
0,0,0,0,0,0,0,3870,1230,0,0,0.404961188,0,0,464
0,0,0,0,0,0,0,0,60,390,0,0,0,0,464
0,0,0,0,0,0,0,5580,11550,0,0,0,0,0,464
0,0,0,0,0,0,0,2820,2910,0,0,0,0,0,464
0,0,0,0,0,0,0,8190,17010,480,60,0,0,0,464
0,0,0,0,0,0,0,1770,6690,0,0,0,0,0,464
0,0,0,0,0,0,106740,37800,0,0,0,0,0,0,464
20.45,1.1,40.91,15370,416.8209972,1660.667783,233640,48630,36630,23820,47340,5751.679182,13714.8403,146.7478717,496
20,1.1,41.38,15000,3836.909246,5895.738597,0,4110,23490,0,0,3778.637816,0,0,450
14.29,1.7,42.86,25000,1173.450674,1564.600899,0,6960,12720,5670,1290,1310.604583,1051.788395,0,464
11.11,1.1,26.67,26872,3593.493603,5646.918519,0,0,9270,840,0,1202.724947,0,0,464
0,0,0,0,0,5054.902583,0,0,0,4680,11220,0,3849.352228,0,462
16.67,1.1,42.86,26674,2180.880646,4725.2414,0,0,7020,150,0,813.7216487,0,0,461
2.08,1.6,29.03,42730,581.9807956,400.6783671,839130,402630,144330,40950,1320,29965.78433,8275.065696,1462.449747,464
0,0,0,0,0,0,0,0,1170,2460,0,0,0,0,464
0,1.6,8.33,35000,2699.37429,4262.169932,0,2610,11130,4500,0,1784.437706,1002.443276,0,464
0,1.7,5.88,41176,2939.74413,2449.786775,0,7290,8580,240,0,1868.794927,0,0,464
0,1.7,33.33,35000,1879.975444,2114.972374,0,0,6240,3360,1470,1152.758691,695.3230977,0,464
0,0,0,0,0,3398.760988,900,10350,20670,17490,6240,0,7147.761626,0,464
4.05,0,0,47619,4915.578354,4369.402982,10410,30180,23850,49530,9240,13001.95343,0,0,464
0,0,0,0,0,0,0,0,0,480,0,0,0,0,464
0,2,9.86,66574,1230.09065,1374.807197,48450,102330,81570,17490,0,23475.15878,428.7793814,0,464
0,1.9,11.76,59862,388.523922,571.3587088,77100,29400,6840,0,0,1827.310942,293.5450588,0,464
0,0,0,0,0,0,1020,4530,44160,9060,0,0,0,0,464
3.19,1.6,15.38,39814,770.8314688,1282.383262,204120,48420,52020,45630,19380,4994.507287,14761.89037,946.6730329,464
0,0,0,0,0,0,0,1740,6600,0,0,0,0,0,464
0,1.8,7.69,46667,1009.250659,4415.471635,0,1950,18900,15480,4770,1852.938477,4990.387952,0,464
0,0,0,0,0,0,2340,4650,2730,570,0,0,0,0,464
0,1.8,0,40901,2555.182716,2874.580556,0,600,7350,0,0,944.6078499,0,0,464
3.23,1.9,7.14,45079,2260.880228,3768.133713,0,13170,7290,0,0,2730.424091,127.6534927,0,464
4,1.9,6.67,44150,1475.551446,1397.890843,0,27780,5580,0,0,2555.520798,0,0,464
0,2,0,45079,2157.313903,1725.851122,0,4620,7440,90,0,729.8625864,0,0,464
21.43,1.1,38.46,16143,1503.983167,2578.256858,1650,22920,10560,900,0,2854.522393,0,0,464
0,0,0,0,0,349.4742122,28980,22980,6060,5970,2610,0,3938.956723,0,487
16.67,1.5,33.33,25000,2450.822511,1715.575758,0,1440,9030,0,0,1178.342733,0,0,464
0,0,0,0,0,0,29490,9240,4860,3180,0,0,0,0,464
0,0,0,0,0,686.1774444,0,0,6060,17580,21600,0,2255.934433,0,464
20.83,1.1,40,15000,3184.573755,8307.583709,0,7680,11070,0,0,2781.83258,0,0,498
0,0,0,0,0,0,0,480,2010,13950,18780,0,0,15108.94377,464
0,0,0,0,0,0,150540,3240,0,0,0,0,0,0,464
25,1.5,25,25000,699.9674824,874.959353,0,0,900,5220,8760,83.54189738,3219.232679,0,464
14.29,1.1,27.03,28238,1941.612786,2941.837555,0,11910,24960,6330,900,4173.841699,0,0,464
15.38,1.1,30,29226,1349.405846,3373.514615,0,4650,6150,3630,810,1190.173605,287.7382252,0,464
13.89,1.1,26.92,30435,2959.736814,5426.184159,0,3630,16380,1020,0,2576.89794,0,0,464
0,1,0,0,161.6967063,5982.778132,0,0,690,5970,9330,0,2781.394713,0,464
0,0,0,0,0,668.4384879,0,0,1140,3030,3600,0,1614.431958,0,464
0,0,0,0,0,0,0,0,1140,3570,3180,0,582.4033917,0,463
12.5,1.1,40,26797,2398.118004,4529.778453,0,30,4560,5040,90,1263.086814,0,0,464
0,0,0,0,0,10268.24437,0,1080,6600,4020,10920,0,4237.969145,0,464
0,1,0,0,3696.806589,3696.806589,0,0,690,0,0,0,0,0,464
0,0,0,0,0,0,0,4710,6450,30,0,0,0,0,464
0,1.2,33.33,35000,1561.665238,3747.996571,0,2550,14040,0,0,1321.366411,307.023669,0,464
0,1.2,33.33,31872,2198.416946,2512.47651,0,7650,25350,0,0,4711.397207,0,0,464
0,1.3,33.33,35000,1177.430292,1177.430292,0,1080,6480,4080,2850,879.3844968,1033.299419,0,464
0,1.2,30,35000,2857.554654,2619.4251,0,900,8370,1530,120,1380.988718,0,0,464
