2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,Shape_Length,Shape_Area,Net_Passengers
0,1.7,14.29,75000,90128,2236.518363,4752.601521,1677.388772,0,7290,1950,0,0,1049.599869,0,0,0.00372215,9.16E-07,0
0,0,0,0,0,0,0,0,3330,1080,0,0,0,0,0,0,0.002600547,4.34E-07,0
2.73,2.2,4.17,76427,90850,441.9699224,1321.928056,621.146918,354720,191430,100590,3630,0,23571.75002,635.172053,0,0.050198157,6.43E-05,0
0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0.001212994,3.51E-08,0
0,0,0,0,0,0,0,0,0,0,4500,960,0,0,0,0,0.005214613,5.39E-07,0
0,0,0,0,0,0,0,0,0,0,720,540,0,0,0,0,0.002109555,1.24E-07,0
0,0,0,0,0,0,0,26.18336929,427080,98070,33300,31680,3720,0,9021.600854,0,0.040399517,5.87E-05,0
0,2.1,7.84,82631,88345,2155.770457,6898.465463,2845.617004,0,4470,19350,6330,0,5494.184317,0,0,0.00860072,2.97E-06,0
12.5,1.8,16.67,37489,45879,596.375957,1277.948479,681.5725222,4350,21660,4470,0,0,1022.868887,0,0,0.009253237,3E-06,2
3.85,1.7,16.67,37860,46043,1159.682773,3350.194677,2061.658263,840,9630,27150,2580,0,2265.210712,382.587195,0,0.008708605,3.97E-06,0
5.26,1.8,0,45079,86537,934.5113623,1918.207533,1032.880979,120,47580,5010,0,0,3309.643466,0,0,0.010768671,5.2E-06,0
12.23,1.9,8.97,38230,43947,470.5545726,1228.147434,682.3041302,237300,215430,82950,14700,30,16912.7739,1707.459558,918.8036766,0.055725995,5.44E-05,1
0,0,0,0,0,0,0,0,268200,53400,17340,5490,0,0,0,0,0.035017563,3.41E-05,0
0,0,0,0,0,0,0,0,0,240,210,0,0,0,0,0,0.004912184,4.08E-08,0
0,2.2,0,75000,84879,990.00403,3300.013433,1485.006045,0,12090,3510,0,0,946.5212478,0,0,0.005807672,1.55E-06,0
0,1.8,6.25,64084,80619,1406.767878,2921.748669,1190.34205,0,1650,22290,0,0,3685.261334,0,0,0.006317583,2.36E-06,0
0,0,0,0,0,0,0,6992.193824,0,0,5820,68700,51810,0,29806.21995,0,0.020002153,1.25E-05,232
2.7,1.5,18.18,46667,63256,1393.892321,2361.8731,1742.365401,0,23400,23490,10890,9300,3807.682168,2756.729697,0,0.015550865,6.61E-06,3
0,1.4,20,50000,60031,457.6470087,1961.344323,5884.032969,0,1650,9960,14910,12990,907.5543409,4586.183462,0,0.00903313,3.91E-06,23
4,1.5,17.5,41089,63388,1388.385941,2565.49576,1177.10982,0,70920,14790,0,0,6139.562709,0,0,0.01604608,8.48E-06,0
0,1.5,20,37784,64973,1411.472753,2540.650956,1129.178203,0,11070,7290,0,0,1479.575995,0,0,0.005480873,1.81E-06,0
8.7,1.5,21.05,38233,42417,2346.126813,4129.183191,2158.436668,0,9270,17610,750,0,3237.362115,0,0,0.007024305,2.73E-06,0
5.88,2,23.08,29226,33752,2674.642526,5821.280793,3303.97018,0,4770,11670,0,0,2329.566671,0,0,0.005423455,1.63E-06,0
5,2.1,23.53,29188,35001,2544.360988,5470.376124,3053.233186,0,6900,13440,0,0,2550.99176,0,0,0.005843001,2.01E-06,0
4.55,2,25,31942,34744,2620.54824,6482.408803,3723.936972,0,12930,5880,0,0,2206.826232,0,213.3494514,0.005668715,1.85E-06,0
0,2.1,9.09,40973,51144,2167.35488,3870.276572,1702.921691,0,7860,8880,0,0,1849.856626,0,0,0.005939823,1.65E-06,0
0,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,0,0.002303436,1.24E-07,11
2.04,1.8,10.81,43901,65999,2382.015867,5041.010322,2603.598738,0,5430,41340,0,0,7347.035451,139.7870817,0,0.011803922,4.62E-06,0
0,0,0,0,0,0,0,0,0,0,900,1380,120,0,0,0,0.002118828,2.36E-07,0
7.69,1.8,0,59689,100406,1580.812328,3635.868355,1580.812328,0,3900,12510,0,0,2599.450443,0,0,0.00545592,1.62E-06,0
0,0,0,0,0,0,0,23633.85135,0,0,180,4740,21270,0,7344.233386,0,0.00733644,2.6E-06,0
1.69,2.3,5.43,125652,183215,591.0352367,1490.163309,823.676766,246600,143250,21360,0,0,25266.15045,236.0101575,0,0.036238601,4.07E-05,0
0,0,0,0,0,0,0,0,0,180,3540,2370,0,0,0,0,0.005472387,6.03E-07,0
0,2.4,0,120000,209025,601.3605804,1322.993277,2525.714438,11040,16680,13830,1530,0,2409.853045,455.5704696,201.8043929,0.009963083,4.25E-06,0
0,0,0,0,0,0,0,0,8730,3870,0,0,0,0,0,0,0.004427132,1.25E-06,0
0,2.5,0,120000,209025,779.7789105,2005.14577,1002.572885,0,10380,12780,0,0,2646.641827,0,0,0.006439144,2.3E-06,0
0,2.5,0,200001,209032,925.6971551,1851.39431,2545.667177,0,3780,6330,1110,0,480.2353374,477.2100771,0,0.005577887,1.11E-06,0
0,2.5,0,133725,209022,1328.038492,2776.807755,1328.038492,0,12780,8400,330,0,2056.604953,0,0,0.006072443,2.12E-06,0
0,2.5,0,200001,209032,856.898968,2999.146388,1499.573194,0,9270,2790,0,0,755.0664767,0,0,0.004926608,1.19E-06,0
3.57,2.5,4.76,120226,209025,1163.175626,2730.934079,1416.039893,0,27930,23130,0,0,5670.274259,0,0,0.010757749,5.06E-06,0
0,2.1,5.26,142857,230456,3602.146909,3602.146909,3602.146909,0,3810,13530,720,0,2678.564986,0,0,0.005348092,1.77E-06,0
0,0,0,0,0,0,0,3873.30132,69060,30810,34170,106200,94620,0,69029.43545,0,0.025296473,3.31E-05,0
0,0,0,0,68798,206.8430679,206.8430679,92872.53747,0,0,0,0,12480,0,5516.330257,0,0.004483148,1.24E-06,202
12.5,1.2,33.33,29084,42571,1936.386232,4426.025673,2489.639441,0,0,8820,570,0,1015.185724,0,0,0.004823362,9.25E-07,0
0,0.4,54.55,10714,14214,2395.607318,3353.850246,3353.850246,0,0,2880,6990,990,828.0608298,0,346.6450057,0.004100086,1.07E-06,0
0,1.4,47.06,15000,21930,629.7643809,1679.371682,1175.560178,0,270,10110,31110,20220,2062.774734,307.0937209,2422.899188,0.009824977,6.09E-06,21
23.53,0.9,38.89,18641,28381,6642.27444,13284.54888,8487.350673,0,0,3780,3180,0,0,0,861.8709444,0.00332094,6.93E-07,5
6.67,2.1,11.11,53823,69129,1299.476852,2494.995557,1065.571019,0,47970,39210,12240,0,8354.514917,0,56.85272431,0.023439182,9.85E-06,0
7.14,0,0,45079,69129,2271.588715,4543.177431,1858.572585,0,2340,5370,4830,0,2335.648691,0,0,0.004902241,1.24E-06,0
0,0,0,0,0,0,0,0,2190,1350,2610,0,0,0,0,0,0.01077299,5.89E-07,0
15.38,2.6,11.11,50000,57025,427.3871218,1315.037298,756.1464462,30720,28770,15960,0,0,4198.15793,0,0,0.015725678,7.8E-06,0
14,2.6,5.56,50000,57025,374.8198683,995.2113745,452.3688066,163080,31530,5940,0,0,4578.56792,0,0,0.033362433,1.98E-05,0
0,0,0,0,0,0,0,0,20940,4380,0,60,0,434.769583,0,0,0.011088445,2.52E-06,0
5.26,1.7,16.67,35000,51620,2394.233864,8053.332088,4244.323668,0,210,21330,2220,0,4506.770853,214.8615975,0,0.007687841,2.35E-06,0
0,0,0,0,0,0,0,0,0,0,60,390,0,0,0,0,0.000829821,4.25E-08,0
0,0,0,0,0,0,0,0,690,3420,3510,630,0,0,0,0,0.004231397,8.08E-07,0
0,1.3,0,20000,66127,74.97991652,224.9397495,99.97322202,54420,32160,16380,750,0,549.6819776,0,0,0.01367883,1.02E-05,0
0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,0,0.001758414,1.7E-07,0
0,2,0,0,78229,1067.024104,4268.096415,3201.072311,60,1980,450,0,0,0,0,0,0.003741922,2.4E-07,0
0,0,0,0,0,0,0,0,379320,44040,40050,1320,0,0,0,0,0.041903908,4.6E-05,0
0.83,1.4,13.71,45094,68372,4601.481882,4539.018327,4039.309888,5010,8880,16170,47640,46740,0,11781.65835,56.65155721,0.020296928,1.23E-05,0
0,1.8,20,62500,95723,631.172565,1388.579643,1767.283182,0,5670,7080,7050,570,2771.269129,400.0348879,109.2721346,0.008098809,2.03E-06,1
0,0,0,0,0,0,0,11152.87576,0,0,0,300,6480,0,3166.544321,0,0.003856068,6.65E-07,16
0,0,0,0,0,0,0,12288.79947,0,0,0,1800,4920,0,1593.996045,0,0.003856198,6.66E-07,4
0,1.3,0,50000,63910,2289.700776,4006.976357,1717.275582,30,3630,930,0,0,0,0,0,0.00862404,4.47E-07,0
0,0,0,0,0,0,0,0,1890,450,30,0,0,0,0,0,0.006625039,2.23E-07,0
0,2,0,0,143664,7.581165433,7.581165433,106.1363161,108090,56010,97950,60480,19050,3809.591112,2841.864304,172.1271188,0.035313063,3.37E-05,0
0,2,10,66862,76754,1079.336028,2312.862918,1310.62232,0,19440,14130,0,0,1961.513075,0,0,0.009127528,3.32E-06,0
5.56,1.6,14.29,50000,94117,382.9889041,808.532131,446.8203882,21630,88920,8070,2910,0,4099.015105,0,0,0.025248371,1.2E-05,0
0,1,0,0,34777,2091.540437,2928.156612,1673.23235,0,630,3960,1650,0,458.6916689,0,0,0.003568889,6.12E-07,0
15.38,1.2,41.67,26079,36151,3012.420287,9790.365934,7280.015695,0,2790,6810,750,0,1529.896363,0,0,0.004798479,1.02E-06,0
0,1.8,40,29084,37288,2668.157705,6479.811569,3430.488478,0,180,6570,0,0,744.2563093,0,0,0.00351202,6.71E-07,0
0,0,0,0,0,0,0,0,0,0,1560,3090,7320,0,571.8777378,0,0.005209098,1.18E-06,0
0,1.3,33.33,18542,31027,388.0915737,646.8192896,4269.007311,0,600,6390,9870,3180,319.1400848,3953.935556,0,0.007414737,1.98E-06,0
0,1.8,0,40901,66748,412.8792628,567.7089864,258.0495393,26100,23430,0,750,0,997.50305,0,0,0.011907419,4.96E-06,0
3.45,2,6.67,45979,63413,984.3585473,2249.962394,1171.855413,22650,29190,2430,840,0,2675.659842,495.9776891,0,0.01448915,5.46E-06,0
6.06,2,6.98,77299,88523,181.1319545,532.3061521,938.9289071,404880,144090,66360,68580,17220,7986.25062,6097.448439,6864.959881,0.071210889,6.93E-05,0
0,0,0,0,0,0,0,0,0,0,0,4140,2310,0,209.495226,0,0.003457727,6.38E-07,17
0,0,0,0,0,0,0,3174.139246,1770,6240,7020,1290,0,0,276.3413662,0,0.005600779,1.61E-06,0
0,0,0,0,0,0,0,2863.326686,0,0,690,4920,8880,0,646.1545175,0,0.004968417,1.43E-06,0
0,1.5,45.45,15907,23496,2170.184387,5326.816222,4143.079284,0,0,8190,4890,0,1379.500405,302.1702987,0,0.004597414,1.3E-06,31
0,1.2,50,15000,23496,1664.360826,1664.360826,998.6164958,0,0,7740,0,0,458.0391203,0,0,0.004501892,7.68E-07,0
0,1.5,50,15000,23497,400.9429319,1403.300262,1002.35733,0,0,8130,4650,0,0,0,1362.123234,0.005462248,1.28E-06,0
0,1.4,40,15000,23497,1250.564093,2501.128185,1563.205116,0,2430,5820,0,0,311.916322,0,0,0.00362675,8.18E-07,0
16.67,1,50,12500,27618,2327.84987,5528.643441,4073.737272,0,660,8190,0,0,1253.089508,0,0,0.003815652,8.79E-07,0
5.26,2.1,8.33,56105,69129,1330.279803,3172.205685,1330.279803,0,21240,4020,0,0,2609.565879,0,0,0.007164425,2.5E-06,0
0,0,0,0,69145,35.57442966,71.14885932,889.3607415,12540,37530,10110,6930,5550,0,1952.203416,0,0.018738378,7.2E-06,2
0,0,0,0,0,0,0,0,586290,4020,660,2580,0,0,0,0,0.068665716,5.86E-05,0
9.52,2.1,9.09,52863,69131,3777.009267,8026.144692,3540.946187,0,1500,8790,570,0,1940.551495,0,0,0.004723714,1.08E-06,0
16.67,1,37.5,18750,28380,2352.907428,2823.488914,1647.0352,0,840,7470,1410,1290,914.3565919,0,0,0.004260786,1.09E-06,0
22.45,1,40.62,18654,28382,3512.458084,6250.984726,4226.856339,0,3960,28050,10650,780,3957.859269,187.9299276,259.2715732,0.009898958,4.3E-06,25
25,1,0,0,31027,4722.564414,37780.51531,23612.82207,0,0,540,0,0,0,0,0,0.00123263,5.42E-08,0
0,0,0,0,0,0,0,0,75270,8190,8310,1260,0,0,0,0,0.012859547,9.21E-06,0
0,0,0,0,0,0,0,0,0,540,8670,5250,1140,0,0,0,0.004942271,1.53E-06,0
0,0,0,0,0,0,0,3140.242956,0,900,6360,7710,1530,0,2479.188268,0,0.005125566,1.63E-06,0
5,1.5,9.52,37745,47206,774.9330666,2066.488178,4442.949582,0,0,19110,22560,8340,1946.913976,9642.795497,0,0.010608425,4.95E-06,0
12.5,1.4,14.29,37134,44059,310.4745835,827.9322226,3363.474654,0,0,14220,19800,15930,665.1041455,9785.162101,0,0.010114892,4.95E-06,0
0,0,0,0,0,0,0,4485.250487,0,0,2010,8220,6000,0,4628.827394,0,0.005186549,1.6E-06,0
0,1.8,8.33,43660,51814,1488.262636,3401.743169,1913.480533,390,7770,14190,2040,0,2571.633665,257.3927703,0,0.00754903,2.41E-06,0
0,1,0,0,67644,5333.291762,5333.291762,0,0,0,0,570,0,0,0,0,0.000949869,4.81E-08,0
0,2,0,30000,66748,1672.837568,3680.242649,1672.837568,0,5340,2460,0,0,536.8093374,0,0,0.005340141,7.64E-07,0
0,1.9,10,43539,61614,3108.119325,6694.410853,16975.11323,0,2370,7680,720,0,1467.451869,0,0,0.004149523,1.07E-06,1
0,2,0,0,66748,459.5378157,459.5378157,229.7689078,0,8310,2910,0,0,1132.444685,0,0,0.004883026,1.11E-06,0
0,1.8,0,41302,59382,3520.280533,11566.63604,5531.86941,0,0,5100,0,0,446.5042175,0,0,0.002938668,5.08E-07,0
0,1.7,14.29,50000,59385,2914.629093,5343.48667,2428.857577,0,2040,5820,2790,0,1584.345995,0,0,0.004314193,1.05E-06,2
0,1.8,0,41302,59382,1788.664072,3577.328144,2555.234389,0,360,9030,840,0,992.4657029,256.1072227,186.4032019,0.004659677,1E-06,2
0,1.8,0,37489,66748,1752.267359,3754.858626,1501.94345,0,7140,3270,0,0,923.2826035,0,0,0.004062405,1.02E-06,0
0,2,0,45079,60074,1608.990569,3949.340486,1608.990569,0,11400,6240,0,0,1453.48595,0,0,0.005350073,1.75E-06,0
0,0,0,0,0,0,0,0,0,8340,6840,0,0,0,0,0,0.00633533,1.52E-06,0
0,1,0,0,93675,60.50876799,121.017536,2299.333184,0,19140,19170,4530,0,169.5635044,3776.538943,0,0.008398323,4.23E-06,0
33.33,1.5,25,25000,31031,1711.138181,1996.327878,1140.758787,0,60,9000,0,0,1219.383323,0,0,0.0039689,8.97E-07,0
21.21,1.1,40,15000,29460,3500.999169,10697.49746,8266.248039,0,13560,13170,0,0,3932.808587,0,0,0.006993533,2.63E-06,19
21.74,1.1,41.18,16190,28999,3436.072798,10445.66131,11132.87587,0,6870,11970,0,0,2612.394939,0,0,0.005575172,1.86E-06,13
16.67,1.5,25,25000,31031,1496.5641,4115.551274,2244.84615,0,0,6810,0,0,739.523231,0,0,0.00338761,6.84E-07,0
16.67,1.1,31.25,26923,39531,1739.117064,3105.566186,3354.011481,0,2400,10770,6510,1200,1681.643498,1371.176142,0,0.006304196,2.06E-06,0
12.5,1.2,25,25000,38701,2812.914218,11720.47591,7032.285544,0,1080,7950,2100,0,1670.69021,0,0,0.004157784,1.09E-06,7
16.67,1.4,40,25000,31030,1373.599784,1888.699703,2918.899541,0,0,5430,7440,2190,770.6805363,1723.462198,0,0.004767528,1.49E-06,0
14.29,1.2,41.67,26079,36151,1715.337182,4136.989674,5953.229044,0,0,9900,10680,5070,1393.823116,2847.038502,0,0.006643272,2.53E-06,0
0,0,0,0,0,162.4891247,0,4224.717242,0,0,2250,11070,2610,57.15225225,2965.952433,0,0.005022678,1.57E-06,2
16.67,1,33.33,25000,36150,1964.414888,7464.776576,5500.361688,0,0,6600,0,0,488.6754232,0,0,0.00369337,6.51E-07,0
12.5,1.2,27.27,26797,38314,3258.193878,4260.715071,2506.302983,0,120,9330,930,0,1372.115609,0,0,0.004065152,1.02E-06,5
22.22,1.1,42.86,26674,36152,3285.077306,8869.708727,6241.646882,0,0,6900,960,0,1227.106612,0,0,0.003854906,7.79E-07,2
16.67,1,33.33,25000,36150,1737.980813,4634.615501,3186.298157,0,0,6270,2700,0,947.8102104,0,0,0.003981277,8.83E-07,0
0,0,0,0,0,0,0,5689.28178,0,0,4200,5010,6780,0,1113.77424,0,0.005030259,1.57E-06,1
0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0.001317783,6.37E-08,0
5.86,2,7.28,76988,89477,657.8546141,1606.127972,967.5276398,589680,684210,326010,14520,0,93905.73212,2404.725742,259.9863199,0.155437287,0.000159626,0
0,0,0,0,0,0,0,56.26344529,38640,0,2430,3090,0,0,422.3163991,262.0419211,0.014003305,4.55E-06,0
0,0,0,0,0,0,0,0,5670,6090,450,0,0,0,0,0,0.00677344,1.21E-06,0
0,0,0,0,0,0,0,0,901710,1140,0,270,0,0,0,0,0.054901315,8.93E-05,0
0,1.7,7.69,35000,45451,643.3661592,1056.95869,597.4114336,0,41400,15090,0,0,4174.606767,0,0,0.010916443,5.57E-06,0
0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0.00135656,5.04E-08,0
0,0,0,0,0,0,0,0,30,1020,0,0,0,0,0,0,0.002178493,9.82E-08,0
6.25,2.3,9.09,55908,64332,1801.53906,4246.484927,2316.264506,1830,4650,13500,0,0,2528.29127,0,0,0.005872466,1.99E-06,0
0,1.8,12.5,53292,74596,2167.958844,3902.325919,1083.979422,0,14580,9270,0,0,2937.055537,0,0,0.00905647,2.36E-06,0
0,0,0,0,0,0,0,0,4890,1710,0,0,0,0,0,0,0.00339378,6.48E-07,0
0,2,0,125000,143684,6124.011166,8165.348221,4082.67411,0,0,1260,0,0,0,0,0,0.001525249,1.25E-07,0
0,0,0,0,0,0,0,0,0,630,960,0,0,0,0,0,0.002672985,1.54E-07,0
0,0,0,0,0,0,0,0,0,5250,4980,0,0,771.7194054,0,0,0.005130354,1.01E-06,0
0,0,0,0,0,0,0,0,450,0,2550,0,0,0,0,0,0.002763327,3.46E-07,0
0,2,0,0,77094,170.0409037,340.0818074,340.0818074,90,2490,7140,3120,2490,223.9174417,2424.634391,0,0.005812353,1.51E-06,0
0,1.6,10,35000,58335,34.48991062,66.10566202,94.8472542,854010,12270,28260,1860,0,3702.076717,938.9306626,386.0427927,0.042578664,8.9E-05,0
0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0.001903624,7.13E-08,0
0,2.5,0,118327,191677,119.2179975,309.9667935,1049.118378,58140,45000,5430,0,0,3300.235157,0,0,0.019489816,1.07E-05,6
0,2,0,0,130521,19.49856593,38.99713186,19.49856593,110280,20670,1650,0,0,437.2189686,0,0,0.022927608,1.31E-05,0
0,0,0,0,0,0,0,307.4316739,0,0,30,7320,17940,0,6826.676581,0,0.007012986,2.5E-06,0
5.56,1.6,20,37860,45453,1933.695406,5206.103015,2677.424408,0,7290,4710,5460,0,1694.676942,0,0,0.006066238,1.72E-06,0
0,0,0,0,0,0,0,0,0,720,2370,0,1170,0,0,0,0.004269409,4.34E-07,0
0,1,0,62500,55882,3286.773097,9860.31929,4930.159645,0,0,1470,0,0,0,0,0,0.003133656,1.56E-07,0
0,2,0,84511,99039,344.3407533,1147.802511,459.1210044,14460,5130,1410,0,0,324.2487006,0,0,0.009265536,2.23E-06,0
0,2.3,0,66667,111244,256.6931376,342.2575167,199.6502181,52200,16920,16890,4260,450,2728.254015,472.5686204,0,0.012600616,8.97E-06,0
9.76,1.6,38,37000,62259,1520.66771,3270.870169,2209.271956,20910,45240,22470,1500,0,5685.043922,0,0,0.017662054,8.91E-06,0
0,0,0,0,0,0,0,0,0,18720,9990,9120,1560,1035.028487,0,0,0.008598044,3.91E-06,0
0,0,0,0,0,0,0,0,0,90,1440,120,0,0,0,0,0.001911905,1.65E-07,2
0,0,0,0,0,0,0,0,0,750,330,180,0,0,0,0,0.001519486,1.28E-07,0
0,1.5,25,18542,56316,2332.691362,3732.306179,1866.15309,0,2670,2880,0,0,710.8538593,0,0,0.003038261,5.48E-07,0
0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0.00070945,2.83E-08,0
0,0,0,0,0,0,0,0,1325010,91530,103800,87540,143910,0,2737.756626,3485.845478,0.128974606,0.00017294,0
7.14,1.6,20,32003,73934,984.823009,1969.646018,5823.301271,0,4950,18540,18870,18150,1473.798986,6707.764316,0,0.010554186,5.97E-06,18
0,0,0,0,0,0,0,247.3667639,0,0,300,10170,52350,0,711.4960956,0,0.011365989,6.2E-06,117
7.69,1.5,8.7,35000,51568,2211.416894,5698.651226,2636.689373,0,14760,13950,0,0,3622.542207,0,0,0.008814557,3.01E-06,0
0,1.6,10.81,34284,63116,4654.65663,12826.16494,5378.714328,0,3630,20550,480,0,4216.449137,0,0,0.007807515,2.47E-06,0
0,1.8,11.11,50000,48235,1551.198189,5343.015983,2240.619606,0,9180,5880,0,0,1716.189544,0,0,0.005219536,1.48E-06,0
2.17,1.8,8.33,51646,50774,2740.678807,5213.974316,2272.758035,0,3420,33720,0,0,6600.979414,0,0,0.010695349,3.83E-06,0
3.12,1.5,18.75,48852,62422,2124.584285,4957.363332,2219.010254,0,19320,35520,0,0,5936.007574,0,0,0.01159902,5.42E-06,0
2.08,1.5,18.97,47472,63201,3889.51999,7145.862308,2984.980458,0,24780,32340,270,0,5174.801314,0,0,0.011325958,5.66E-06,0
0,1.8,20,59164,85187,268.9361669,739.5744589,336.1702086,20370,11100,5070,1980,0,865.2455251,0,0,0.013659973,3.81E-06,0
5.56,2.1,11.76,60000,85187,228.7843359,471.8676929,228.7843359,151650,24150,5100,30,0,5044.22901,0,0,0.018582249,1.79E-05,0
9.09,1.9,8.33,60000,85187,683.2290134,1434.780928,751.5519147,18150,7650,12120,0,0,2122.77897,0,0,0.008191671,3.75E-06,0
0,1.4,28.57,29226,58048,1054.240943,3162.722829,1656.664339,0,11370,5790,0,0,1270.073672,0,0,0.005556161,1.7E-06,0
2.7,1.6,6.45,40033,55390,1556.362153,2529.088499,3774.178222,0,11610,33480,19380,2070,4694.972415,4072.689034,0,0.015977084,6.58E-06,0
4.35,1.6,5.56,38943,54260,2091.724798,3430.428669,1840.717822,0,8850,19440,2430,270,3348.737121,254.7399672,116.8629552,0.007407749,3.06E-06,0
2.63,1.7,0,52796,62479,425.4907678,784.4986032,305.8214894,95910,81390,16680,900,0,6231.638055,283.9780022,0,0.023936981,1.93E-05,0
2.63,1.5,7.69,38438,55074,1715.027066,3332.052585,1519.023972,0,29820,22890,0,0,5304.880298,0,0,0.010921559,5.23E-06,0
5.56,1.5,10,37784,56973,2024.324905,5888.945178,3312.531663,0,5220,8880,0,0,1880.642617,174.0099858,0,0.004979842,1.39E-06,0
2.17,1.6,0,52279,62479,1148.127436,2717.234931,1033.314692,1020,47520,18960,0,0,4843.670946,0,0,0.016492848,6.69E-06,0
0,1.5,10,37784,56973,787.0642525,1634.671909,726.5208485,3240,27660,11910,0,30,2603.974971,0,0,0.015841484,4.23E-06,0
6.67,1.6,33.33,50000,93675,794.5076523,1475.514211,681.0065591,23100,18180,4320,0,0,4352.20321,0,0,0.012509967,4.51E-06,0
0,0,0,0,0,0,0,0,0,300,180,0,0,0,0,0,0.001208448,4.35E-08,0
0,0,0,0,0,0,0,0,0,0,0,2070,3990,0,0,0,0.003578034,6.08E-07,0
4.12,2.1,5.56,102307,133354,83.62029181,216.0190872,126.5918307,1896810,232800,50550,36300,4200,20180.82421,1540.957924,817.9117889,0.084396778,0.000220645,0
0,0,0,0,0,0,0,0,1577190,11190,1170,3540,0,0,0,0,0.094436637,0.000157529,0
0,0,0,0,0,0,0,0,0,0,0,960,210,0,0,0,0.00274614,1.22E-07,0
3.23,2,8.51,55828,59543,1016.348755,2284.052579,1551.844336,11580,133530,86940,3060,2100,16429.68768,1474.315661,0,0.031549328,2.34E-05,0
4.82,2.1,3.17,82472,97041,457.6975072,1205.270102,633.1482182,215640,78120,41190,0,0,10039.51173,1118.269722,47.04457554,0.043719617,3.36E-05,0
0,1.8,25,35000,54082,173.5059859,260.2589788,2833.931102,4350,30570,26910,17610,10080,862.4421111,4243.35297,826.8423168,0.016649057,8.86E-06,0
0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0.002488989,7.12E-08,0
6.25,1.7,18.75,50000,64840,1377.075688,3147.601573,1672.163336,0,10290,15600,0,0,3077.897585,0,0,0.007133347,2.6E-06,0
7.69,0,17.39,57598,69286,1280.127482,3003.376016,2363.312275,0,26520,25950,0,0,4985.704681,0,0,0.011220795,5.2E-06,0
8.7,1.4,26.32,28331,41178,2179.740804,4808.251774,7500.872767,0,6690,25470,5580,2430,4547.856379,1152.877244,0,0.011760794,3.99E-06,2
20,1.4,20,26797,42914,1391.472514,2023.96002,8981.322589,0,0,10170,7110,3210,1608.816904,1696.087834,0,0.005724113,2.02E-06,12
4.48,0,3.7,75000,95691,365.9302034,879.639912,471.4869928,0,1170,1470,0,0,0,0,0,0.026162034,3.64E-05,0
5.26,2,3.7,83015,95250,1600.804999,4869.115207,2534.607916,0,13920,24900,0,0,3590.722494,0,0,0.007547141,3.84E-06,0
0,2.2,8.7,65110,74317,658.0297941,2003.999827,957.1342459,9060,71100,6540,0,0,3886.00572,0,0,0.016662693,8.57E-06,0
0,0,0,0,0,0,0,0,0,0,2460,1230,0,0,0,0,0.005253526,3.64E-07,0
0,0,0,0,0,0,0,3172.213078,0,0,7050,15090,3240,0,2120.837881,0,0.007287638,2.5E-06,0
4,1.6,15.38,38108,61679,5241.247882,7586.016671,4827.465155,0,0,1320,14280,3060,1206.243899,2157.068913,0,0.007750773,1.86E-06,0
0,0,0,0,0,0,0,0,87360,3900,3900,1590,0,0,264.2395438,0,0.025265974,9.56E-06,0
0,0,0,0,0,0,0,0,0,0,180,150,0,0,0,0,0.006095546,3.84E-08,0
0,2.2,0,60000,111246,37.17659416,81.78850714,52.04723182,340200,6630,1560,0,0,1216.156597,0,0,0.02875017,3.44E-05,0
0,0,0,0,0,0,0,0,0,0,1350,990,0,0,0,0,0.002213443,2.33E-07,0
0,0,0,0,0,0,0,0,6750,2280,840,270,0,0,0,0,0.00506144,1.01E-06,0
0,0,0,0,0,0,0,0,420,5070,1470,0,0,0,0,0,0.006747311,6.94E-07,0
0,1.7,0,110619,135386,1136.274538,2272.549075,1388.77999,0,46440,66960,9960,0,15856.15227,73.30191839,0,0.022473026,1.22E-05,0
0,2,0,0,111261,102.2679425,204.5358851,102.2679425,17550,8070,60,0,0,471.5923889,0,0,0.013424186,2.5E-06,0
2.76,1.3,8.41,76310,109887,2613.096277,3855.062188,3348.340097,38640,55290,97770,55140,13830,32967.67638,4856.19643,0,0.030715166,2.58E-05,0
0,0,0,0,0,0,0,70.28952142,38220,33030,46980,25440,3630,0,4989.014188,0,0.01502579,1.46E-05,0
1.19,1.7,7.81,53368,58583,787.4505438,1348.509056,4134.115355,9060,121320,95190,23250,14310,4041.99124,9417.080682,114.3687101,0.024206841,2.6E-05,7
0,0,10,63804,92394,1372.339773,4117.019318,2287.232955,0,6330,10620,0,0,2007.839118,0,0,0.008100794,1.68E-06,0
