2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,Shape_Length,Shape_Area,Net_Passengers
0,0,0,0,0,0,0,0,523860,37020,8070,0,0,0,0,0,0.037825811,5.69E-05,0
0,0,0,0,0,0,0,0,0,240,10290,1050,0,0,0,0,0.008570407,1.14E-06,0
0,1.5,25,41089,66339,195.466918,733.0009427,11288.21452,0,0,15180,23850,13950,745.6328854,8328.238778,0,0.010520583,5.24E-06,0
2.27,1.5,24.71,39009,61347,14076.49914,21583.96535,11847.72011,0,4020,9420,8700,0,5479.2033,0,0,0.006090821,2.18E-06,0
0,1.4,22.22,37672,59706,1344.997186,3179.084257,2812.266843,0,3780,5880,7800,3810,1666.866111,838.4347261,0,0.007105341,2.09E-06,0
4,1.6,5.56,36872,54383,2228.572256,3631.747379,1650.794263,0,13290,17970,0,0,3648.601594,0,0,0.007435174,3.1E-06,0
0,1.5,50,0,55508,1709.746486,3419.492971,1709.746486,0,2940,0,0,0,101.2582451,0,0,0.003134615,3E-07,0
4.55,2,10,54361,65503,1005.347797,2111.230373,1105.882576,0,45420,6180,120,0,3388.565121,0,0,0.012495642,5.09E-06,0
0,1.8,13.64,54361,74761,1502.383903,3293.687787,1155.679925,0,35670,8400,900,0,4881.917091,141.2808103,0,0.010201141,4.43E-06,0
2.5,1.8,3.23,86037,108223,2135.372958,3751.330873,1558.245132,0,27420,17430,0,0,5665.25684,0,0,0.011258991,4.44E-06,0
0,1.8,0,59164,118697,2924.308046,4094.031264,1754.584828,0,240,4230,0,0,642.0923941,0,0,0.002835983,4.38E-07,0
0,1.8,9.52,64650,95133,3525.763953,5825.175227,2146.117189,0,5190,11670,0,0,2970.951354,0,0,0.005451528,1.67E-06,0
0,2.2,0,120708,191681,837.6347608,1361.156486,418.8173804,0,19860,4680,0,0,1939.53667,0,0,0.007490034,2.44E-06,0
15.38,1.1,30,29226,37842,2556.168155,6901.654018,4089.869048,0,0,10110,0,0,803.5086306,0,445.1069588,0.004027924,1E-06,0
0,0,0,0,0,0,0,3406.180798,0,12090,15390,15510,13980,0,11108.63873,0,0.010211234,5.63E-06,0
0,0,0,0,0,0,0,6152.054014,0,0,0,10620,31890,0,6594.724122,0,0.008258027,4.2E-06,0
9.09,1.2,27.27,26797,38314,2649.816265,5299.632531,3131.601041,0,0,9420,1320,0,1621.079245,0,0,0.004158569,1.06E-06,0
14.63,1.1,29.63,30468,39023,3159.030299,10740.70302,6444.42181,0,900,17850,1740,0,3139.304083,0,0,0.005967105,2.02E-06,7
0,0,0,0,0,0,0,1739.074833,0,0,2160,13590,2070,0,1715.719228,0,0.005331593,1.76E-06,0
0,0,0,0,0,0,0,653.0465488,0,0,3360,2700,9780,0,1606.801769,0,0.005013156,1.57E-06,0
0,1.5,50,0,31027,324.3193803,486.4790705,1135.117831,0,0,0,5190,10830,482.8742156,2059.610609,0,0.005041027,1.58E-06,1
0,1.5,50,0,31027,486.952708,486.952708,973.905416,0,0,6750,5550,3660,619.1758545,886.4729931,284.5116524,0.005026488,1.58E-06,1
0,0,0,0,0,0,0,8441.785708,0,0,0,9570,5790,0,3469.015065,0,0.004931513,1.51E-06,0
22.22,1.2,45.45,26079,36152,1365.285322,3351.154882,2358.220102,0,1980,13260,5640,0,1282.420503,1710.604135,142.2491418,0.006016006,2.06E-06,0
15.38,1.1,40,26797,36151,2520.937032,8708.691566,6187.754534,0,1770,7830,1740,0,1251.858973,0,0,0.004707393,1.12E-06,0
21.43,1.2,46.15,26079,36152,3515.639616,11628.65411,8383.448314,0,0,8490,1050,0,1478.315519,0,0,0.004400118,9.46E-07,0
21.43,1.1,41.18,26744,36151,2862.425591,6478.121075,4820.927312,0,1320,13560,2340,0,2032.843908,288.1973443,0,0.005270341,1.7E-06,0
0,0,0,0,0,0,0,1320.119744,0,0,2640,4080,1140,0,327.8197636,0,0.003761742,7.75E-07,1
0,0,0,0,0,0,0,5639.714314,0,0,1020,5730,1020,0,1341.317487,0,0.00376828,7.71E-07,2
0,1.5,30,50000,130521,1088.383888,2487.734601,1088.383888,900,12990,2820,0,0,1439.589649,0,0,0.005664681,1.65E-06,0
0,0,0,0,0,221.4972674,0,0,0,2520,3960,1680,3720,165.8970999,0,0,0.006040756,1.16E-06,0
4.26,1.6,23.08,29305,50017,3251.686355,11085.29439,9311.647288,0,0,4650,12870,0,1582.006537,924.9328984,0,0.00543081,1.73E-06,7
0,1.7,33.33,29084,44723,1039.267052,1558.900579,5196.335262,0,0,90,6210,3690,161.2620624,2008.537742,0,0.003987837,9.85E-07,1
0,0,0,0,0,0,0,8391.450152,0,0,930,5670,8220,0,7048.50655,0,0.005272707,1.46E-06,20
0,0,0,0,0,0,0,2570.901034,0,0,60,4680,10410,0,4349.256245,0,0.004980389,1.49E-06,20
12.5,1,25,28747,42574,2139.071118,5194.887001,5806.050178,0,990,7530,0,0,800.358301,0,0,0.003876946,8.37E-07,2
0,0,0,0,0,0,0,0,0,0,2100,10770,2820,0,0,0,0.00493418,1.56E-06,0
0,2,33.33,41089,94116,1830.271057,6405.948699,3660.542114,0,0,5700,0,0,576.0017659,0,0,0.003620931,5.59E-07,0
0,2,0,65822,92474,479.7937257,1199.484314,1999.140524,0,3480,24630,3750,510,775.0439884,1377.752569,95.30041591,0.007502257,3.2E-06,12
0,2.1,0,63384,87338,1825.160143,3194.030251,1095.096086,0,1710,19680,7020,30,3404.029074,0,0,0.007516596,2.8E-06,0
0,1.9,0,64329,85870,1734.322158,3577.039451,1409.136753,0,6240,16800,1080,0,2806.062004,151.6201436,0,0.006349329,2.36E-06,0
0,2,0,59164,92482,1155.746081,2311.492162,770.4973872,0,2190,4560,0,0,561.686478,0,0,0.003327937,6.64E-07,0
0,1.5,32,35000,42739,2163.723765,5279.485987,2942.664321,0,3540,25320,0,0,4336.513272,0,0,0.007749767,2.95E-06,0
0,1.5,30.43,32855,42739,1651.500234,4128.750585,4459.050631,0,2520,19680,2880,6060,3418.95742,1435.782337,226.9350291,0.00804341,3.1E-06,0
0,1.9,0,66136,84067,1256.878588,2513.757176,4456.205902,0,3240,11130,4560,3750,2000.690499,1451.623441,0,0.00809954,2.24E-06,37
5.56,2.1,22.22,29188,35232,1963.044583,3479.94267,1963.044583,0,17520,11460,0,0,2645.645908,0,0,0.00728401,2.87E-06,0
0,2,0,68533,92474,2298.661474,4137.590654,2068.795327,0,60,11220,0,0,1755.264524,182.5134218,0,0.004397215,1.11E-06,0
0,1.9,0,63384,86696,2023.869823,4047.739646,1428.613993,0,2460,19050,240,0,2333.603436,0,0,0.005954802,2.15E-06,0
5.26,1.5,16.13,37838,49916,2381.136283,5833.783893,2797.835132,0,9930,27090,6510,0,4563.101159,350.5006562,0,0.009537017,4.3E-06,0
0,0,0,0,0,0,0,0,0,3600,10380,5010,180,0,0,0,0.010042829,1.89E-06,0
6.98,1.5,12.12,34085,48230,2326.916476,6980.749428,3905.895513,0,10140,20130,900,0,3371.076278,134.2308962,0,0.008107524,3.08E-06,0
5.26,1.5,14.29,36805,49548,1848.872817,3389.600164,2054.30313,0,15510,9840,0,0,1733.882106,308.3515109,0,0.006546434,2.49E-06,0
0,0,0,0,0,0,0,0,0,0,480,1650,0,0,51.59143853,0,0.002790758,2.06E-07,0
0,1.8,16.67,35000,50461,438.8373322,1206.802664,2413.605327,0,0,8010,4860,10110,608.7249761,4116.698356,0,0.006510533,2.33E-06,0
1.79,1.5,31.36,33760,43180,2621.63532,6142.117034,7690.130271,0,50970,52050,750,0,10436.67917,249.5701501,0,0.013211962,1.02E-05,0
0,0,0,0,0,0,0,0,0,180,600,0,0,0,0,0,0.001601786,7.92E-08,0
0,2,0,150000,143678,51.97455072,64.9681884,38.98091304,194520,1650,0,0,0,1866.613912,0,0,0.021496703,1.97E-05,0
0,1.6,20,29084,64169,2.53670689,6.088096535,86.24803425,4974090,107010,17460,1350,0,4392.930262,562.1207612,613.1729286,0.205061234,0.000504087,0
7.14,1.6,0,85714,133311,1375.869903,3439.674758,2358.63412,0,21240,5070,0,0,3205.425759,268.7279847,0,0.007711047,2.61E-06,0
0,1.5,0,85714,133320,316.6589821,949.9769463,3438.011806,0,26670,11940,16650,1980,1676.996394,5486.508155,122.5578819,0.011623943,5.66E-06,0
0,1,50,7500,20950,1208.948664,805.9657759,402.9828879,0,0,6450,0,0,360.6783775,0,0,0.003763725,6.35E-07,0
0,2,33.33,41089,94116,1985.379358,4963.448396,2647.172478,0,3480,4290,0,0,776.0553008,0,0,0.003633266,7.73E-07,0
16.67,1,50,15000,20950,1477.064141,4431.192423,4431.192423,0,0,7890,7950,0,1034.044208,892.5564477,0,0.005034388,1.56E-06,12
0,0,0,0,0,0,0,0,0,0,1920,6810,240,213.6904091,1315.960538,0,0.004181391,8.91E-07,2
8.33,1.9,37.5,29226,37290,1759.360648,5082.597426,2932.267746,0,8010,5310,0,0,936.4271894,0,0,0.004605274,1.31E-06,0
5.26,1.7,33.33,32795,37289,2993.377151,5578.566509,3265.502347,0,4560,12060,2190,270,2359.078765,0,0,0.005597669,1.88E-06,0
0,1.3,0,50000,59382,153.7422627,345.9200911,153.7422627,39750,25350,2130,0,0,86.32913272,0,0,0.013726603,6.65E-06,0
0,1.2,25,25000,46866,593.8592663,1336.183349,28208.31515,0,0,9660,7770,0,712.3092503,1374.925414,0,0.005533654,1.72E-06,10
0,1.4,20,29084,48219,1777.798137,3111.146739,1555.57337,0,1500,5550,4590,30,1143.599966,268.6371241,0,0.004315381,1.15E-06,0
0,1.2,25,25000,46866,2145.916756,4828.312702,2682.395945,0,0,1890,2730,240,825.119207,0,0,0.002876579,4.77E-07,0
4.76,1.4,21.43,35000,43934,4396.828694,12414.57514,8535.020406,0,0,4200,5730,60,1641.517862,235.6556403,147.6915461,0.004003859,9.89E-07,0
0,0,0,0,0,0,0,1812.02954,0,0,0,3240,9660,0,2545.30694,0,0.004535151,1.27E-06,3
0,1.5,16.67,35000,48221,2670.004859,8455.015388,4895.008909,0,0,5220,600,0,889.9957012,0,0,0.003177314,5.75E-07,0
0,0,0,0,0,0,0,3363.9845,0,0,870,3990,1350,0,1613.001198,0,0.003339279,6.08E-07,0
3.57,1.6,13.33,29270,45382,2236.683162,7631.036672,4473.366325,0,1080,11460,5880,1200,2244.993029,274.3956665,562.9018153,0.005931937,1.94E-06,0
0,0,0,0,0,0,0,7426.624878,0,0,210,3270,8730,0,2264.317021,0,0.00442175,1.21E-06,22
0,1,0,0,55900,798.8713795,1198.307069,399.4356898,0,0,1650,4560,270,211.4989444,147.6950708,0,0.003637261,6.41E-07,0
0,1.2,25,25000,46866,1803.23138,1803.23138,4327.755313,0,990,6120,120,0,589.4966625,171.9734287,117.9596974,0.004480351,7.09E-07,0
0,1,0,0,46858,524.1243799,1048.24876,524.1243799,0,1290,3630,60,0,113.7364305,0,13.45705609,0.004151413,4.88E-07,0
11.11,1.4,22.22,35000,42604,5795.682666,6882.373166,4346.761999,0,0,6210,930,0,1522.266087,0,0,0.003920777,7.06E-07,0
7.14,1.6,20,29305,48914,2908.816933,7999.246567,3272.41905,0,0,1080,5700,300,1256.594356,0,0,0.003928255,7.04E-07,0
5.26,1.5,25,35000,46586,2592.260301,11480.0099,4443.874802,0,0,6540,390,0,1134.643029,0,0,0.003892004,6.91E-07,0
0,1.5,25,35000,46586,2229.555282,2972.740376,15978.47952,0,0,3840,3090,0,373.3105446,627.2748491,0,0.003889869,6.89E-07,15
7.69,1.6,11.11,41420,94117,1937.484318,5424.956092,3099.97491,0,7800,5640,0,0,1026.696326,0,121.3274673,0.00536864,1.32E-06,0
6.67,1.6,11.11,35000,48048,2076.0541,4498.117217,2076.0541,0,1980,12900,0,0,1780.16235,0,0,0.005172208,1.48E-06,0
9.09,1.5,9.09,32607,46624,1985.654126,4633.192961,2426.910598,0,3150,8550,0,0,1432.793624,0,0,0.00436029,1.16E-06,0
0,0,0,0,0,0,0,0,0,6300,22800,14250,0,0,0,0,0.020618287,4.27E-06,0
0,0,0,0,0,0,0,0,288120,20550,23310,24660,1080,0,0,0,0.031823699,3.53E-05,0
0,1.6,20,35000,69753,1405.289148,1907.17813,1204.533556,0,11130,14700,0,0,1968.91917,146.0507689,0,0.007737651,2.55E-06,0
0,1.6,21.05,38987,66434,1135.173159,2734.735338,3869.908497,0,38160,12030,0,0,3308.061115,234.1513604,0,0.009157074,4.96E-06,0
0,1.4,28.57,35000,40273,1963.671935,2273.725399,1343.565008,0,2880,18840,3330,0,2100.966971,719.9680348,0,0.006832128,2.47E-06,0
0,1.2,33.33,31847,43851,3269.778719,6916.839598,3898.582319,0,1980,18180,0,0,2416.099866,0,0,0.005848575,2.03E-06,0
0,1.2,25,29084,47836,1194.648484,2389.296969,4949.258006,0,1800,5400,4200,2400,647.7250737,803.6883148,0,0.004910874,1.5E-06,0
0,2.3,5.56,124161,179005,1236.078417,3158.867065,1579.433532,2010,27270,8460,0,0,5558.879346,0,0,0.009075923,3.73E-06,0
0,0,0,0,0,0,0,0,0,0,0,1410,2040,0,0,0,0.002454752,3.4E-07,0
0,2,0,0,111261,15.3808965,30.761793,15.3808965,156420,12030,0,0,0,0,0,0,0.022655737,1.67E-05,0
0,1.7,0,85357,133302,868.5914339,2258.337728,1389.746294,0,11340,3570,0,0,1246.281685,0,0,0.005119154,1.47E-06,0
16.67,2.5,0,75000,85187,99.04266275,297.1279883,148.5639941,75810,18990,9600,30,0,1005.884771,0,0,0.016164819,1.03E-05,0
0,1.6,26.47,67053,120854,222.6983034,432.2967067,183.3986028,293070,75270,25890,1080,0,6676.788487,0,546.2810861,0.029815707,3.91E-05,0
0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0.000935797,3.09E-08,0
0,0,0,0,0,0,0,5731.775047,0,510,17700,14640,41340,0,15788.59183,0,0.025607789,7.33E-06,0
0,2.2,10,127607,189539,1161.466594,3613.451627,1806.725814,0,17730,2250,0,0,2259.131612,0,0,0.005895762,1.98E-06,0
0,2.4,0,200001,189533,1158.181795,2316.363589,1158.181795,0,9630,1560,0,0,1367.293326,0,0,0.004308533,1.11E-06,0
6.67,1.6,40,35000,60703,666.174324,1432.274797,965.9527699,16620,52380,8610,0,0,5124.693313,0,0,0.01204042,7.68E-06,0
16.67,1.7,42.86,29084,60702,1550.181192,4133.816511,2841.998851,0,1350,8670,0,0,1058.268212,0,0,0.003878007,9.9E-07,0
0,0,0,0,0,0,0,0,0,0,0,840,1500,0,0,0,0.004494939,2.22E-07,16
16.67,1.6,33.33,26923,33615,4390.900338,7318.167229,4390.900338,0,0,7710,4590,0,1675.870983,0,0,0.004679083,1.22E-06,0
0,1.5,25,29084,37658,1028.406411,3085.219234,3496.581798,0,0,5160,6090,1350,688.5111426,817.7291573,0,0.00474747,1.24E-06,4
0,0,0,0,0,0,0,2579.770233,0,0,1440,10470,4020,0,3170.64664,0,0.005159018,1.59E-06,13
5.56,1.6,26.67,26182,37657,2625.955788,6236.644997,3446.566972,0,420,14610,750,0,1946.536851,0,0,0.005154689,1.56E-06,0
0,1.6,28.57,29226,37657,2403.375975,3058.84215,1747.9098,0,0,3300,8370,180,1810.554992,594.579311,361.6206445,0.004629936,1.17E-06,2
0,1.7,33.33,18542,37657,2671.670878,2077.966238,890.5569592,0,0,4740,3570,450,897.950173,266.8919831,97.83292815,0.003754656,8.61E-07,0
12.5,1.7,42.86,25000,35462,1677.646659,3145.587485,2935.881652,0,0,4500,6450,1440,861.5255067,1422.071944,0,0.004537381,1.22E-06,17
6.25,1.6,22.22,26797,37657,2725.163568,8993.039773,4905.294422,0,0,8340,1110,0,815.8785843,0,0,0.003937379,9.38E-07,0
0,1.6,28.57,29226,37657,2104.405633,5787.115492,3156.60845,0,1380,6900,1470,0,1091.388197,0,0,0.004001828,9.72E-07,0
7.14,1.6,22.22,26797,37657,2629.586446,8473.111883,4674.820349,0,450,7920,0,0,1428.631439,0,0,0.00382313,8.75E-07,0
7.14,1.6,22.22,26797,37657,3168.311645,8640.849941,4608.453302,0,0,8880,60,0,1455.654589,0,0,0.003846376,8.88E-07,0
0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0.000806531,2.93E-08,0
0,1.6,33.33,42500,60703,2032.925753,3557.620068,2541.157191,0,2760,7440,0,0,1336.916658,0,0,0.004040551,1.01E-06,0
0,0,0,42500,65534,1122.558861,1964.478006,841.9191455,0,750,6990,1500,0,0,330.7188764,0,0.004168846,9.12E-07,0
0,0,0,0,0,0,0,0,0,1680,11700,2580,0,0,0,0,0.023605613,1.58E-06,0
0,0,0,0,0,0,0,0,0,2970,6240,4830,0,0,0,0,0.016800519,1.38E-06,0
6.25,1.7,33.33,29305,49690,3248.996524,9385.989959,4331.995366,0,0,4500,2700,0,1112.100013,251.1525675,0,0.003944885,7.09E-07,0
7.69,1.4,20,31818,42959,2859.055663,5527.507616,3621.470507,0,0,3510,10020,0,2273.063787,613.9799696,0,0.00479604,1.34E-06,4
0,1.5,12.5,37672,48220,1824.899754,4334.136915,2509.237161,0,1050,9750,510,0,1870.512485,335.1345246,0,0.005382836,1.12E-06,0
0,0,0,0,0,0,0,1535.764974,14190,40470,26970,33780,6870,0,3967.31865,115.8576276,0.014521938,1.22E-05,0
0,0,0,0,0,0,0,0,0,0,0,570,330,0,0,0,0.001352634,8.86E-08,1
0,1.9,23.53,45276,50461,1037.27161,2766.057627,2247.421822,0,0,11880,9150,8250,1365.628799,4137.920644,0,0.007237769,2.96E-06,0
2.13,1.8,9.76,43924,66300,504.0122977,913.5222896,1827.044579,110640,18630,40140,41220,36150,4589.335083,12848.94327,316.4983082,0.023489183,2.44E-05,0
0,0,0,0,0,0,0,4709.037174,0,0,0,6930,14640,0,1329.837873,0,0.007875127,2.33E-06,0
0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0.001204231,4.58E-08,0
0,0,0,0,0,0,0,0,0,0,30,2910,0,0,0,0,0.006087115,2.99E-07,0
0,0,0,0,0,0,0,0,0,0,0,90,1260,0,0,0,0.001482307,1.32E-07,0
0,0,0,0,0,0,0,3671.95093,0,120,4410,9990,360,939.7673046,276.7985091,0,0.00968132,1.46E-06,0
0,0,0,0,0,0,0,0,0,0,1350,330,0,0,0,0,0.003211083,1.61E-07,0
0,0,0,0,0,0,0,0,0,0,900,4470,150,0,0,0,0.01063952,5.51E-07,0
0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0.001140058,4.95E-08,0
0,0,0,0,0,0,0,0,0,0,30,990,0,0,0,0,0.001292254,1.02E-07,0
0,0,0,0,0,0,0,5573.695105,150,1890,8430,14430,660,0,1397.628247,0,0.00870567,2.53E-06,0
0,0,0,0,0,0,0,0,0,0,2730,0,0,154.7796508,0,0,0.001992699,2.64E-07,0
0,0,0,0,0,0,0,0,900,9000,17970,14970,13800,0,14445.92128,0,0.010005763,5.59E-06,0
0,0,0,0,0,0,93.49780198,31.16593399,38010,10410,15660,18120,900,0,3948.068892,0,0.015547245,8.21E-06,0
2.27,1.7,3.45,50000,83779,329.3468085,1182.959965,2184.443117,99840,100680,100860,68670,15510,3718.785519,31149.74525,36.38737559,0.029560406,3.81E-05,0
0,1.5,25,29226,58968,1307.065803,2759.361139,1452.295336,0,11670,6210,0,0,2245.666458,0,0,0.005321389,1.76E-06,0
2.44,1.8,2.94,53713,85415,1350.479615,3418.401526,1814.706983,900,33480,26970,0,0,6489.373738,0,0,0.013689679,6.07E-06,0
0,1.4,22.22,37672,59706,1269.478344,4316.22637,2285.061019,3300,12720,4410,0,0,1596.959524,0,0,0.006509513,2.02E-06,0
0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0.002618564,2.13E-07,0
0,1.7,6.67,41089,49048,1611.49979,2685.832983,1181.766513,0,13560,10620,0,0,2023.702056,0,0,0.006329271,2.38E-06,0
0,1.7,0,40584,49048,1105.289459,2579.008738,2579.008738,0,0,2250,4740,0,1969.667499,0,0,0.003470061,6.95E-07,0
0,0,0,0,0,0,0,1854.615207,0,0,0,5580,0,684.0967233,0,0,0.003349523,5.52E-07,0
0,1.7,16.67,41614,59690,9677.764011,13548.86962,7258.323008,0,0,660,4710,0,904.6818363,0,0,0.002821753,5.29E-07,0
0,0,0,0,0,0,0,0,0,120,9630,1110,0,0,0,0,0.009750924,1.07E-06,0
0,1,0,0,45155,81.1633203,162.3266406,405.8166015,1080,14490,15150,990,0,0,600.2219405,0,0.010570382,3.16E-06,0
0,2,0,0,118697,231.2099723,231.2099723,0,0,9360,1890,0,0,892.5582882,0,0,0.00432272,1.11E-06,0
0,1.8,25,25000,47242,1394.921067,3138.572401,1743.651334,0,0,4920,9120,900,1319.454777,0,3129.083244,0.004947598,1.47E-06,0
0,0,0,0,0,0,0,0,0,0,180,1380,5940,0,3805.008295,0,0.003452165,7.44E-07,12
0,0,0,0,0,0,0,0,0,0,120,1800,3540,0,2617.10528,0,0.003038319,5.4E-07,4
0,0,0,0,0,0,0,188.418355,0,2550,1980,3030,6210,0,1266.877074,0,0.007474546,1.36E-06,4
0,0,0,0,0,0,0,4724.62086,0,0,0,3450,6420,0,1896.911517,0,0.003997339,9.75E-07,13
0,1,33.33,28747,55883,2654.497737,6193.828054,3981.746606,0,0,5400,450,0,870.4042152,0,80.63670795,0.003170582,5.78E-07,0
0,1.3,33.33,25000,55883,3203.847326,8696.157028,5492.309702,0,990,4680,0,0,740.0455948,0,0,0.003105402,5.59E-07,0
7.14,1.3,33.33,25000,55883,2588.204657,16391.96283,10784.18607,0,0,3540,2490,0,840.9629846,0,0,0.003208468,5.93E-07,0
0,0,0,0,0,0,0,4068.122238,5040,0,30,2220,8070,0,6064.363097,0,0.005068182,1.51E-06,0
0,1.6,26.32,26214,47992,4382.006431,7252.976162,4533.110101,0,0,11760,5400,0,3239.402023,171.4268216,0,0.005596162,1.69E-06,0
10.2,1.3,35.48,23786,32385,3445.082598,10070.24144,6448.48794,0,0,17790,11610,0,5799.862497,0,0,0.009603718,2.9E-06,9
20,1.2,40,29084,34785,3089.519084,1888.03944,4634.278626,0,0,7650,6780,750,1328.342034,752.1189653,0,0.005059537,1.49E-06,0
7.69,1.3,33.33,18750,30918,3443.401282,9704.130886,5634.656643,0,0,4740,3630,0,1309.952018,0,0,0.004018164,8.17E-07,0
9.09,1.2,33.33,18873,31621,3420.426743,4860.606425,2880.359363,0,1650,8010,4710,0,2667.548142,0,0,0.004885836,1.42E-06,0
0,0,0,0,0,0,0,0,0,0,30,6300,12210,0,8188.192016,0,0.00549708,1.83E-06,0
8.7,1.3,35.29,25000,32609,3072.361506,9578.538812,5963.995864,0,0,9690,4650,0,2669.574168,0,0,0.00488253,1.42E-06,0
0,0,0,0,0,0,0,0,0,0,4110,6570,0,0,0,0,0.009479482,1.05E-06,0
7.14,1.7,16.67,50000,94117,510.2926223,1057.034718,728.9894605,810,62220,7920,0,0,3514.27561,0,0,0.013239238,7.02E-06,0
0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0.00149067,9.3E-08,0
5.26,1.7,15.79,51627,94117,669.8756263,1056.342334,592.5822848,12480,80760,7200,60,0,3433.669348,0,0,0.03037216,9.93E-06,0
0,1.5,10.53,47480,63917,2168.915477,3677.726243,1697.412112,0,15660,11850,0,0,2663.587562,0,0,0.007047463,2.71E-06,0
0,1.9,12.5,54062,80623,1367.814052,3712.638142,1563.21606,0,5730,7530,0,0,1825.134717,0,0,0.004648403,1.31E-06,0
0,0,0,0,0,0,0,0,0,2670,18720,10710,570,0,0,0,0.015548307,3.23E-06,0
0,0,0,0,0,0,0,0,0,0,11970,2910,0,0,0,0,0.011573445,1.54E-06,0
0,0,0,0,0,0,0,0,0,0,660,1140,0,0,0,0,0.009578336,1.14E-06,0
0,2.1,0,91465,145331,688.3884418,1676.558947,677.2854024,0,84840,113730,32730,1920,14881.50365,3402.910249,0,0.022554536,2.3E-05,0
0,0,0,0,0,0,0,0,0,0,0,150,660,0,0,0,0.001707453,8.89E-08,11
0,0,0,0,0,0,0,0,0,0,240,1890,90,0,0,0,0.002737291,2.16E-07,0
0,1.8,11.11,60550,93466,3815.266756,7206.614983,2543.511171,0,2160,3990,0,0,919.792749,0,0,0.003400513,6.04E-07,0
0,0,0,0,0,3899.847545,0,0,0,0,690,0,0,0,0,0,0.001493061,6.56E-08,0
0,2.5,0,200001,209012,795.48942,2784.21297,1590.97884,0,0,6450,0,0,889.8189573,0,0,0.003608718,6.43E-07,0
0,2.1,2.7,138543,224835,458.7017654,1011.228892,562.9521667,145140,78510,23910,0,0,14264.91334,0,0,0.046880227,2.45E-05,0
0,0,0,0,0,0,0,0,0,210,8310,0,0,0,0,0,0.005112289,8.41E-07,0
0,0,0,0,0,0,0,0,0,0,900,120,0,0,0,0,0.001843637,8.82E-08,0
0,1.7,0,29084,67644,234.7992059,528.2982132,293.4990074,30000,9090,4230,810,0,1650.910182,0,0,0.008836032,4.37E-06,0
0,0,0,0,0,0,0,0,1380,2820,1950,0,0,0,0,0,0.00581142,6.11E-07,0
0,2.1,0,170715,191677,710.4638834,2012.981003,710.4638834,0,15480,6330,0,0,2294.303617,0,0,0.007256757,2.16E-06,0
0,0,0,0,0,0,0,0,14160,360,0,0,0,0,0,0,0.006681568,1.43E-06,0
0,0,0,0,0,0,0,0,0,0,9150,0,0,0,0,0,0.007171908,9.09E-07,0
5.74,1.4,5.44,46488,90233,4626.743023,8618.844303,4094.462852,53640,39480,30060,3150,0,8112.374437,0,0,0.016853487,1.25E-05,0
9.52,2,0,60000,85187,1968.97646,3071.603278,1890.217402,0,28140,3870,900,0,6490.843404,0,0,0.008955046,3.25E-06,0
6.98,2,14.29,60092,85187,2220.255509,5224.13061,2677.366938,1650,26190,8490,3300,0,7787.262777,0,0,0.009429827,3.93E-06,0
0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0.000750726,4.27E-08,0
0,0,0,0,0,0,0,0,2580,630,0,0,0,0,0,0,0.002585654,3.21E-07,0
0,0,0,0,0,0,0,0,3030,720,0,0,0,0,0,0,0.002775475,3.75E-07,0
0,1.6,10,45195,59384,758.5523885,1706.742874,758.5523885,18180,22710,30,0,0,1848.689666,0,0,0.012908381,4.05E-06,0
0,2.2,0,200001,111242,35.46538534,124.1288487,53.19807802,263280,27960,1320,0,0,2526.009443,0,0,0.027994164,2.89E-05,0
0,2.4,3.7,62597,115365,158.178696,266.9265495,138.406359,446640,59100,16200,1920,0,6212.636601,386.2141201,227.8419939,0.036544603,5.18E-05,0
0,1.5,27.27,60550,116018,1179.043006,1632.521086,634.8693111,1080,23580,2790,1080,0,1446.456927,0,830.4599555,0.007378131,2.82E-06,0
0,0,0,0,0,0,0,0,764760,330,1110,0,0,0,0,0,0.104272907,7.58E-05,0
0,2.2,18.18,59809,77751,782.6174229,1509.333601,1173.926134,0,19500,25770,1080,0,1349.286714,1190.921403,426.5004587,0.00963344,4.58E-06,0
0,1.6,15.38,35000,59588,390.835727,469.0028724,566.7118041,1800,49560,57360,19440,4470,3533.989539,3898.734023,317.830074,0.025998467,1.31E-05,0
4.17,1.7,10,36896,58591,328.7663677,618.0807713,657.5327354,80820,58440,30480,18600,8370,3530.179415,5331.531062,137.0006318,0.018737554,1.95E-05,0
0,0,0,0,0,0,0,0,4290,8460,510,810,240,0,0,0,0.006206875,1.41E-06,0
