2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,Household_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,PrimaryLengthMeters,SecondaryLengthMeters,TertiaryLengthMeters,WalkingLengthMeters,Pri_LengthMetersHalf,Ridership
4.17,0,10.53,68865,1366.055033,2660.212432,,8190,27720,,,4189.18548,224.6278823,,,,1003.506513,,,468
0,0,0,0,0,19827.01614,,390,24990,29010,13530,,8647.268169,,,545.7176924,918.8431025,,,464
0,0,0,0,0,0,,4380,4800,570,,,,,,,,,,464
0,0,0,0,0,0,,,240,960,,,,,485.8937304,,,,485.8937304,464
0,0,0,0,0,0,,,,1020,,,,,,57.85820059,,,,464
2.27,0,8.28,66819,506.8525747,820.6184543,467460,166920,103860,3120,,30696.21005,2205.648325,328.5097443,,,5008.802592,,,464
0,0,0,0,0,0,,3060,450,,,,,,,,387.4352121,,,469
0,0,0,0,0,0,480,2130,,,,,,,,,365.3809807,,,464
0,0,0,0,0,0,,,1260,,,,,,,,205.8320458,,,464
0,0,0,0,0,0,,510,330,,,,,,,77.38721929,130.8831236,,,461
0,0,0,79956,845.9298752,1083.847653,42720,33060,21390,450,,5770.084415,,,,,702.4503814,,,464
0,0,0,0,0,0,,270,660,,,,,,,,237.4851646,,,464
0,0,0,0,0,0,3594330,30330,1830,180,,,,,1322.201904,,33.28134622,,1322.201904,464
0,0,0,0,0,0,9300,18090,5370,2520,,,,,,,882.562247,,,464
0,0,0,0,0,0,10290,,,,,,,,,,,,,464
0,0,0,0,0,0,,2940,2010,,,,,,,,571.7360819,,,495
0,0,0,0,0,0,,360,90,,,,,,,,198.7184237,,,464
0,0,0,0,0,0,,,7530,9240,210,,,,2532.628052,,,,2532.628052,464
0,0,0,0,0,0,,,10620,3150,,,,,1157.234253,,,,1157.234253,464
0,0,0,0,0,0,,,,,11460,,6616.321287,,171.7710565,,179.8177513,,171.7710565,464
0,0,0,0,0,0,,,3090,,,,,,,,300.477897,,,464
0,0,0,0,0,0,1000050,11310,600,360,,,,,,,51.3607056,352.082435,,464
0,0,0,0,0,0,,540,810,,,27.55903927,,,,,224.9335816,,,516
0,0,0,0,0,48017.94219,,,750,60210,18450,,18062.66506,,327.3458227,,1258.844931,,327.3458227,464
0,0,0,0,0,0,450,1650,,,,,,,,169.0066332,,,,464
0,0,0,0,0,0,6150,,,,,,,,,,,,,464
0,0,0,0,0,0,510,3960,2340,,,,,,,523.8504514,310.6796112,,,464
0,0,0,0,0,0,,9750,12210,2550,,,,,1316.019896,,,,1316.019896,469
0,0,0,0,0,0,,120,690,,,,,,211.3064423,,129.5318993,,211.3064423,464
0,0,0,0,0,0,,,,,30,,,,67.32675982,16.04396546,,,67.32675982,464
0,0,0,0,0,0,,,2460,,,,,,,,141.3244332,,,464
0,0,0,0,0,0,450,3450,,,,,,,,,370.1918375,,,464
0,0,0,0,0,0,9360,7590,1170,,,,,,397.7917794,,,393.4564626,397.7917794,463
6.67,0,0,100000,315.7152966,410.4298856,41850,27810,10980,1140,,2195.680086,359.2052346,,,,1220.289253,,,464
0,0,0,0,0,0,720,8610,13980,3090,,,,,1057.753976,,95.6573807,,1057.753976,467
1.08,0,2.56,94467,419.3135472,318.2290314,394560,240030,54750,2550,90,26400.25963,294.4531185,100.4536735,,,6346.274094,,,464
0,0,0,0,0,1763.591435,,11460,27630,30480,21510,,16072.85219,,,,1104.458455,,,464
0,0,0,0,0,0,,,600,8160,6330,,7996.63016,,,,655.278023,,,464
0,0,0,0,205.0525238,205.0525238,,8400,4170,,,8.964472883,347.4842294,,,,496.9452607,,,464
0,0,0,0,0,3849.67999,,,6300,26790,23460,,7737.71891,,,,587.9327554,,,464
0,0,0,0,0,0,,,990,5730,,,,,,,319.8217513,,,464
0,0,0,0,0,0,,,420,3900,60,,,,938.4696895,,,,938.4696895,464
0,0,0,0,0,0,1320,,,,,,,,,,,130.2118644,,464
0,0,0,0,0,0,,6180,5370,2610,,,,,,,480.1797374,,,464
0,0,0,0,0,0,,,4470,,780,,,,374.7975798,,182.2910206,,374.7975798,464
0,0,0,0,0,0,2088870,77550,6120,,,,,,,,3521.574087,496.7196782,,464
0,0,0,0,0,0,,1230,1170,,,145.4254264,,,,,401.3769533,,,464
0,0,0,0,0,0,,60,16410,1590,,,,,921.5565234,,100.6009821,,921.5565234,464
0,0,0,0,0,0,,270,1710,300,,,,,,,325.5174897,,,464
0,0,0,0,0,0,,30,270,,,,,,,,111.6529993,,,464
4.67,0,3.65,73897,726.6541445,1019.334286,,4740,3420,,,,,,,,8323.095562,,,542
3.85,0,5.88,66533,1424.662847,2671.242838,,,,,,,,,,,775.7276361,,,464
5,0,2.86,75000,1307.787085,2417.424611,,120,90,,,,,,,,1478.169999,,,464
0,0,0,0,8443.689563,16887.37913,,,300,,,,,,,,42.80990529,,,464
0,0,0,0,0,0,152970,21060,4590,4170,60,,,,,,1417.049628,,,464
0,0,0,0,0,0,420,990,1680,1170,,,,,,468.9050096,,,,464
0,0,0,0,0,4105.904793,,,9930,9300,2760,,1767.821158,,,,249.5368135,,,464
0,0,0,0,0,0,,,,,10230,,,,,,133.2676914,,,464
0,0,0,0,0,13336.22782,,,840,15600,28050,,3204.453957,1871.935621,362.8196972,,649.9282476,,362.8196972,464
0,0,0,0,0,0,,1530,450,,,,,,,,461.5835747,,,464
0,0,0,0,0,0,,,4800,4980,,,,,1525.262318,,,,1525.262318,464
0,0,0,0,0,0,,,6390,2340,,,1.805954338,,213.4002939,262.5820986,164.1430121,,213.4002939,464
0,0,0,0,0,189398.2919,,480,7260,3360,,,,,1803.297078,,,,1803.297078,469
0,0,0,0,0,0,,,60,180,,,,,296.8304662,,,,296.8304662,466
0,0,11.76,46758,2565.683499,2950.536024,,8640,11550,,,3048.425571,,,,,738.4880734,,,464
0,0,0,42500,1022.484491,1022.484491,,1980,5640,,,425.7817224,,,,,637.7221901,,,464
0,0,12.5,46758,1609.806863,1756.152942,,15570,19860,,,3570.969808,,,,,1119.415246,,,464
0,0,0,0,0,0,,30,4650,1500,,,1052.6393,,,,338.680097,,,464
0,0,0,0,0,3120.072512,67620,22500,17550,27690,53760,,18533.88137,,,,413.5412068,,,464
0,0,0,0,0,6430.447124,,10620,22800,18840,23490,,721.7776937,54.76981497,2330.181854,1108.186682,20.87566297,,2330.181854,464
0,0,0,0,0,0,,,120,150,,,,,161.1587238,,75.01873913,,161.1587238,476
0,0,0,0,0,5375.44835,,,480,8100,3270,,1947.5918,,25.30651171,250.0392921,295.1957237,,25.30651171,464
0,0,0,0,0,0,,2610,390,330,,60.92147147,,,,,84.91170645,,,464
0,0,0,0,0,0,,990,330,540,,,,,99.40539272,,158.7614999,,99.40539272,466
0,0,0,0,11.46343236,18358.68693,,1260,27450,139620,283380,,81055.9186,,47.20214222,190.2730352,273.3773621,,47.20214222,464
0,0,0,0,0,18551.61486,,2490,26580,21210,3630,,2965.62017,2495.503247,478.19073,,773.729315,,478.19073,464
0,0,0,0,0,0,12930,150,,,,,,,,,,,,464
0,0,0,0,0,0,6900,7980,,,,,,,,,207.7789839,260.8673073,,464
0,0,0,0,0,0,,720,,,,,,,,,227.6211145,,,464
0,0,17.65,56884,1763.746927,2692.034783,,11760,16320,,,3131.299993,,,,,799.7758245,,,454
0,0,0,0,0,0,,3210,300,120,,0.167136376,,,,,424.7927587,,,400
0,0,0,0,0,0,38010,31020,10050,4380,,414.7088232,,,,,1019.941957,,,464
0,0,2,93707,4543.860501,4165.20546,,900,23610,9690,,9204.001309,,,,,913.1718021,,,464
0,0,0,0,0,0,,,,660,450,,,,126.1947369,,97.32059506,,126.1947369,464
0,0,0,0,0,0,1560,30,120,510,,,,,,,82.22011178,,,464
0,0,0,0,0,757.6762939,76500,68820,49440,100290,97920,,,,5240.082214,619.6598501,55.14179843,,5240.082214,464
0,0,0,0,0,0,,,510,3480,,,,,605.9666068,,,,605.9666068,464
1.49,0,0,0,0,2347.69855,16530,44310,104850,97110,73650,,15565.07114,2869.124809,3224.91066,1504.916314,102.9511038,,3224.91066,459
0,0,0,0,0,0,19830,23610,11250,570,,,,,,,,,,464
0,0,0,0,166.3621483,16137.12838,,,2100,18090,11010,,5969.222847,,,102.4727414,,,,464
0,0,0,0,0,0,,,210,360,,,,,320.2382188,,76.7032638,,320.2382188,464
0,0,0,0,0,0,,,2970,,,,,,470.8132289,,59.23374577,,470.8132289,464
0,0,0,0,0,0,,1110,1500,1590,2220,,,,,611.086641,,,,464
0,0,0,0,0,159.4694609,,,8100,24600,16230,,16319.09903,,,,984.2233761,,,392
0,0,0,0,0,0,,25590,51240,29940,21060,,4827.279455,,,,587.7991381,,,464
0,0,0,0,0,1349.403727,,10860,33240,42270,51690,,27160.08036,,,,1014.151616,,,464
0,0,0,0,0,0,,3630,6660,3090,720,,,,713.8337638,,,,713.8337638,533
0,0,0,0,0,393.9683146,13290,21120,36120,24180,3720,,3770.437738,,1798.221022,,854.1824414,734.8309875,1798.221022,464
0,0,0,0,0,4392.132775,,,2430,6270,3060,,3670.972824,,,,343.9957221,,,464
0,0,0,0,0,4893.554541,,1170,10440,19350,750,,3711.304432,,49.10766444,,524.8495768,,49.10766444,434
0,0,0,0,0,0,,420,13260,390,,,,,1058.690705,,83.94443803,,1058.690705,464
0,0,0,0,0,0,1470,,,,,169.0342071,,,,,,,,464
0,0,0,0,0,0,,,600,,,,,,,,193.5796156,,,464
0,0,0,0,0,2916.723174,,,1770,12930,2220,,2037.246014,,,,527.9137743,,,464
0,0,0,0,0,331.251715,,900,3450,6120,5100,,1705.953995,,,,505.9785908,,,464
0,0,0,0,0,5244.742826,,,,10530,5280,,1904.682865,137.7962974,199.4561564,,262.4155354,,199.4561564,464
0,0,0,0,0,0,,5130,8160,5790,,,1882.309475,,,,818.254097,,,463
0,0,0,0,30.4524304,182.7145824,49620,13320,17340,2730,120,,671.6100423,,1060.041552,,39.39776451,,1060.041552,464
0,0,0,0,1117.225813,2234.451627,,30,2160,150,,,,,,,279.1898777,,,464
4.12,0,0,83428,8539.909915,30237.60696,750,1530,21690,15900,1020,,13092.4478,,,,816.3725473,1860.837842,,464
0,0,0,0,0,0,,2100,,,,,,,,,641.8482612,,,464
0,0,0,0,0,0,2160,8400,90,,,,,,85.19257538,,786.6214079,,85.19257538,464
0,0,0,0,0,0,,,990,1710,,,,,731.437544,,,,731.437544,464
0,0,0,0,0,0,6060,11430,2460,,,,,,858.1882863,,,,858.1882863,462
0,0,0,0,0,0,,3180,540,,,,,,,,414.3403485,,,464
0,0,0,0,0,691.1090093,,750,2550,8010,,,1116.118701,,,,321.8243393,,,464
0,0,0,0,0,2645.194915,,,,5460,3270,,2811.272404,,,188.6095353,353.2096225,,,464
0,0,0,0,0,0,,,,330,,,,,,,109.6576383,,,464
0,0,0,0,0,0,,18180,5790,960,,,,1771.757602,,,566.4202609,,,464
0,0,0,0,0,0,,,2280,3180,,,,,,,482.9457954,,,464
0,0,0,0,0,86949.57423,,,3060,67020,43920,,57221.82946,,,,1548.921985,48.54389599,,464
0,0,0,0,0,0,,,1470,420,,,,,,,314.8008163,,,464
0,0,0,0,0,0,,810,2850,32340,14940,,,,4138.785945,75.62902518,88.81351172,,4138.785945,464
0,0,0,0,0,0,,,2040,9210,1470,,,,764.4602239,149.4512033,,,764.4602239,464
0,0,0,0,0,1163.516365,,900,6150,3900,,,3482.306333,,,,304.0061866,,,464
0,0,0,0,0,0,,109980,7500,2160,210,,,,,325.0672601,284.7163176,,,465
0,0,0,0,0,0,,,90,5160,2520,,,,1127.544892,138.3997392,,,1127.544892,460
0,0,0,0,0,0,215190,4350,1590,,,,,,,,,3243.095791,,465
0,0,0,0,0,0,,,3330,,,,,,,,408.0022602,,,464
0,0,0,0,0,0,419940,44880,,,,,,,,2343.020845,130.4700173,1873.483912,,473
0,0,0,0,0,0,180,3810,1620,,,,,,,,320.6748071,,,464
0,0,0,85621,471.8909889,891.3496456,32610,25230,22050,12360,6510,4012.957589,5983.428129,,,,1594.745174,,,464
0,0,0,0,0,0,,3660,420,,,,,,,,299.4191907,,,465
2.04,0,3.39,116627,784.1894004,1068.718298,165810,133830,73560,,,23659.6745,201.6542665,,,,4761.323188,,,464
1.92,0,3.03,116325,692.7821183,1162.086134,45960,45360,24510,,,7707.80986,,,,,1653.25079,,,464
0,0,16.67,52611,1696.664315,3393.328629,,960,17370,,,2839.281156,291.4404422,,,,644.4786831,,,464
9.09,0,16.67,57598,1100.634065,2201.268131,,30210,24990,3630,,5153.135445,861.5340799,,,,1580.32442,,,464
0,0,0,0,0,0,63030,12690,1860,360,,,,,,,758.4078958,,,464
0,0,0,0,0,0,39330,35670,7230,1710,450,,,,,169.5654112,1001.941812,,,464
0,0,0,0,184.3120816,184.3120816,7260,5820,750,,,,,34.62884145,,,150.5096895,,,464
0,0,0,0,0,0,,,,720,420,,,,186.5376982,75.62902518,,,186.5376982,495
0,0,0,0,0,1723.282428,,43860,36930,21600,11820,,11244.03467,,,253.8453007,1412.200252,,,464
0,0,0,0,0,0,,1350,1560,,,,,,608.2003207,,,,608.2003207,464
0,0,0,0,0,0,,,2130,510,,,,,396.7402527,,21.72656333,,396.7402527,464
0,0,0,0,0,0,,240,24180,2280,11580,,,,3266.779166,,,,3266.779166,464
0,0,0,0,0,0,81390,11160,6660,3300,5070,,,,,,,,,464
0,0,0,102132,879.1278736,1447.975321,9990,56370,21300,12450,,11277.04447,,,,,1759.573163,,,464
0,0,0,0,0,487927.3051,,,960,29880,53160,,52233.73084,,,415.1070604,1022.986571,,,457
0,0,0,0,0,6021.843535,,2730,19860,9360,750,,2612.530498,,446.7670577,,629.5009015,,446.7670577,464
0,0,0,0,0,24.09360716,8460,15720,33630,62400,309990,,7859.651123,12435.3469,275.0740867,140.6756797,,,275.0740867,464
0,0,0,0,0,0,,,,6900,28740,,,,87.95227796,140.6756797,6.385574995,,87.95227796,464
0,0,0,0,0,0,,,60,3540,4740,,25.26937115,,,127.3013806,316.5365964,,,464
0,0,0,0,0,4820.600627,,,30,8280,8850,,2912.752312,,343.0947284,,547.2265548,,343.0947284,464
0,0,0,0,0,0,,,,,960,,,,155.7198603,,127.5598139,,155.7198603,464
0,0,0,0,0,20189.24574,1680,,,7320,5040,,5134.560995,,200.8277746,,502.5947792,,200.8277746,464
0,0,0,0,85.64773583,7451.353017,,840,6180,12390,11010,2005.506578,1912.309931,,180.9001623,,175.418209,,180.9001623,464
0,0,0,0,0,0,,210,570,,,,,,96.63826182,,,,96.63826182,464
0,0,0,0,0,0,,6990,330,2130,,2138.184756,,,63.58684781,,233.3466732,,63.58684781,464
0,0,0,0,0,0,,60,14340,19200,5100,,,,4907.602435,,,83.24892768,4907.602435,464
0,0,0,0,0,0,1994040,1710,,,,0.048802786,,,,,134.068047,1465.41315,,464
0,0,0,0,0,0,79710,5100,4080,4440,1350,,,,558.1324358,,,402.143018,558.1324358,464
0,0,0,0,0,0,,5610,5310,3960,2730,,,,,,330.1624395,,,464
0,0,0,0,0,0,,,,210,,,,,201.9073086,,,,201.9073086,464
0,0,0,0,0,0,,210,2760,9750,2670,,,779.649645,,,,,,464
0,0,0,0,0,0,101670,13440,4140,,,,,119.3325978,,,,,,464
0,0,0,0,0,0,,,270,2460,60,,,,,,,,,464
0,0,0,0,0,0,,,420,1560,,,,,,,,,,464
0,0,0,0,0,0,,,150,1590,450,,,,,,59.74428201,,,464
0,0,0,0,0,0,,,120,2340,120,,,,,,216.0170947,,,464
0,0,0,0,0,0,438690,45240,,,,,,,,,,6066.910647,,464
0,0,0,0,0,0,1200,3030,,,,,,,,,,,,464
0,0,0,0,0,444.5767908,25200,56130,56760,39330,14700,,4920.617644,,,827.4620965,1172.362601,,,464
0,0,0,0,0,0,33780,8760,660,150,,,,,,,,,,464
0,0,0,0,0,0,77730,35790,56970,45180,26010,,,,,,401.2786524,,,466
0,0,0,0,0,0,,,,510,,,,,186.4818899,59.08938647,,,186.4818899,460
0,0,0,0,0,0,,1440,2010,,,,,,,,285.9530015,,,464
0,0,0,0,0,0,,,,1050,600,,,,557.4446075,164.6118992,,,557.4446075,473
0,0,0,0,0,874.8818996,,,14550,16410,1650,,3604.747157,,342.6841009,,658.7832817,578.2904716,342.6841009,464
0,0,0,0,0,0,,,,330,,,,,,,153.6912252,,,464
0,0,0,0,0,13996.84361,,450,2400,2430,3450,,1429.925271,,142.2407718,,510.0130289,34.58145909,142.2407718,464
0,0,0,0,0,0,,,,360,,,,,,151.2132932,97.26491928,,,395
0,0,25,41089,726.27044,581.016352,,17910,30,,,610.6131521,,,,,687.9240859,,,464
0,0,12.9,46178,2930.354072,5190.912927,,21630,9270,,,3009.123912,,,,,996.8951855,,,464
0,0,0,0,0,0,,,1650,6780,,,,,,239.7380887,853.2562017,,,464
0,0,0,0,0,1327.868194,,,1890,9660,29400,,17026.65253,,,,912.6234815,,,464
0,0,0,0,0,1688.94183,12330,8790,21960,38130,122700,,13487.50123,,963.6378747,130.0326125,565.6880137,,963.6378747,464
0,0,0,0,0,0,,3330,5820,240,,,,,,,157.9533537,,,464
0,0,0,0,0,0,30,90,11970,2130,1200,,,,1388.510299,,,,1388.510299,464
0,0,0,87500,1573.883977,2754.29696,1110,1080,4350,,,482.5508728,,,,,331.9276724,,,464
0,0,0,0,0,0,,4110,840,,,,,,,,371.4774041,,,464
0,0,0,0,0,0,1860,,,,,,,,,,,,,464
0,0,0,0,0,0,,,,120,300,,,,,,,,,464
0,0,0,0,19.23618634,2481.468038,31020,53490,25440,22980,1650,,4065.598027,,,146.3814027,1066.634932,867.4281661,,464
0,0,0,0,0,0,15450,5340,,,,,,,,,750.7164937,,,464
0,0,0,0,0,0,30,,900,1530,,,,,,,294.8868263,,,464
0,0,0,0,0,9877.944743,,2130,11340,52440,68730,,21269.20695,,1146.07296,,2304.131663,,1146.07296,464
0,0,0,0,0,0,,,60,360,9600,,,2048.796598,102.1006139,,332.2418015,53.91432275,102.1006139,464
0,0,0,0,0,5523.992801,,,930,19920,5430,,6342.909038,,,,664.9023251,,,464
0,0,0,0,0,0,,12780,6840,2310,,,,,,,826.9713361,,,464
0,0,0,0,670.7001041,7042.351093,,,,6240,1560,192.6762517,1868.358235,,193.7652404,,222.180088,,193.7652404,464
0,0,0,0,0,360.6776238,205830,112440,127170,119610,45450,,56472.45331,,723.8428827,,1708.237101,3761.974054,723.8428827,464
0,0,0,0,0,598.562113,,1980,8220,6300,900,,1262.205501,,,,667.322292,,,463
0,0,0,0,231.7065814,463.4131629,,840,5250,5130,,,919.4724305,,,,600.9669886,,,464
0,0,0,0,0,9554.849502,,,3030,6240,3210,,1325.051547,,186.0038356,,250.4169688,,186.0038356,464
0,0,0,0,0,595.7127488,28770,1440,4860,4140,,,1292.551479,150.0325315,347.9103238,,,,347.9103238,428
0,0,0,0,0,784.0987904,60,,6090,10140,240,,501.030087,,863.6426537,,289.1529121,,863.6426537,464
0,0,0,0,14.82163301,3038.434767,32310,36360,42390,55920,7530,,16726.15953,64.0192687,,,1735.870964,,,487
1.96,0,0,131239,368.7517524,2371.970731,41400,53790,115410,34620,14640,3971.316322,10719.31021,,531.7431871,,1575.227645,,531.7431871,464
0,0,0,0,0,726.677452,,1620,4080,840,,926.1050773,,,,,225.8951993,,,465
0,0,0,0,0,1034.861957,,3180,18210,20430,17640,,4562.746005,,,,1070.661683,,,464
0,0,0,0,0,2323.874682,28380,11430,12120,9810,21630,,9116.34826,217.8313198,,446.5647611,118.4150922,982.7834647,,465
12.5,0,58.33,9750,2490.155625,4150.259375,,150,13860,1590,,1565.937363,,,79.05657425,,628.963426,189.5065227,79.05657425,464
0,0,0,0,0,0,,,8490,3300,,,,,1069.946878,,71.62212118,,1069.946878,464
0,0,0,102690,1034.287969,752.2094321,,20790,6720,,,2704.189674,,,,,816.3269152,,,464
0,0,0,92482,970.219298,754.6150096,,38820,9210,,,4638.387474,,,,,1043.672229,,,464
0,0,0,0,0,0,194400,,,,,,,,,,123.4266406,,,464
0,0,0,0,0,0,,,450,420,690,,,,448.8159088,,,28.46504932,448.8159088,464
0,0,0,0,0,0,,,3210,3570,360,,,,2090.636977,,65.48734184,,2090.636977,464
0,0,0,0,201.2889099,283213.4962,,,,3780,9090,,,7831.172559,,218.0290389,430.9019933,,,464
0,0,0,0,0,12680.26794,,,,,13230,,4670.951869,,,424.5404389,267.598959,,,464
4.69,0,0,32149,26850.33309,104461.5149,,,,540,12660,,2727.412592,4669.456626,,404.0691384,296.8676759,,,464
0,0,0,0,0,98150.30631,,,,7500,6630,,7668.2748,,174.6323212,428.8884287,177.9486349,,174.6323212,464
0,0,0,0,0,0,549960,28290,750,,,,,,,,,7078.126347,,462
0,0,0,0,0,0,2116470,26730,6870,2190,,,107.4878274,182.1635584,,,1036.849224,,,464
0,0,0,0,0,0,195060,63420,24150,26760,16140,,,,,,,,,462
0,0,0,0,0,2659.902869,,49200,46590,44790,21210,,8446.573615,4110.882796,954.6329985,121.811866,377.2461568,,954.6329985,464
0,0,0,0,0,0,24000,13260,,,,,,,,,,646.0212937,,464
0,0,0,0,0,0,,,480,1080,,,,,,75.44718025,,,,464
0,0,0,0,0,0,3030,48030,2790,5310,12420,,10979.74229,,,141.2594535,222.02901,99.27039888,,464
0,0,0,0,0,989.3121368,117270,55200,50340,51750,34470,,4596.298124,,,,1919.108972,766.880556,,464
0,0,0,0,0,0,,,1110,870,,,,,484.020692,,,,484.020692,464
0,0,0,0,0,5453.746205,,,6150,16080,,,1285.755383,458.3432917,335.5124196,,432.339823,,335.5124196,464
0,0,0,0,0,0,,240,1530,840,,,,,,,360.8660611,,,468
0,0,0,0,0,0,,,960,1110,,26.50207787,19.8269508,,,185.2269148,82.51621368,,,464
0,0,0,0,0,0,24930,11160,13410,,,,,,1202.700899,,,,1202.700899,464
0,0,0,0,0,0,11700,3750,,,,,,,,176.3136797,,201.2629194,,464
0,0,0,0,0,0,180,2010,,,,,,,,,268.0175324,,,462
0,0,0,0,0,0,,1770,1230,,,,,,,,585.1601201,,,464
0,0,0,0,0,0,30,2040,,,,,,,,,216.8346156,,,464
0,0,0,0,0,0,,1290,210,540,180,,,,,,154.5549454,,,464
0,0,0,0,0,4792.177654,,,240,3900,720,,,,480.8718885,,,,480.8718885,455
0,0,0,0,0,0,,,4200,2820,,2560.815434,,,,,128.099921,,,464
0,0,0,0,0,0,6600,2490,,,,,,,,,,,,464
0,0,0,0,0,0,5010,7530,9990,12270,20370,,,,1167.329268,,,,1167.329268,464
0,0,0,0,0,0,13290,17310,20850,29880,17400,,,,,,,,,464
0,0,0,0,0,0,8130,21990,17490,,,,,,,,155.7472642,,,464
0,0,0,0,0,0,121890,12000,2100,,,,,,,,102.9437113,,,470
0,0,0,0,0,0,5850,6360,4290,3300,,,432.8677688,,,,146.5435248,,,464
0,0,0,0,0,0,,1680,6210,7560,2940,,,,,,104.5652833,,,464
0,0,0,0,0,0,,,3540,1080,,,,,,,121.9721715,,,464
0,0,0,0,0,0,,60,330,,,,,,,,153.4073828,,,464
0,0,0,0,0,0,,,5220,2280,,,,,669.8917846,,123.2865821,,669.8917846,464
0,0,0,0,0,0,,,90,1320,,,,,,,26.71045848,,,464
0,0,0,0,0,0,,,150,,,,,,,,126.5152555,,,464
0,0,0,79906,3763.316181,3763.316181,,360,4620,5430,,2740.891787,,,,,638.9743361,,,463
0,0,0,80071,2482.015191,3788.338976,,,3570,16230,,4571.947382,266.410202,,,,980.5880072,,,464
0,0,0,75000,1370.277579,1494.848268,,7650,8310,4740,,3533.665144,,,,,614.2717231,,,464
0,0,0,0,0,0,,,540,,,,,,,128.5178498,38.95851944,,,464
0,0,0,0,0,0,324600,,,,,,,,,,,,,464
0,0,0,0,0,0,615870,46140,57120,63660,83040,,,37911.35896,,,214.6780114,,,464
0,0,0,0,0,0,6720,240,,,,,,,,,41.3675697,,,460
0,0,0,0,0,2671.381423,,,17130,12900,11730,,5349.923887,,301.1391049,,632.1288401,,301.1391049,464
0,0,0,0,0,0,8850,12990,120,,,,,,,,140.7854759,424.0426379,,464
0,0,0,0,0,0,,,60,1050,300,,,,356.2151762,,34.80908522,,356.2151762,464
0,0,0,0,0,0,183240,240,750,1050,450,,,,,,,88.04947538,,464
0,0,0,0,0,0,,,,240,,,,,328.5449994,,,,328.5449994,464
0,0,0,0,0,0,,,180,1380,,,,,145.0725037,,201.7151573,,145.0725037,464
0,0,0,0,0,0,,,,540,,,,,130.9194927,,96.33138228,,130.9194927,464
0,0,0,0,0,26484.15932,,,,4050,8460,1504.677354,2300.909735,,,208.9334987,296.6359456,15.20783493,,464
0,0,0,0,0,0,168810,1530,510,,,,,,138.0337226,,26.96162243,,138.0337226,464
0,0,0,0,0,0,510,3690,3690,,,,,,390.1349521,,,,390.1349521,464
0,0,0,0,0,6271.276976,,,2160,8160,11070,,3542.342676,,172.8576817,,589.5497417,,172.8576817,464
0,0,0,0,0,54.12933751,191970,15390,14130,7710,10140,,9535.301246,,355.6501868,,,,355.6501868,464
0,0,0,0,0,0,,1140,6600,5670,390,,425.3824279,,,,310.8675079,,,464
0,0,0,0,0,826.341851,,360,15990,25560,1770,,6092.85745,,917.3442795,24.08441981,1467.265959,920.0641962,917.3442795,464
0,0,0,0,0,0,,,3990,2580,,,,,,,711.0971357,,,464
0,0,0,0,0,2843.847524,150,2730,1050,18600,9930,,6331.188585,,,,165.1920865,,,464
0,0,0,0,0,0,12210,44850,54570,27300,7080,,2791.650864,,741.4819188,,348.8822214,342.9496848,741.4819188,464
0,0,0,0,0,0,39900,4110,3360,5760,14460,,,,926.4210061,,,,926.4210061,464
0,0,0,103983,1249.96594,1071.399377,,8220,6510,,,1428.358749,,,,,605.3844442,,,464
0,0,0,0,0,0,,,,,2130,,,,,421.8325447,78.23189031,93.90810587,,464
0,0,0,0,0,0,,,,840,1260,,,,,390.9577163,138.5198721,,,464
0,0,0,0,0,1307.608065,,,420,7980,5520,,,,,,683.0411651,,,464
0,0,0,0,0,0,,,,330,,,,,,175.7787035,,,,464
0,0,0,0,0,0,,,6450,13860,90,,,,2515.415809,426.2682259,,150.9695473,2515.415809,468
0,0,0,0,0,16467.05955,,,,3840,23820,,18896.94098,,,,685.8759937,,,464
0,0,0,0,0,1936.914617,,,,4860,36570,,1179.680151,,241.5386471,,621.4734694,323.2007177,241.5386471,464
0,0,0,0,0,0,,,19320,5490,450,,,,1392.836115,129.9458294,,,1392.836115,464
0,0,0,0,0,0,,,5790,4260,,,,,1056.160305,,,110.8279992,1056.160305,497
0,0,0,0,0,3379.59951,,,,1800,16590,,162.8736808,6282.098913,,172.8750241,648.2687921,130.9251146,,464
0,0,0,0,0,18123.14206,,,,300,12720,,4231.759896,,,,632.382356,,,464
0,0,0,0,0,0,7710,4860,1950,30,,,,,258.1980152,,397.686588,,258.1980152,464
0,0,0,0,0,0,,,1260,,,,,,333.1432083,,43.11110615,,333.1432083,464
0,0,0,0,0,0,,2970,240,,,,,,,,391.984389,,,464
0,0,0,0,0,0,,,870,2130,900,,,,,320.9353458,132.1176145,,,464
0,0,0,0,0,0,540,1050,300,,,22.03958795,,,,,45.97510403,,,464
0,0,0,0,0,0,6570,,,,,,,,,,,,,464
0,0,0,0,0,0,,180,450,,,,,,,,76.38167,,,464
0,0,0,0,0,16856.75667,,,870,7260,1260,,1508.382419,,,206.4559273,59.63298143,41.17639356,,464
4.35,0,0,0,0,980.7567882,286410,108270,174390,155730,54570,,26760.67717,224.4925501,,760.2133535,450.9786119,,,464
