2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,Household_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,PrimaryLengthMeters,SecondaryLengthMeters,TertiaryLengthMeters,WalkingLengthMeters,Pri_LengthMetersHalf,Ridership
0,1.5,50,0,2646.271455,378.0387793,,,6090,720,,620.3211513,,,,,362.4468001,,,464
0,1.5,0,0,509.8635664,254.9317832,,,12720,7800,,309.4509009,,,802.0989342,1000.341243,,,802.0989342,464
0,1.5,0,0,1305.091233,652.5456164,1470,1170,840,510,,,,,579.9228644,,153.1873193,,579.9228644,470
6.25,1.5,23.08,29226,2025.660539,2263.973543,,6270,10740,3360,1470,2754.034014,1518.676565,,233.0380508,,669.8244221,,233.0380508,464
5.36,1.5,18.42,40169,764.9189154,1269.439902,,85080,43050,27030,4140,4929.159593,11935.8395,,361.6849161,,2173.703202,,361.6849161,464
0,1.5,25,50000,879.1839103,1465.306517,450,7410,1020,,,682.7789776,,,,,449.9954475,,,464
2.44,1.5,7.69,31419,618.4829502,726.0452024,105660,67290,19950,,,9571.562831,,27.54438176,,91.55782069,2610.14088,,,465
0.58,1.5,32.48,37480,706.2290451,1541.597116,177510,235740,153810,68790,5880,27798.71612,8057.340431,551.9688873,,1545.039989,4030.751505,,,464
0,1.5,18.18,41420,1176.978487,1569.30465,,4230,15630,,,2299.126545,,,,,700.5501018,,,465
2.38,1.5,33.33,46775,20998.96185,22464.0057,,,3930,1470,,957.3909451,,,,,330.4041306,,,464
0,1.5,45.45,15907,1114.613863,2340.689113,,3630,13830,5760,,1360.645887,328.8893864,718.1422804,,82.77803657,828.6021091,,,464
0,1.5,50,16327,1603.023866,2404.535798,,1080,6210,1980,510,638.8573277,158.8773622,,,287.5613684,343.6465808,,,464
0,1.5,50,0,715.7546841,715.7546841,,,5220,2010,,318.3416666,281.7192443,,,,376.3106777,,,464
0,1.5,25,35000,655.5185144,2130.435172,,11430,4410,,,962.5831291,,,,,831.7149492,,,463
6.25,1.5,25,35000,1948.007647,2226.294454,,6690,12060,,,2983.190876,,,,,663.0998494,,,440
5.88,1.5,9.09,50000,673.7591099,1088.380101,,15930,27210,4200,2730,3623.636262,2815.414096,,,463.5414923,537.4181538,,,464
8.33,1.5,30,35000,3464.160764,5388.694521,,930,5760,,,1106.605082,,,,,489.8825894,,,585
0,1.5,18.18,50000,1959.568252,2155.525077,,1950,11490,,,1524.920891,,,,,637.7572087,,,463
8.33,1.5,25,27508,2150.283766,3344.885858,,750,20940,,,3351.097146,,,,,737.7634692,,,462
9.09,1.5,0,37784,1580.71457,2155.519868,,6930,11070,,,2297.085038,,,,,645.0842287,,,464
20,1.5,33.33,25000,1886.315199,1886.315199,,,5280,7110,,1210.752334,817.653697,,,,495.8788412,,,464
0,1.5,0,42500,30.43978174,943.633234,102750,59220,94500,54750,29250,112.8531242,8107.416244,4285.342022,,,1330.644812,,,464
0,1.5,50,0,320.182944,4962.835632,,,6720,7410,2070,445.2463146,2566.356291,,,,564.5505693,,,464
16.67,1.5,33.33,25000,1265.059231,1807.227473,,1650,10530,2190,,704.412732,1284.740651,,,,642.4202103,,,464
25,1.5,50,0,329.4763004,988.4289013,,3630,8490,3630,,242.1882051,,,,,516.9812164,,,464
0,1.5,0,7500,6747.919311,6747.919311,,,690,,,,,,,,207.4445646,,,464
6.25,1.5,12.5,37784,1412.160668,3631.270288,,4140,17760,3810,,1530.831116,494.794835,,,,774.2623301,,,458
1.02,1.5,7.44,53233,4987.175299,4598.564237,,1890,44640,27630,5850,8028.258667,4554.898835,149.7042746,,745.8594026,717.5523516,,,464
0,1.5,10,86037,2632.425798,1914.49149,,1410,9420,120,,2099.205926,,,,,496.6642458,119.459373,,464
0,1.5,6.25,100000,1462.61276,2463.347807,,12000,21600,,,5820.393574,,299.2771344,,,943.3662815,,,464
0,1.5,6.67,100000,1005.488993,1633.919614,,16080,23160,1980,,5982.16996,,,,,997.2030786,,,464
0,1.5,0,62500,184.2838911,8477.05899,,,4350,17400,6360,652.5567914,2755.720236,1407.788084,320.2380669,,670.43778,,320.2380669,464
0,1.5,16.67,35000,376.1357589,2131.435967,,11580,12090,9780,7830,802.3279078,2401.684939,50.69979488,146.1231336,,763.4796606,,146.1231336,464
9.09,1.5,25,35000,6175.378055,3293.534962,,,3990,2340,,1330.779686,,,,,376.308456,,,464
0,1.5,33.33,29226,2445.163243,2445.163243,,750,3480,5280,1020,1052.85081,,,,,622.3718891,,,464
0,1.5,33.33,29226,1703.620992,3893.990839,,1080,4920,4620,30,1075.982889,538.0924482,,,,625.687636,,,464
0,1.5,0,0,363.0805693,181.5402847,,,4740,6930,2640,51.05944095,,,,,357.9310132,,,456
6.67,1.5,25,35000,3866.618716,3515.107923,,,,6750,600,1176.867044,,,,,407.1390183,,,464
0,1.5,25,35000,3111.368543,1728.538079,,,3600,3960,,1892.471516,,,,,408.9689251,,,464
5,1.5,29.17,35000,1294.146116,1501.209495,,37620,12270,,,3089.487025,107.0129157,,,332.4500186,860.9510151,,,464
1.96,1.5,19.23,50000,1099.616468,1329.768752,,60270,36480,3420,1080,6467.413507,420.6284379,395.6582968,26.93300507,768.0758065,1276.257844,,26.93300507,464
4.17,1.5,15.38,43750,1161.200283,977.85287,,34230,8130,,,3818.988133,,,,259.0049727,754.1913336,,,464
0,1.5,50,0,316.5465873,316.5465873,750,15540,,,,1257.248642,,,,,796.938566,,,464
0,1.5,10,39941,1593.620036,1781.104746,,38490,16860,,,5436.764048,230.5063385,,,,1429.733176,,,464
0,1.5,10,39941,1617.909327,3757.724888,,22290,23970,3300,,4362.099486,810.1569637,,152.1566896,,1138.600476,,152.1566896,464
10.53,1.5,28.57,41637,1257.111933,1117.432829,,31290,5880,,,4131.724686,,,,,961.5367816,,,471
4.76,1.5,26.09,35000,1713.385188,2108.78177,,26880,12630,,,2900.079901,,,,244.5338162,764.4044064,,,464
0,1.5,0,40584,1021.735288,1021.735288,,4320,5730,,,823.5050648,,,,,464.2027378,,,470
9.26,1.5,21.21,37336,1443.610446,2093.235147,,48180,23580,,,6693.204906,201.9113656,,,,1581.720006,,,464
0,1.5,25,25000,1264.377247,1264.377247,,,1590,8760,4140,661.4076732,,348.8559679,,156.4434626,534.7025229,,,464
2.04,1.5,32.69,48584,15581.95827,18125.95146,,,5880,2220,,1373.587213,,,,4.662215081,211.0008567,,,464
0,1.5,4.88,86188,3259.494679,3505.494278,780,2040,13800,21690,3900,4156.238904,,3960.68564,300.8772382,,649.8202072,126.5533616,300.8772382,464
1.76,1.5,31.21,33624,1777.41571,2581.215172,,96720,109740,19620,690,20372.69511,4668.545204,,,378.7104646,3383.243164,,,464
5.26,1.5,15.38,43660,1326.057278,5209.510737,,11340,7590,3150,5280,1822.834854,1547.670355,,199.6666164,,677.3441548,,199.6666164,464
5,1.5,17.39,41023,2147.935338,2222.002074,,20580,14340,60,,3675.08399,559.867032,,,302.6873739,638.8237884,,,464
12.5,1.5,16.67,26436,1698.383601,2717.413762,,5370,2190,,,605.2812875,,,,,305.7937635,,,464
6.45,1.5,11.11,33953,2191.873587,3144.862103,,8160,19020,,,3545.969871,,,,,930.1948939,,,464
4.76,1.5,10.53,32201,1679.66333,2917.309995,,9030,13530,3060,3690,2526.378622,643.9931137,,172.494789,,748.8003355,,172.494789,464
4,1.5,13.33,36805,2238.074478,2238.074478,,14730,8400,,,2225.872528,,,,,740.5986779,,,464
5.41,1.5,14.29,37826,647.4532637,1668.437256,,34170,55260,11010,3630,2749.027898,8251.877878,,,522.6542877,1608.914855,,,464
0,1.5,50,7500,746.7077696,6720.369926,,,1170,3870,1920,235.8799108,2113.303346,,,51.17972309,476.5921818,,,464
0,1.5,9.09,28901,774.0965228,532.1913594,,47070,6480,,,2058.077169,,,,591.633536,721.8795734,,,464
0,1.5,50,35000,1419.314356,1135.451485,4500,4560,,,,228.5361896,,,,,543.3155016,,,464
0,1.5,0,29084,1391.249442,1669.49933,6570,2760,,,,364.9153693,,,,,143.8624272,138.2470753,,464
4.35,1.5,27.27,25000,3306.744357,2645.395485,,,7980,3750,,1982.68808,,,,151.6804418,505.4708236,,,472
0,1.5,18.18,31872,1922.170873,1409.591973,,13110,7050,,,1976.725955,,,,,662.1750395,,,464
5.56,1.5,10,32201,1992.127385,2213.474872,,12270,11130,,,2345.346304,157.3456508,,,,767.7536561,,,464
8.7,1.5,12.5,35000,1825.282706,2576.869703,,14850,9270,,,2716.869481,,,,,766.3106028,,,464
6.9,1.5,16.67,38399,2394.976936,1899.464467,,4200,23220,4020,,3380.099711,251.045051,,,403.9685026,649.6711719,,,464
0,1.5,18.18,41495,987.9954991,898.1777265,,21810,7050,,,1281.19101,,,,,858.3574377,,,464
4.3,1.5,11.76,45678,893.0120576,1909.198192,11400,15660,38250,17040,1650,,13280.4577,,,,148.6504815,1536.78068,,464
3.03,1.5,9.09,50000,2818.738523,4316.193364,,7710,8820,12810,,7567.849042,,277.1958539,,,837.1438447,,,464
0,1.5,25,18542,1485.576486,742.7882428,,,4920,4200,1260,622.5413009,,204.6895349,,,598.9302661,52.43021522,,464
0,1.5,20,22452,4240.214328,4543.08678,,690,5820,2040,,1737.113333,,168.1350399,,96.86180695,330.9744268,,,464
1.85,1.5,12.82,46348,1975.822173,1815.620376,6360,93870,36960,5880,2430,12190.79383,1006.55066,,216.9195677,,2664.264853,,216.9195677,464
0,1.5,14.29,47480,2924.182108,3063.428875,,11850,6780,,,1972.493218,,,,,866.0640726,,,474
0,1.5,0,0,130.2157003,3320.500357,,,16770,12570,10470,3182.465449,3708.206646,,237.5527303,206.9039969,343.4301783,,237.5527303,464
1.27,1.5,13.08,47136,12250.7144,7823.985665,,10230,12390,2520,,3454.299183,,,,240.5460711,397.7466706,,,464
2.7,1.5,18.18,46667,1393.892321,1742.365401,,23400,23490,10890,9300,3807.682168,2756.729697,,351.2806769,203.4714646,1225.752991,19.55486912,351.2806769,464
4,1.5,17.5,41089,1388.385941,1177.10982,,70920,14790,,,6139.562709,,,,,1961.954288,82.33792595,,464
0,1.5,20,37784,1411.472753,1129.178203,,11070,7290,,,1479.575995,,,,,785.744704,,,464
8.7,1.5,21.05,38233,2346.126813,2158.436668,,9270,17610,750,,3237.362115,,,,,905.397611,,,500
0,1.5,45.45,15907,2170.184387,4143.079284,,,8190,4890,,1379.500405,302.1702987,,,,562.6382379,,,464
0,1.5,50,15000,400.9429319,1002.35733,,,8130,4650,,,,1362.123234,,,765.2769318,,,464
5,1.5,9.52,37745,774.9330666,4442.949582,,,19110,22560,8340,1946.913976,9642.795497,,,,1241.120589,,,464
33.33,1.5,25,25000,1711.138181,1140.758787,,60,9000,,,1219.383323,,,,,381.1796252,,,464
16.67,1.5,25,25000,1496.5641,2244.84615,,,6810,,,739.523231,,,,,413.4090448,,,464
0,1.5,25,18542,2332.691362,1866.15309,,2670,2880,,,710.8538593,,,,,462.7723913,,,464
7.69,1.5,8.7,35000,2211.416894,2636.689373,,14760,13950,,,3622.542207,,,,,941.7994301,,,464
3.12,1.5,18.75,48852,2124.584285,2219.010254,,19320,35520,,,5936.007574,,,,192.240334,1401.996713,,,464
2.08,1.5,18.97,47472,3889.51999,2984.980458,,24780,32340,270,,5174.801314,,,,649.7441372,648.1701362,,,463
2.63,1.5,7.69,38438,1715.027066,1519.023972,,29820,22890,,,5304.880298,,,,,1283.340644,,,529
5.56,1.5,10,37784,2024.324905,3312.531663,,5220,8880,,,1880.642617,174.0099858,,,,572.1722515,,,464
0,1.5,10,37784,787.0642525,726.5208485,3240,27660,11910,,30,2603.974971,,,,,988.5891887,,,439
20,1.5,50,7500,415.9919734,2287.955854,,90,6030,4950,1410,246.5815171,2259.273065,,,,462.2560968,,,487
5.26,1.5,10,35000,2171.37047,4777.015034,,1980,8610,1290,,768.7988377,,91.00183414,,176.2848107,457.2110341,,,434
0,1.5,5.6,83901,1006.36466,1097.852356,17220,208980,127320,41880,810,40179.57844,,,191.5091014,,5136.17598,,191.5091014,463
0,1.5,0,87500,345.7572556,13772.66401,3810,8160,14130,11640,7140,,4685.253827,,549.6293155,,102.1974712,1870.868035,549.6293155,454
5.88,1.5,16.13,37838,2303.438877,2623.360943,,12750,27660,,,4562.634596,,,96.45832669,271.5989785,868.3854774,,96.45832669,464
0,1.5,8.91,40325,1258.355231,2625.274444,64890,210480,165210,76860,7440,29962.64405,13511.20609,454.9573083,1801.88445,,4165.997012,,1801.88445,464
0,1.5,0,85357,1651.916462,1651.916462,,4920,3000,,,1205.611956,,,,,518.9473124,,,464
8.16,1.5,1.96,36858,1266.743381,1884.666981,,46170,37260,300,,6989.971802,231.005815,,,310.2204508,1230.153654,,,464
14.29,1.5,38.46,26923,2498.736996,2855.699424,,2700,10560,1260,,1827.994039,,,,,726.2474438,,,455
5.26,1.5,23.08,26923,1666.202378,2947.896514,,1080,15900,3210,,1592.103749,727.8503438,37.5598645,,,812.4732488,,,448
6.25,1.5,9.09,32607,531.0094379,10293.41372,,1080,17340,19290,25770,4578.169474,5844.85753,,544.8326565,30.47570449,895.7444385,69.59945579,544.8326565,456
6.45,1.5,12.5,35000,1695.628256,3996.838031,,7320,40980,6060,9810,7930.495613,2299.188324,,251.3417131,,1633.421923,,251.3417131,458
7.41,1.5,13.64,33775,2370.369333,3047.617714,,6780,16110,,,2995.03953,,,,,856.4934648,,,464
5.08,1.5,16.13,37312,1569.35988,2247.478346,,33180,60930,15000,24540,8668.074269,6446.742814,,301.2537828,543.3269057,1746.562018,,301.2537828,464
4.35,1.5,11.11,46601,305.4891096,305.4891096,45450,53610,14340,5490,30,1716.060704,1576.065695,624.3870563,,,742.4861026,,,464
7.69,1.5,25,37784,930.8586105,997.3485113,8580,26340,4080,,,1633.856181,,,,264.8314631,755.2372786,,,463
0,1.5,30.77,31942,1436.102434,1942.962116,,10680,19980,,,3702.127005,,,,,822.8824852,,,464
0,1.5,8,52814,1521.805116,1956.606577,,29700,9960,3930,4080,4946.271376,891.3088491,,,149.7015399,1069.089727,,,464
5.26,1.5,18.18,37784,3185.923555,5006.451301,,330,10770,300,,2009.295597,,,,,641.0273887,,,464
0,1.5,12.5,37672,2441.499924,5548.863464,,1200,7500,2910,,882.0278669,681.7772016,,,,648.8926174,,,464
5.46,1.5,16.13,37305,10395.22841,9989.560962,,2130,22710,20190,6030,10951.50011,,,,244.9108952,753.6693084,,,452
0,1.5,0,42500,4306.56145,957.0136556,,1770,3780,,,885.3837903,,,,,274.4343466,,,464
4.76,1.5,18.42,41392,1337.638536,3202.521458,12540,149460,50550,25590,27270,13361.825,11788.414,,574.2479496,246.3612836,3921.05446,,574.2479496,464
8.33,1.5,11.54,32947,1548.957777,1548.957777,,14340,27480,,,4156.484735,,,,,1138.04533,278.3434384,,464
0,1.5,18.18,31872,2082.098647,2242.260082,,7680,7620,810,,1429.431809,356.9513353,,,,459.2954464,,,464
0,1.5,0,0,357.8740635,198.8189242,37230,23250,4140,540,,187.8025381,,,944.4671114,675.9732469,218.1722821,28.51489347,944.4671114,464
15.38,1.5,38.46,26923,2477.113468,2830.986821,,2880,10050,1530,120,1700.303086,,,,,717.360697,,,464
0,1.5,33.33,29226,2065.059336,3671.216597,,,7350,3720,210,1356.655863,637.5730917,,,,600.1810587,,,464
5.88,1.5,20,41089,1351.765163,1171.529808,,22590,6120,,,1735.169485,,,,,805.405669,,,466
7.14,1.5,12.5,37489,1369.823026,1674.228142,,15540,1470,,,1365.033951,,,,,635.2870376,,,464
0,1.5,0,0,2345.091297,1172.545648,90,2280,,,,,,,,,304.3590943,,,464
0,1.5,0,0,321.6308712,643.2617424,4980,18990,,,,417.6390093,235.4897122,,,,452.4906682,,,464
0,1.5,50,15000,132.8684235,1262.250023,,,8010,7890,22950,,728.5594703,,,387.9359496,550.8630509,,,466
0,1.5,0,0,42.97815691,42.97815691,,9750,20610,20370,9630,,,890.8505134,,,624.303368,40.59369249,,463
0,1.5,50,15000,860.1351634,1290.202745,,90,5610,390,,129.0692384,,,,249.2018234,317.6696467,,,464
0,1.5,0,0,3.510359346,814.4033683,257010,121770,114060,156450,88350,434.5371141,33976.38268,2113.342939,,,2815.146031,,,464
0,1.5,0,108124,383.2603431,170.3379303,7920,42990,8310,1650,,381.7848274,,101.302653,,,235.7929682,,,464
9.62,1.5,26.74,28246,3434.440366,6912.354661,,16830,51810,38460,12420,10640.52854,8793.577904,,1134.53691,,458.5630329,,1134.53691,470
11.11,1.5,30.77,29167,1011.950339,8812.400871,,5910,17550,9810,28110,4259.881534,7213.337682,,468.6806191,,852.4220195,,468.6806191,464
0,1.5,7.69,30797,985.3786715,985.3786715,,34350,5100,,,2839.752033,,,,321.2741099,869.4393462,,,465
0,1.5,0,20000,271.7540819,7473.237251,,,7200,4500,7410,93.52633795,2739.509605,,,70.16754861,774.0535671,,,464
2.7,1.5,17.65,46065,1295.708799,1347.537151,,40740,9270,,,3104.516763,,,,,1165.237527,,,464
0,1.6,7.69,36480,1679.893565,1805.885583,,85410,35040,1890,1020,6691.196135,210.0430497,,91.60037748,58.68977416,2137.555218,93.29661913,91.60037748,464
0.75,1.6,14.89,30731,966.2343948,1104.26788,34680,246090,52500,2370,2280,14891.39352,2142.646417,149.3033264,,242.1131483,3903.303252,,,464
5,1.6,23.53,32911,11792.38885,5286.243277,,,2910,3420,,1540.515666,,,,,393.6058211,,,464
5.88,1.6,26.67,35000,1073.975928,1457.538759,,19830,13950,,,2758.226432,,,,,794.6191525,,,464
0,1.6,30,37860,1670.747787,2116.28053,,6180,17100,,,3214.368999,,,,,790.7091266,,,464
5.88,1.6,11.11,37860,388.1524562,3909.249738,,14640,21660,37470,19560,3196.024823,7668.028165,,449.9518677,,1147.376329,,449.9518677,464
0,1.6,25.93,60354,131.5451272,563.7648307,240840,76170,72180,20910,3480,6181.03974,1571.171111,306.6561016,2026.492984,,1648.216865,,2026.492984,464
14.29,1.6,40,35000,1337.0644,2339.862699,,9900,5130,390,,1512.237005,,,,,375.8533327,,,620
4.88,1.6,27.78,35000,994.640792,1733.516809,7410,63840,19980,90,,4942.654607,,,,155.6885505,2033.499585,,,464
10,1.6,27.27,31741,1547.714082,2391.921764,,4650,13800,,,1859.749783,210.2933009,,,,606.8113758,,,461
6.67,1.6,26.67,36757,2251.6531,2752.020455,,9360,11430,,,2325.37067,,,,265.664429,533.2517426,,,604
10,1.6,33.33,31741,782.891545,1217.831292,,29910,,,,2038.596208,,,,,752.3302279,,,434
5.17,1.6,27.19,36106,1614.449487,1454.458997,25440,88080,43020,19860,1590,9467.852191,2473.403309,,,986.2777031,1633.563526,,,464
7.69,1.6,6.25,41005,1399.129984,1818.86898,,9510,27600,,,4492.782292,282.7568584,,,,1026.446385,,,532
5.71,1.6,8.57,44104,1378.397985,1807.232914,,19620,60630,4260,,10148.83337,3219.953143,,,514.4372147,1480.123162,,,464
4.55,1.6,30.19,36380,986.6699832,1353.147406,114090,141120,75120,35310,1920,14574.81077,2502.698561,,,,3989.783227,453.4577546,,411
4.76,1.6,31.25,35000,1935.90229,2120.273936,,12420,15720,,,2906.065207,,74.86219755,,,943.7115536,,,437
7.14,1.6,37.5,35000,3671.622772,5874.596436,,2220,4860,,,958.8122388,,,,,491.8243984,,,464
4.62,1.6,29.73,35776,1501.239823,1816.015915,9660,76740,17400,3180,,5491.928617,119.2531759,,,124.7229245,2100.995592,,,464
5,1.6,18.75,41420,429.9561198,6155.161294,,25380,32820,33810,22410,2142.441074,11910.5464,,673.3862515,,1105.275754,,673.3862515,464
3.03,1.6,0,36357,74.23088646,87.4864019,931800,28770,16260,,,6632.60129,,,,,1836.191126,,,463
3.57,1.6,17.65,35000,371.5345015,609.3165824,117390,39240,16830,810,,4879.067348,1353.503715,,169.102615,,1457.189569,,169.102615,464
0,1.6,14.29,35000,12.39364149,19.47572234,1441290,21930,,,,2999.323187,1985.478247,,,,1361.157586,9951.04256,,464
4.55,1.6,13.33,37916,531.529169,389.7880573,79530,37260,27960,900,,1419.513813,,,1266.460049,206.610432,789.2512389,,1266.460049,464
0,1.6,14.29,35000,3820.012792,5093.350389,,,4410,1680,,1237.386238,,,,,332.073087,,,467
0,1.6,10,45195,784.5042697,441.2836517,39540,4860,8460,,,2223.812108,,,,232.5802687,187.5532612,,,481
7.32,1.6,23.08,29324,5053.434437,5202.064862,,13920,3450,,,1998.21507,,,,,836.021792,,,464
7.14,1.6,22.22,35000,1475.475419,1598.431704,,8880,11190,1080,,1846.575889,,,,,887.1204613,,,462
0,1.6,12.5,45079,905.7248588,1006.360954,,6120,16740,2940,,1407.025019,,,,297.1716495,543.6764466,319.5997903,,464
4,1.6,5.56,36872,2228.572256,1650.794263,,13290,17970,,,3648.601594,,,,,940.2837841,,,464
4.26,1.6,23.08,29305,3251.686355,9311.647288,,,4650,12870,,1582.006537,924.9328984,,157.3517781,,393.9837862,,157.3517781,464
0,1.6,20,29084,2.53670689,86.24803425,4974090,107010,17460,1350,,4392.930262,562.1207612,613.1729286,,2729.755021,2313.296761,26599.3857,,464
7.14,1.6,0,85714,1375.869903,2358.63412,,21240,5070,,,3205.425759,268.7279847,,,,963.1055433,,,464
3.57,1.6,13.33,29270,2236.683162,4473.366325,,1080,11460,5880,1200,2244.993029,274.3956665,562.9018153,,,836.689937,,,464
7.14,1.6,20,29305,2908.816933,3272.41905,,,1080,5700,300,1256.594356,,,,,394.8518665,,,464
7.69,1.6,11.11,41420,1937.484318,3099.97491,,7800,5640,,,1026.696326,,121.3274673,,,510.318054,,,464
6.67,1.6,11.11,35000,2076.0541,2076.0541,,1980,12900,,,1780.16235,,,,,665.7234167,,,464
0,1.6,20,35000,1405.289148,1204.533556,,11130,14700,,,1968.91917,146.0507689,,,261.0130537,700.5839994,,,469
0,1.6,21.05,38987,1135.173159,3869.908497,,38160,12030,,,3308.061115,234.1513604,,,,1096.189688,,,464
0,1.6,26.47,67053,222.6983034,183.3986028,293070,75270,25890,1080,,6676.788487,,546.2810861,,,2505.68418,,,464
6.67,1.6,40,35000,666.174324,965.9527699,16620,52380,8610,,,5124.693313,,,,,1393.764595,,,464
16.67,1.6,33.33,26923,4390.900338,4390.900338,,,7710,4590,,1675.870983,,,,,646.7336305,,,464
5.56,1.6,26.67,26182,2625.955788,3446.566972,,420,14610,750,,1946.536851,,,,,672.5160493,,,475
0,1.6,28.57,29226,2403.375975,1747.9098,,,3300,8370,180,1810.554992,594.579311,361.6206445,,,660.2996614,,,464
6.25,1.6,22.22,26797,2725.163568,4905.294422,,,8340,1110,,815.8785843,,,,,585.0967964,,,464
0,1.6,28.57,29226,2104.405633,3156.60845,,1380,6900,1470,,1091.388197,,,,,426.2924208,,,464
7.14,1.6,22.22,26797,2629.586446,4674.820349,,450,7920,,,1428.631439,,,,,539.1621348,,,440
7.14,1.6,22.22,26797,3168.311645,4608.453302,,,8880,60,,1455.654589,,,,,504.9161865,,,464
0,1.6,33.33,42500,2032.925753,2541.157191,,2760,7440,,,1336.916658,,,,,593.6021911,,,464
0,1.6,26.32,26214,4382.006431,4533.110101,,,11760,5400,,3239.402023,171.4268216,,,153.5526184,613.1594989,,,465
0,1.6,10,45195,758.5523885,758.5523885,18180,22710,30,,,1848.689666,,,,432.1970906,642.9922395,378.3518013,,464
0,1.6,15.38,35000,390.835727,566.7118041,1800,49560,57360,19440,4470,3533.989539,3898.734023,317.830074,1695.148183,,1281.976184,,1695.148183,466
0,1.6,12.5,50000,609.5092948,7618.866185,,11670,8460,8370,5490,488.1741637,1470.009263,5358.376587,180.6804125,,1101.675834,,180.6804125,464
0,1.6,7.69,60675,3180.258297,3445.279822,,,960,6240,2550,861.608552,1196.53871,,,,684.1704886,,,465
0,1.6,14.29,35000,1260.788589,1375.405734,2400,9780,4350,6030,,1552.949931,934.0925604,260.1114078,258.1851002,155.569524,382.0765313,28.51489347,258.1851002,462
0,1.6,7.14,35764,439.3112106,431.0223198,180840,71490,41520,18900,,4306.757841,,449.690217,1830.894652,,1378.837517,,1830.894652,464
0,1.6,11.11,41420,1254.707616,1254.707616,,10650,12300,,,2170.779703,,,,,779.7308484,,,462
0,1.6,14.58,31524,1492.287414,3006.52023,,57270,40410,16050,4140,6977.357579,3625.525825,162.8488087,,301.782694,1869.870768,,,466
0,1.6,6.67,41192,2668.60843,2163.736565,,15330,18060,2400,,3625.066942,336.4439424,41.37823323,180.3476455,,1011.50603,202.8913355,180.3476455,464
0,1.6,5.56,36357,2209.108867,2209.108867,,17190,14370,,,3299.447737,,,,,994.9730823,,,464
3.03,1.6,30.77,41023,1716.996698,1493.040607,,27810,6900,,,3281.183844,,,,,926.0267093,,,464
0,1.6,5.26,38153,1155.901832,1557.954643,,30360,19410,1650,,4130.146013,,,,,1143.500821,,,464
0,1.6,7.14,37593,1770.501608,1770.501608,,6630,18180,,,2997.422123,,,,,807.4418835,,,464
8.33,1.6,20.45,30224,2077.604009,1966.303794,6840,15000,35370,10800,1830,6657.918016,,,384.0203291,857.6269784,720.9915643,684.851025,384.0203291,464
5.56,1.6,20,32003,2140.163268,1992.565802,,28410,6780,,,3089.672174,,,,,959.2513882,,,464
0,1.6,12.5,45079,2235.643185,2012.078867,,2880,8790,,,1510.12372,,,,,563.8806414,,,464
9.09,1.6,13.04,33775,1871.435575,2317.015473,,15270,12990,780,,3091.631189,294.6663443,,,,924.8966509,,,464
5.88,1.6,11.11,35000,2072.713959,2245.440122,,5340,9660,,,2117.43903,,,,,645.9876509,,,464
0,1.6,6.25,86098,1639.501553,2070.94933,,9210,48600,2160,,9326.845358,,,,,1319.17302,,,464
20,1.6,37.5,29305,2370.81241,3082.056133,,1230,9690,,,1223.885841,,,,,429.5708497,,,464
0,1.6,20,35000,380.2032968,2661.423078,,,11400,14070,1740,0.833497964,2222.30168,,,589.8067735,249.4398905,,,464
0,1.6,33.33,40901,721.6646531,577.3317225,900,16140,18300,450,,1961.207258,,524.8316877,,,808.5254933,,,464
0,1.6,0,50000,2001.061716,3716.257473,,,3180,3270,2610,774.2580525,731.0285751,,,,348.9841035,,,464
2.08,1.6,29.03,42730,581.9807956,400.6783671,839130,402630,144330,40950,1320,29965.78433,8275.065696,1462.449747,,,8636.28237,4652.237818,,464
0,1.6,8.33,35000,2699.37429,4262.169932,,2610,11130,4500,,1784.437706,1002.443276,,176.1336496,,510.7460288,163.709025,176.1336496,464
3.19,1.6,15.38,39814,770.8314688,1282.383262,204120,48420,52020,45630,19380,4994.507287,14761.89037,946.6730329,1973.460374,227.798093,1020.867634,,1973.460374,464
0,1.6,10.92,34781,1680.337096,1838.859463,14040,105210,106620,12690,3600,22409.88691,2178.720839,,321.9919664,,2857.432552,,321.9919664,464
0,1.6,4.79,37439,753.442604,946.3974172,211170,231780,115320,4710,900,30507.47716,508.9890064,96.35166618,,,6858.093256,,,464
0,1.6,4.81,37478,571.0407699,594.0666074,340650,143460,78210,420,,19504.50692,,219.710141,,,4599.64368,,,464
4,1.6,30,42985,1648.492885,1334.49424,,22830,10170,,,2735.640374,83.69535959,206.5641643,,,933.1827471,,,464
2.44,1.6,14.06,41614,214.2105592,235.16594,925710,146610,39690,540,,18958.85279,,,540.0656606,1316.458174,3118.495863,,540.0656606,464
3.16,1.6,15.05,41593,4289.430148,3792.104914,1830,20490,46650,14040,390,6153.848872,2061.430938,,867.7856771,,1534.151503,,867.7856771,464
3.53,1.6,15,40151,324.8412966,402.1844625,429420,152730,83970,3570,,20839.66212,,104.298444,1558.335201,1433.154839,1967.460519,,1558.335201,464
