,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,TAZCE10
0,-1.4252411084901437,-1.1065594959520733,-1.1578546317356766,1.1831522634883667,1.3827917660272722,0.47006036970179566,-0.881444435629059,0.5128577320240146,-0.7749582125040975,0.37837495360248674,0.5209420019695956,-0.0043675796739594255,-0.058431390743013525,-0.08327282588821247,-0.11666579194796112,1530
1,-1.823116373816798,-1.0390852568477984,-1.667192159832071,0.7559925388938573,0.8781488421656459,0.2278542776855721,-0.07218375410359226,0.6044198489582112,-0.7849480568422781,0.10015263694388576,0.912422864514212,-0.3487533986037119,-0.04286039483368958,0.03613797950810475,-0.5012035086140603,1540
2,0.05951290638934649,-0.5500774489668719,-0.20703461038623164,1.4741431607288353,0.9161021167428728,-0.1854214402732496,-0.028983697624925905,0.4661608868304655,-0.6553858242501561,-0.3101311737208593,0.7747860150416565,0.8499939088235613,0.13045761739098707,-0.175382558670004,-0.37903778355241047,1350
3,-3.0819493996668927,-1.709065798170638,-1.595805673888341,2.1463806530126606,1.025966471989279,-1.9515790968769422,0.6415268895806348,-0.6947314031000233,0.28869360920247755,0.7851453389745264,0.34144836662785055,-0.9933389467690159,-0.2991882050392312,0.15675482242402064,0.28860593221188935,1510
4,-0.6471168500125297,-1.2936307318526612,-0.5120856940283912,1.4058410487808555,1.760218079370957,-0.1500496748112453,-0.03952528012445276,0.8205381449881912,-0.7090539972293399,0.2536642250684371,-0.06074161715688558,0.4036978396315237,0.039261778671778956,-0.18620612784942767,0.2375339240874953,1360
5,3.018095613089972,-2.5488012218381826,1.327996004958101,2.773449582370503,-0.8411052191972123,0.6670304498251557,-0.4746533926701989,0.9183699436407395,0.335644458708273,-0.3471081299874652,-0.009787599278455465,0.6983612255315659,0.0470767975970538,-0.23494852087479529,0.5250796101214115,640
6,-2.208094950757224,-2.3524525433154864,-1.0556090090951744,2.8910649094017593,0.0009433435935163558,-1.7266526513599214,0.357459763362055,-0.8386965816477422,1.289874234934486,-0.29996278812021165,-0.36417440745977475,0.6110574349544436,-0.059119859057279636,0.005226904182828308,0.42160870055080574,130
7,-2.8487743530046976,0.5570837534168505,-0.5205625150263444,2.8694157306025256,-0.3787613224892944,-0.2741915599826867,1.1058363897700432,1.0830159005606013,-0.6949051946288118,-1.895027715212669,1.9579244962427307,0.6815841535557403,0.3993901850469062,0.20728622153381993,-1.377756737475626,370
8,0.0896923511288333,-2.3390576876580327,-1.0688004057224985,0.574707760137199,-0.6436149402024767,0.5903729217043437,-0.7549676045994199,-1.1700351153507031,0.5112037847674555,-0.3027189583771915,0.2858362167546979,1.1464295544293048,-0.09382508602634133,-0.09516368680285117,0.036433564974220456,870
9,-2.2383879504583706,-0.4372759284346058,-0.8100872936138384,2.188027306389461,0.6235352423829525,-0.08388678423368763,-0.23761251029510597,1.1316894708412368,-0.9562672463419843,-0.5512059882817558,0.9626931575575014,0.43392332228215363,0.0946785585335221,-0.04779551293585856,-1.0867741042674526,920
