,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,Net_Passengers
0,0.4488468270185069,0.23787544987180556,-1.1275404333716013,-1.3138267673048587,-1.0928698262646168,-0.9376190017410356,0.3759856560696905,0.42629344272096303,0.20695586373896346,0.13539706391977455,0.1035226809521753,-0.14372868933903532,0.35315656249199745,-0.46868056466808794,-0.042574194724592875,0
1,-0.18742858086676562,-0.2865126576102858,-0.9245370284094271,-1.5293613763754645,-0.5405071845601166,-0.37210220708680697,0.27654244597294986,0.17678623823435644,0.88467988580453,-0.014645859083937438,0.08172578112270824,-0.22892619844451875,-0.04949074164625629,-0.336520458992476,0.12295058390067007,3
2,1.5451148572727316,1.7907045506393184,-1.7423045420071617,-0.8800035439256779,-0.1558094812741182,-1.0551503391389754,0.3641725130137464,0.10995449072704963,0.8805288370641655,-0.01692948524742206,0.04932091074823762,-0.30955132242104144,-0.26561628700000367,-0.6150660786631215,0.4245287267707125,4
3,-0.9181214575160672,0.02148438780569208,-0.5401430589087448,-3.3205906441771016,0.8646061753575984,0.028806317175950693,-1.259075992184318,0.3398240995935293,-0.5139119376982243,0.12197971076091556,-0.04964090822441099,-0.02625048343106294,-0.25328568009230834,0.4950863511646897,0.179376584236659,2
4,1.4767976660818372,2.5456305137336046,-2.34168836912546,-1.780987376092261,-0.2825767091323629,-1.835406360141902,1.1736105514866122,0.5245707303778842,-0.4169392160681528,0.1336493453442046,-0.2324555449008664,0.022570413515810118,0.30293272270827865,0.47874258236782785,-0.4645404328300679,5
5,3.2194183430484395,1.8926945527632897,-0.29390558536140954,-0.0004955917392669315,-0.36434337162780767,0.8210875845517396,0.11317451304482423,0.8761183080081336,-0.01383965974496995,0.035817328141332115,-0.0008308658274288881,-0.16151526675654865,0.1790137731181822,-0.6609949934616947,0.6693616767203828,0
6,-0.2711262594719315,1.2305932330136666,-1.3319354434916117,-3.385310536617359,0.8970249867595773,-0.47586496008266693,-0.8069942688164329,0.713004184745045,-0.6123074275098114,-0.11288199970067826,-0.2043432387954787,0.31845848568583357,-0.07159523271445258,1.191645984034322,-0.5549033472090392,7
7,-0.5355401053684752,1.9150590612006586,-3.429861806045334,-1.388548780225808,-0.055189263247423674,0.10660993107935895,-0.3292740183077588,-0.04964215442313942,3.151381461610328,-0.3444455800451858,-0.006131137695729331,-0.07060263286840297,-0.7207139567241099,0.4551664669991234,-0.06834833431717492,8
8,-0.09594410125733449,-1.033222574662192,0.7114341540574549,-1.4250655617438148,-0.5345615465152297,0.0021105658314434484,0.14372293045317847,0.49419522669416194,0.23454609971299953,-0.2101744317285754,0.1436816218474195,0.06050673278269983,0.37337752920492845,-0.26392470543440344,0.04690918492694634,25
9,0.15019564202328234,1.994797457516162,-2.991948878688472,-1.5394043514473001,-0.8887012828667555,-1.2071334853942843,0.42944122992235106,0.5660735013530994,1.5087711138062032,-0.3109419454550319,-0.09944474151580886,-0.1812640365413064,-0.06299256737538624,0.5061439736474997,-0.30738754870671925,32
